,I_STS059,I_TULOC,I_RLIEF,I_MFS047,I_CFS001,I_DONLL,I_MFS022,I_NFS033,I_SPICE,I_NFS009,I_BVC007,I_MIL003,I_NFS005,I_ANG017,I_MFS013,I_BEARD,I_SFS033,I_LYONS,I_SFS030,I_PCRST
3/31/1949,1.4,7.07,0.89,0.7,2.62,6.89,1.94,1.28,1.62,3.8,3.07,1.28,0.21,0.63,0.64,2.02,1.16,0.61,0.14,1.74
4/30/1949,0.28,1.25,5.64,4.43,9.6,23.68,6.68,12.03,15.57,43.86,9.69,4.03,2.47,1.98,2.01,6.36,5.27,3.02,0.69,7.9
5/31/1949,0.29,0.38,13.49,10.6,29.51,53.61,15.12,23.18,32.93,40.24,7.23,3.01,2.27,1.48,2.3,7.3,11.8,1.85,0.42,17.71
6/30/1949,0.08,0.18,10.65,8.37,21.81,22.66,6.39,5.76,10.06,7.15,1.38,0.57,0.4,0.28,0.79,2.49,5.37,0.47,0.1,8.05
7/31/1949,0.03,0.02,1.66,1.31,5.03,5.72,1.61,0.51,1.21,0.4,0.37,0.15,0.02,0.08,0.11,0.34,0.06,0.74,0.17,0.09
8/31/1949,0,0,0,0,2,2.45,0.69,0.49,1.18,0.61,0.27,0.11,0.03,0.06,0.13,0.41,0.38,0.44,0.1,0.57
9/30/1949,0.01,0,0,0,0.59,0.55,0.15,0.42,0.63,1.07,0.09,0.04,0.06,0.02,0.06,0.19,0.03,0.37,0.08,0.04
10/31/1949,0.01,0,0.39,0.3,0.83,0.62,0.17,0.28,0.35,0.6,0.17,0.07,0.03,0.03,0,0,0.35,0.31,0.07,0.52
11/30/1949,0.1,0.12,3.52,2.77,1.2,0,0,0.29,0.36,0.54,0.26,0.11,0.03,0.05,0,0,0.71,0.59,0.13,1.06
12/31/1949,1.18,0.18,0.58,0.46,0.66,0.64,0.18,0.4,0.39,1.01,0.45,0.19,0.06,0.09,0.16,0.5,0.49,0.47,0.11,0.73
1/31/1950,3.29,4.7,0.38,0.3,3.14,6.5,1.83,1.3,1.28,3.28,2.13,0.89,0.18,0.44,0.43,1.38,0.76,0.53,0.12,1.14
2/28/1950,1.33,5.84,0.59,0.47,3.75,8.97,2.53,2.33,2.93,9.58,3.57,1.49,0.54,0.73,0.75,2.37,0.99,0.88,0.2,1.49
3/31/1950,2.89,2.56,1.25,0.98,3.59,10.41,2.94,3.72,4.75,20.01,4.87,2.03,1.13,1,0.96,3.04,2.49,2.84,0.65,3.74
4/30/1950,0.79,3.1,6.68,5.25,12.3,32.96,9.3,13.67,17.87,45.39,12.28,5.11,2.56,2.51,2.35,7.44,6.25,3.72,0.85,9.37
5/31/1950,0.4,0.86,19.67,15.45,31.81,58.17,16.41,26.48,36.99,53.56,8.97,3.73,3.02,1.84,2.51,7.96,11.94,2.45,0.55,17.9
6/30/1950,0.14,0.28,15.95,12.53,31.75,36.61,10.32,11.29,19.58,17.11,2.53,1.05,0.96,0.52,1.14,3.6,9.71,0.63,0.14,14.56
7/31/1950,0.1,0.03,5.19,4.08,10.05,9.86,2.78,1.1,2.62,1.32,0.7,0.29,0.07,0.14,0.18,0.58,0.83,0.43,0.1,1.24
8/31/1950,0.02,0.04,0,0,2.36,3.44,0.97,0.33,0.86,0.72,0.32,0.13,0.04,0.07,0.1,0.33,1.09,0.59,0.14,1.64
9/30/1950,0.03,0.03,0.51,0.4,1.48,0.8,0.23,0.39,0.42,0.96,0.24,0.1,0.05,0.05,0.14,0.45,0.29,0.81,0.18,0.43
10/31/1950,0.03,0.12,1.48,1.17,1.7,0.64,0.18,1.13,1.35,3.24,0.39,0.16,0.18,0.08,0,0,0.45,0.36,0.08,0.68
11/30/1950,0.05,9.04,12.18,9.57,26.16,27.47,7.75,17.59,21.63,88.31,18.26,7.6,4.97,3.74,3.68,11.64,7.56,1.79,0.4,11.34
12/31/1950,0.38,11.9,8.95,7.03,27.46,49.52,13.97,21.13,28.58,57.1,19.37,8.07,3.22,3.97,3.78,11.98,7.76,5.9,1.34,11.65
1/31/1951,1.02,8.56,2.9,2.28,9.41,19.12,5.39,5.24,7.5,9.31,4.37,1.82,0.52,0.89,1.38,4.36,1.62,3.21,0.73,2.42
2/28/1951,0.16,4.45,2.61,2.05,8.16,26.48,7.47,5.67,7.92,10.56,3.11,1.29,0.59,0.64,0.12,0.39,2,2.81,0.64,2.99
3/31/1951,0.4,6.62,3.17,2.49,9.83,31.38,8.85,6.52,9.1,13.08,2.58,1.07,0.74,0.53,0.98,3.11,3.02,3,0.68,4.53
4/30/1951,0.29,1.33,5.15,4.05,16.73,39.69,11.2,12.65,18.13,26.27,3.56,1.48,1.48,0.73,1.34,4.25,8.29,1.31,0.3,12.43
5/31/1951,0.2,1.37,12.54,9.86,27.87,47.72,13.46,13.15,22.1,23.05,2.58,1.07,1.3,0.53,1.13,3.58,11.24,1.71,0.39,16.85
6/30/1951,0.11,0.38,13.4,10.53,24.75,16.61,4.68,3.11,6.81,4.82,1.41,0.59,0.27,0.29,0.54,1.72,4.5,0.97,0.22,6.75
7/31/1951,0.02,0.14,4.1,3.22,7.91,6.82,1.93,0.84,2.05,1.21,0.77,0.32,0.07,0.16,0.13,0.4,0.7,0.86,0.19,1.05
8/31/1951,0.03,0,1.53,1.2,2.85,0.41,0.11,0.49,1,1.36,0.39,0.16,0.08,0.08,0.22,0.69,1.04,0.54,0.12,1.56
9/30/1951,0.01,0.02,2.6,2.04,1.83,0,0,0.36,0.36,0.95,0.21,0.09,0.05,0.04,0,0,0.6,0.21,0.05,0.91
10/31/1951,0.02,0.04,3.28,2.57,1.86,0,0,0.36,0.45,0.7,0.39,0.16,0.04,0.08,0,0,0.32,0.6,0.13,0.48
11/30/1951,0.05,0.48,0.43,0.33,2.12,3.18,0.9,0.71,0.87,1.51,0.74,0.31,0.08,0.15,0.18,0.58,0.03,0.51,0.12,0.04
12/31/1951,0.09,5.57,0.49,0.39,2.39,10.39,2.93,1.84,1.64,4.56,3.01,1.25,0.26,0.62,0.63,1.99,0.26,0.78,0.18,0.39
1/31/1952,0.25,15.54,0.65,0.51,2.12,16.52,4.66,1.41,1.71,3.07,5.07,2.11,0.17,1.04,1.08,3.43,0.92,1.34,0.3,1.37
2/29/1952,0.5,6.3,0.85,0.67,2.31,13.28,3.75,2.29,2.83,8.51,5.18,2.16,0.48,1.06,0.96,3.04,1.11,3.38,0.77,1.67
3/31/1952,0.87,13.67,1.47,1.16,3.47,16.29,4.59,2.32,3.14,10.32,7.32,3.05,0.58,1.5,1.48,4.69,1.95,4.02,0.91,2.93
4/30/1952,0.38,3.73,6.81,5.35,15.95,39.28,11.08,12.65,15.95,61.2,16.88,7.03,3.45,3.46,2.79,8.82,6.58,8.38,1.9,9.87
5/31/1952,0.12,1.87,15.32,12.04,49.2,115.59,32.6,40.2,55.5,105.48,17.04,7.1,5.94,3.49,4.62,14.62,19.75,1.35,0.31,29.63
6/30/1952,0.08,0.65,19.25,15.12,50.95,76.02,21.45,25.94,40.26,51.38,5.66,2.36,2.89,1.16,2.29,7.25,16.18,0,0,24.27
7/31/1952,0.01,0.48,16.11,12.66,27.61,24.05,6.78,5.55,11.3,9.45,1.77,0.74,0.53,0.36,0.68,2.17,6.44,0.03,0.01,9.66
8/31/1952,0.03,0.11,2.47,1.94,6.99,10.65,3,0.8,2.01,1.36,1.01,0.42,0.08,0.21,0.27,0.85,1.22,0.16,0.03,1.82
9/30/1952,0.01,0.16,2.65,2.08,3.37,0,0,0.66,0.78,1.79,0.42,0.17,0.1,0.09,0,0,0.24,0.89,0.2,0.36
10/31/1952,0.01,0.15,5.37,4.22,2.4,0,0,0,2.62,0.75,0.22,0.09,0.04,0.05,0,0,0.17,1.38,0.31,0.25
11/30/1952,0.03,0.24,1.61,1.26,2.04,0,0,1.1,0.28,0.45,0.52,0.22,0.03,0.11,0,0,0.65,0.78,0.18,0.97
12/31/1952,0.47,1.78,0.37,0.29,2.4,3.18,0.9,1.43,0.16,1.37,1.28,0.53,0.08,0.26,0.26,0.82,0.87,0.69,0.16,1.3
1/31/1953,1.11,4.84,0.76,0.6,3.44,9.49,2.68,3.33,1.84,9.94,3.72,1.55,0.56,0.76,0.74,2.34,0.78,0.97,0.22,1.17
2/28/1953,0.42,0.76,0.66,0.52,3.25,2.99,0.84,3,2.45,8.43,2.03,0.85,0.47,0.42,0.33,1.04,1.23,1.33,0.3,1.85
3/31/1953,0.32,1.9,1.26,0.99,4.77,5.5,1.55,4.15,3.08,12.79,3.83,1.59,0.72,0.78,0.68,2.15,2.31,1.3,0.3,3.47
4/30/1953,0.29,1.39,4.97,3.9,12.86,25.65,7.23,10.09,20.14,41.87,9.94,4.14,2.36,2.04,1.87,5.94,6.31,1.19,0.27,9.46
5/31/1953,0.19,0.93,8.65,6.8,16.95,32.41,9.14,14.58,19.76,38.18,5.68,2.37,2.15,1.16,1.59,5.03,5.38,2.01,0.46,8.07
6/30/1953,0.05,0.53,17.03,13.38,34.56,37.44,10.56,14.52,26.96,27.73,3.88,1.62,1.56,0.79,1.79,5.66,12.64,1.55,0.35,18.95
7/31/1953,0,0.11,10.46,8.22,20.44,12.09,3.41,1.36,6.5,3.4,1.1,0.46,0.19,0.23,0.54,1.7,3.31,0.3,0.07,4.96
8/31/1953,0.02,0.15,1.97,1.55,3.89,2.08,0.59,0,1.57,0.66,0.48,0.2,0.04,0.1,0.13,0.42,1.05,0.86,0.19,1.58
9/30/1953,0.01,0.03,4.22,3.32,2.32,0,0,0.31,0.29,0.99,0.16,0.07,0.06,0.03,0,0,0.26,1.17,0.27,0.39
10/31/1953,0.01,0.09,1.82,1.43,2.03,0,0,0.31,0.17,0.99,0.26,0.11,0.06,0.05,0,0,0.6,0.51,0.12,0.91
11/30/1953,0.01,0.24,0.24,0.19,2.03,0.9,0.25,0.09,0.47,1.22,0.5,0.21,0.07,0.1,0.12,0.39,0.65,0.58,0.13,0.98
12/31/1953,3.98,0.41,0.29,0.23,2.07,0.9,0.25,1.46,0.76,1.66,0.65,0.27,0.09,0.13,0.12,0.38,0,0.53,0.12,0
1/31/1954,3.4,1.19,0.39,0.31,1.71,2.61,0.74,1.51,0.49,2.39,0.99,0.41,0.13,0.2,0.2,0.63,0.37,0.52,0.12,0.56
2/28/1954,0.84,2.39,0.55,0.43,2.05,5.6,1.58,2.39,1.12,6.62,2.14,0.89,0.37,0.44,0.46,1.46,0.51,0.82,0.18,0.77
3/31/1954,0.47,4.11,1.79,1.41,5.69,16.09,4.54,5.66,8.9,22.29,7.48,3.11,1.26,1.53,1.38,4.36,2.17,1.92,0.43,3.25
4/30/1954,0.3,1.79,5.68,4.46,15.35,43.14,12.17,15.84,22.94,44.35,11.4,4.75,2.5,2.33,2.5,7.91,6.69,4.23,0.96,10.04
5/31/1954,0.44,0.59,19.42,15.26,30.08,47.86,13.5,15.25,26.25,32.16,4.85,2.02,1.81,0.99,1.83,5.81,14.38,2.45,0.56,21.57
6/30/1954,0.12,0.38,10.65,8.37,14.93,15.72,4.43,2.92,6.86,5.12,1.09,0.45,0.29,0.22,0.58,1.85,4.52,0.38,0.08,6.77
7/31/1954,0.07,0.03,3.16,2.48,4.49,6.7,1.89,0,2.24,1.1,0.47,0.2,0.06,0.1,0.15,0.47,0.94,0.87,0.2,1.41
8/31/1954,0,0.15,1.56,1.22,2.08,0,0,1.25,1.19,0.86,0.22,0.09,0.05,0.05,0,0,1.01,0.81,0.18,1.51
9/30/1954,0,0.04,4.41,3.46,1.5,0,0,1.14,0,0.56,0.18,0.07,0.03,0.04,0,0,0.2,0.09,0.02,0.3
10/31/1954,0.02,0.03,0.7,0.55,1.38,0.31,0.09,0.81,0,0.35,0.21,0.09,0.02,0.04,0,0,0,0.03,0.01,0
11/30/1954,0.05,0.12,0.23,0.18,1.54,1.11,0.31,0.31,0,0.72,0.5,0.21,0.04,0.1,0.12,0.38,0,0.3,0.07,0
12/31/1954,0.07,2.22,0.31,0.24,1.78,3.8,1.07,1.33,0.06,3.27,1.22,0.51,0.18,0.25,0.25,0.8,0,0.51,0.11,0
1/31/1955,0.12,5.23,0.37,0.29,1.53,5.12,1.44,1.42,0.15,2.24,1.85,0.77,0.13,0.38,0.4,1.25,0.54,1.01,0.23,0.81
2/28/1955,0.35,2,0.55,0.43,1.73,3.97,1.12,1.79,1.34,5.39,1.84,0.77,0.3,0.38,0.33,1.06,0.73,0.73,0.17,1.09
3/31/1955,1.02,1.49,1.27,0.99,2.93,4.6,1.3,3.3,3.81,11.59,2.86,1.19,0.65,0.59,0.55,1.74,2.07,0.85,0.19,3.1
4/30/1955,0.17,1.35,3.95,3.1,5.75,10.39,2.93,4.22,10.29,18,5.3,2.21,1.01,1.09,0.9,2.85,4.17,1.3,0.29,6.25
5/31/1955,0.34,0.9,10.39,8.16,19.61,44.4,12.52,16.29,25.19,38.48,6.66,2.77,2.17,1.36,1.96,6.21,7.52,0,0,11.28
6/30/1955,0.09,0.26,14.98,11.77,23.06,26.16,7.38,6.41,12.82,8.5,2.12,0.88,0.48,0.43,1.02,3.24,8.12,0.65,0.15,12.17
7/31/1955,0.03,0.01,3.17,2.49,4.99,7.54,2.13,1.9,0.99,0.78,0.47,0.2,0.04,0.1,0.17,0.55,1.22,0.44,0.1,1.83
8/31/1955,0.01,0.09,1.51,1.19,1.93,0.23,0.07,0.24,2.6,0.36,0.27,0.11,0.02,0.06,0.1,0.33,1.04,0.54,0.12,1.56
9/30/1955,0.01,0.05,4.28,3.36,1.34,0,0,2.15,0,0.8,0.04,0.02,0.05,0.01,0,0,0,0.29,0.07,0
10/31/1955,0.01,0.03,0.12,0.09,1.32,0.46,0.13,0.51,0,0,0.16,0.07,0,0.03,0,0,0,0.29,0.06,0
11/30/1955,0.03,0.03,0.13,0.1,1.5,2.19,0.62,0.22,0,0.35,0.34,0.14,0.02,0.07,0,0,0.19,0.27,0.06,0.29
12/31/1955,0.12,18.79,3.12,2.45,13.18,50.34,14.2,7.59,18.26,68.4,18.11,7.54,3.85,3.71,3.79,12,2.5,4.62,1.05,3.75
1/31/1956,0.65,16.06,2.89,2.27,8.13,36.43,10.28,7.18,8.34,35.08,14.18,5.9,1.97,2.9,2.77,8.76,3.8,7.1,1.61,5.7
2/29/1956,2.25,3.97,1.51,1.19,5.07,14.45,4.08,5.23,3.79,13.87,4.97,2.07,0.78,1.02,0.64,2.02,1.62,2.71,0.61,2.43
3/31/1956,2.66,2.24,2.24,1.76,7.54,21.66,6.11,7.97,9.3,20.38,4.4,1.83,1.15,0.9,1.32,4.16,3.91,2.23,0.5,5.87
4/30/1956,4.38,1.41,7.99,6.28,16.21,31.69,8.94,13.77,20.35,39.22,7.21,3,2.21,1.48,1.31,4.16,9.19,1.8,0.41,13.78
5/31/1956,0.37,2.1,21.34,16.77,38.2,75.7,21.35,25.5,40.87,70.19,8.04,3.35,3.95,1.65,2.89,9.16,16.12,3.48,0.79,24.18
6/30/1956,0.17,0.58,25.31,19.89,50.41,43.38,12.24,15.95,31.63,26.97,3.42,1.42,1.52,0.7,1.52,4.82,16.11,0,0,24.16
7/31/1956,0.07,0.32,14.44,11.35,21.55,11.89,3.35,1.71,6.21,2.92,1.29,0.54,0.16,0.26,0.32,1.01,3.35,0,0,5.02
8/31/1956,0.04,0,1.97,1.55,5.65,4.88,1.38,0.82,0.99,0.73,0.71,0.3,0.04,0.15,0.15,0.48,1.16,0.54,0.12,1.73
9/30/1956,0,0,2.77,2.17,2.99,0,0,0.69,0.8,0.89,0.47,0.2,0.05,0.1,0,0,0.39,0.72,0.16,0.58
10/31/1956,0.02,0.11,6.15,4.83,2.8,0,0,0.8,1.23,0.95,0.45,0.19,0.05,0.09,0,0,0.27,0.91,0.21,0.4
11/30/1956,0.03,0.22,1.18,0.93,2.71,0.34,0.09,2.73,0.08,0.37,0.93,0.39,0.02,0.19,0.16,0.5,0.55,0.65,0.14,0.82
12/31/1956,0.05,0.31,0.33,0.26,2.59,0.55,0.16,1.67,0.59,0.93,0.64,0.27,0.05,0.13,0.12,0.39,0.22,0.41,0.09,0.33
1/31/1957,0.22,0.58,0.45,0.35,1.72,1.1,0.31,0.96,0.41,1.12,0.69,0.29,0.06,0.14,0.11,0.36,0.69,0.66,0.15,1.04
2/28/1957,1.16,1.66,0.73,0.57,3.14,7.05,1.99,2.36,3.06,11.67,3.02,1.26,0.66,0.62,0.61,1.95,1.06,0.18,0.04,1.59
3/31/1957,0.18,4.82,1.24,0.98,4.59,12.76,3.6,5.08,7.31,21.26,6,2.5,1.2,1.23,1.16,3.68,2.14,1.47,0.33,3.21
4/30/1957,0.09,0.79,4.62,3.63,9.27,14.33,4.04,11.01,17.43,27.75,6.8,2.83,1.56,1.39,1.1,3.47,4.22,1.1,0.25,6.33
5/31/1957,0.04,1.6,11.19,8.79,20.82,56.58,15.96,17.76,30.02,45.81,8.01,3.34,2.58,1.64,2.43,7.68,9.56,1.35,0.31,14.34
6/30/1957,0.03,0.42,19.13,15.03,31.58,27.73,7.82,8.65,20.43,13.79,2.73,1.14,0.78,0.56,1.22,3.88,10.92,0,0,16.38
7/31/1957,0.02,0.15,4.84,3.81,6.93,8.53,2.41,1.01,1.8,1.71,0.5,0.21,0.1,0.1,0.19,0.6,1.09,0.52,0.12,1.62
8/31/1957,0.02,0.03,0,0,2.5,4.93,1.39,2.51,0,0.47,0.33,0.14,0.03,0.07,0.09,0.28,0.48,0.56,0.12,0.72
9/30/1957,0.01,0.04,0,0,1.81,2.24,0.63,2,0.12,0.93,0.31,0.13,0.05,0.06,0.19,0.6,0.44,0.5,0.11,0.66
10/31/1957,0.01,0.06,0,0,1.99,3.23,0.91,0,2.09,0.42,0.48,0.2,0.02,0.1,0.01,0.05,0.22,0.21,0.05,0.33
11/30/1957,0.01,0.13,3.91,3.07,1.95,0,0,0.24,0,0.3,0.73,0.3,0.02,0.15,0,0,0.46,0.35,0.08,0.69
12/31/1957,0.02,0.56,6.98,5.49,2.06,0,0,1.25,0.2,2.32,1.12,0.47,0.13,0.23,0,0,0.29,0.41,0.09,0.44
1/31/1958,0.08,3.07,0.44,0.35,2.01,5.06,1.43,1.29,0.28,2.67,1.64,0.68,0.15,0.34,0.34,1.07,0.67,0.7,0.16,1.01
2/28/1958,0.73,10.61,0.56,0.44,2.6,16.7,4.71,2.15,2.97,16.1,5.67,2.36,0.91,1.16,1.12,3.55,0.94,1.26,0.28,1.4
3/31/1958,0.21,12.59,0.96,0.75,3.04,21.2,5.98,3.17,3.07,14.7,8.7,3.62,0.83,1.78,1.6,5.05,1.86,5.55,1.26,2.79
4/30/1958,0.15,20.7,4.2,3.3,8.94,35.48,10.01,7.87,13.38,36.33,14.6,6.08,2.05,2.99,2.61,8.26,4.63,7.33,1.66,6.94
5/31/1958,0.1,1.77,20.8,16.34,43.75,102.14,28.81,29.22,53.36,104.02,16.36,6.81,5.86,3.35,4.37,13.84,17.42,4.4,1,26.12
6/30/1958,0.01,0.8,22.65,17.79,40.77,62.2,17.54,18.95,30.59,49.52,4.72,1.97,2.79,0.97,2.26,7.17,16.54,1.38,0.31,24.8
7/31/1958,0.02,0.34,12.6,9.9,17.51,17.86,5.04,4.44,6.41,5.6,1.27,0.53,0.32,0.26,0.56,1.77,4.93,0,0,7.39
8/31/1958,0.02,0.19,3.1,2.43,5.05,7.22,2.03,1.7,0.6,0.99,0.97,0.4,0.06,0.2,0.31,0.98,1.21,0.42,0.1,1.81
9/30/1958,0.02,0,5.67,4.45,2.6,0,0,0.3,1.2,1.29,0.21,0.09,0.07,0.04,0,0,0,0.7,0.16,0
10/31/1958,0.01,0.09,3.27,2.57,2.1,0,0,0.24,1.2,0.52,0.56,0.23,0.03,0.11,0,0,0,0,0,0
11/30/1958,0.01,0.16,0.35,0.28,1.86,0.87,0.25,0.39,0,0.44,0.57,0.24,0.02,0.12,0.13,0.42,0,0.18,0.04,0
12/31/1958,0.05,0.24,0.33,0.26,1.71,0,0,0.64,0.12,0.44,0.36,0.15,0.02,0.07,0.04,0.14,0.53,0.25,0.06,0.79
1/31/1959,0.03,1.05,0.49,0.38,2.55,4.45,1.26,2.35,0.27,5.28,1.82,0.76,0.3,0.37,0.42,1.31,1.01,0.29,0.07,1.52
2/28/1959,0.07,5.48,0.49,0.38,2.63,8.44,2.38,2.85,2.33,7.23,3.45,1.44,0.41,0.71,0.75,2.37,1.34,0.57,0.13,2.02
3/31/1959,0.16,0.86,1.14,0.89,4.41,12.23,3.45,6.02,7.38,16.61,4.61,1.92,0.94,0.94,0.97,3.07,2.35,0.84,0.19,3.52
4/30/1959,0.08,0.45,6.1,4.79,11.05,28.88,8.15,10.48,19.3,26.3,5.02,2.09,1.48,1.03,1.28,4.04,4.99,0,0,7.49
5/31/1959,0.06,0.2,6.46,5.08,15.16,24.98,7.04,11.2,15.52,12.13,2.21,0.92,0.68,0.45,0.96,3.04,7.9,0.67,0.15,11.85
6/30/1959,0.02,0.16,9.95,7.82,13.36,8.51,2.4,7.17,6.62,0.7,0.81,0.34,0.04,0.17,0.46,1.45,3.33,0.63,0.14,4.99
7/31/1959,0.02,0.1,2.16,1.7,2.65,4.58,1.3,1.26,1.77,0.68,0.22,0.09,0.04,0.05,0.09,0.29,0.28,0.6,0.13,0.41
8/31/1959,0.02,0.09,0.96,0.75,1.49,0,0,0,1.19,0.07,0.05,0.02,0,0.01,0,0,0.75,0.01,0,1.13
9/30/1959,0.01,0.05,5.59,4.39,1.74,0,0,0.37,0,0.44,0.44,0.18,0.03,0.09,0,0,0.67,0,0,1.01
10/31/1959,0.01,0.04,3.55,2.79,1.44,0,0,0,0.44,0,0.25,0.1,0,0.05,0,0,0.48,0.11,0.03,0.71
11/30/1959,0,0.06,0,0,1.22,0.31,0.09,0,0,0,0.28,0.12,0,0.06,0.08,0.25,0.47,0.29,0.07,0.7
12/31/1959,0.04,0.11,0.34,0.27,1.25,0,0,0.58,0.08,0.32,0.3,0.12,0.02,0.06,0.02,0.07,0,0.15,0.03,0
1/31/1960,0.06,0.4,0.48,0.38,1.48,1.56,0.44,1.15,0.13,0.39,0.69,0.29,0.02,0.14,0.14,0.45,0.55,0.42,0.09,0.82
2/29/1960,2.28,3.47,0.39,0.31,1.98,8.96,2.53,2.05,0.24,8.61,3.04,1.27,0.48,0.62,0.64,2.01,0.69,0.68,0.15,1.04
3/31/1960,1,0.98,1.07,0.84,4.23,13.34,3.76,4.79,8.38,25.42,5.38,2.24,1.43,1.1,1.06,3.34,1.8,0.76,0.17,2.71
4/30/1960,0.2,0.72,6.95,5.46,11.97,25.72,7.25,13.36,17.02,30.12,6.3,2.62,1.7,1.29,1.38,4.37,5,0,0,7.5
5/31/1960,0.09,0.46,10.39,8.16,18.63,33.64,9.49,12.13,16.48,23.9,2.9,1.21,1.35,0.59,1.31,4.15,8.96,1.17,0.27,13.44
6/30/1960,0,0.03,10.18,8,13.69,11.48,3.24,2.23,5.44,3.88,0.88,0.37,0.22,0.18,0.44,1.4,3.98,0.4,0.09,5.97
7/31/1960,0.02,0.09,2.45,1.92,2.52,1.15,0.33,0.17,2.42,0.93,0.35,0.15,0.05,0.07,0.1,0.31,0.67,0.63,0.14,1
8/31/1960,0.02,0.09,0.61,0.48,1.34,0,0,0.95,0.11,0.3,0.06,0.02,0.02,0.01,0,0,1.18,0.18,0.04,1.77
9/30/1960,0.01,0.08,0.4,0.32,1.14,0,0,0.98,0,0.05,0.03,0.01,0,0.01,0,0,0.21,0,0,0.31
10/31/1960,0.05,0.04,2.79,2.19,1.23,0,0,0.94,0,0.22,0,0,0.01,0,0,0,0,0,0,0
11/30/1960,0.03,0.04,0.06,0.05,1.33,2.67,0.75,0.52,0,0.21,0.57,0.24,0.01,0.12,0.12,0.38,0.05,0,0,0.07
12/31/1960,0.1,0.24,0.1,0.08,1.55,1.58,0.45,1.31,0,2.15,0.57,0.24,0.12,0.12,0.12,0.39,0.18,0,0,0.28
1/31/1961,0.58,0.15,0.1,0.08,1.4,1.08,0.3,1.25,0.03,1.2,0.5,0.21,0.07,0.1,0.11,0.34,0.57,0,0,0.86
2/28/1961,1.27,0.31,0.18,0.14,1.81,2.73,0.77,2.16,0.66,4.16,1.23,0.51,0.23,0.25,0.25,0.8,0.65,0,0,0.98
3/31/1961,0.81,0.73,0.38,0.3,2.48,5.61,1.58,2.93,3.82,7.74,2.46,1.02,0.44,0.5,0.51,1.63,1.46,0,0,2.18
4/30/1961,2.08,0.38,5.94,4.67,8.3,13.41,3.78,7.74,13.93,21.23,4.96,2.07,1.2,1.02,1.11,3.51,4.33,0,0,6.5
5/31/1961,0.47,0.26,7.82,6.14,14.52,26.23,7.4,9.91,16.42,16.72,2.74,1.14,0.94,0.56,0.97,3.08,5.99,0,0,8.99
6/30/1961,0.14,0.09,7.82,6.14,12.14,9.8,2.76,2.4,5.55,3.62,0.7,0.29,0.2,0.14,0.42,1.32,2.86,0,0,4.29
7/31/1961,0.04,0.1,1.58,1.24,2.43,0.36,0.1,2.38,0.19,0.39,0.09,0.04,0.02,0.02,0.02,0.07,0.87,0,0,1.31
8/31/1961,0.01,0.1,0.6,0.47,1.42,1.59,0.45,1.31,0,0,0.14,0.06,0,0.03,0.04,0.12,1.41,0,0,2.11
9/30/1961,0.01,0.06,0.79,0.62,1.12,0.36,0.1,0,0.67,0,0.16,0.07,0,0.03,0.08,0.26,0.23,0,0,0.35
10/31/1961,0.04,0.05,1.21,0.95,1.24,0,0,0,0.85,0,0.11,0.05,0,0.02,0,0,0.01,0.61,0.14,0.02
11/30/1961,0.32,0.02,0,0,1.26,1.49,0.42,0,0.29,0.19,0.23,0.1,0.01,0.05,0,0,0.07,0.33,0.08,0.1
12/31/1961,0.08,0.21,0.43,0.34,1.63,0.67,0.19,1.13,0.4,1.14,0.5,0.21,0.06,0.1,0.14,0.46,0.08,0.5,0.12,0.12
1/31/1962,0.6,0.29,0.45,0.35,1.3,1.07,0.3,1.49,0.49,1.05,0.63,0.26,0.06,0.13,0.12,0.38,0.28,0.63,0.14,0.43
2/28/1962,0.18,10.77,0.63,0.49,1.84,15.32,4.32,2.17,1.01,9.4,4.63,1.93,0.53,0.95,1.01,3.18,0.78,1.28,0.29,1.16
3/31/1962,0.23,4.74,0.75,0.59,1.86,9.43,2.66,2.96,2.97,9.19,3.88,1.62,0.52,0.79,0.77,2.45,1.95,2.59,0.59,2.92
4/30/1962,0.2,0.95,8.34,6.55,16.58,31.66,8.93,18.71,27.96,52.3,12.87,5.36,2.94,2.64,2.6,8.23,6.33,2.38,0.54,9.49
5/31/1962,0.12,0.41,12.92,10.15,22.31,46.57,13.13,19.94,28.67,46.82,6.62,2.76,2.64,1.36,1.88,5.96,11.09,0.75,0.17,16.63
6/30/1962,0.05,0,20.56,16.16,32.35,31.43,8.87,11.55,23.22,19.26,2.99,1.24,1.08,0.61,1.34,4.24,12.51,0.63,0.14,18.77
7/31/1962,0,0.09,8.31,6.53,10.75,11.42,3.22,0.58,3.55,1.68,0.91,0.38,0.09,0.19,0.27,0.85,1.72,0.15,0.03,2.58
8/31/1962,0,0.08,2.11,1.66,3.09,0,0,0.36,1.9,0.97,0.27,0.11,0.05,0.06,0,0,1.09,0.38,0.08,1.63
9/30/1962,0,0.04,1.46,1.15,1.71,0,0,1.51,0,0.52,0.13,0.05,0.03,0.03,0,0,0.41,0.59,0.13,0.61
10/31/1962,0,0.23,4.23,3.32,1.99,0,0,1.56,0.55,2.36,0.55,0.23,0.13,0.11,0,0,0,0,0,0
11/30/1962,0.17,0.14,0.45,0.36,1.56,0.03,0.01,0.18,0.11,0.49,0.45,0.19,0.03,0.09,0.13,0.42,0.3,0.57,0.13,0.45
12/31/1962,3.13,0.47,0.52,0.41,1.8,2.51,0.71,1.18,0.95,3.5,1.05,0.44,0.2,0.22,0.22,0.69,0.32,0.34,0.08,0.48
