,11317000,11318500,11315000,MKM,EBMUD_11319500,11319500,11313500,SS_HIST_EVAP,11315600,11315400,PGE_OLD_RES,11315900,11314500,11314000,11315030,LB_HIST_EVAP,11315000,NOTE: I have put the output of the excel sheet into 11315000 because I haven't matched the excel errors in python.
2/28/1983,21.83166942,28.85712397,1.743867769,135.0277851,135.0277851,,57.525,0.112,11.133,-901,6.963,-901,14.06201653,28.14624793,-901,0.068,1.74,
3/31/1983,40.18214876,50.73342149,3.375669421,247.5330331,247.5330331,,58.695,0.18,13.937,-901,6.963,-901,15.93758678,30.82373554,-901,0.102,3.38,
4/30/1983,19.55305785,24.18842975,3.498842975,137.0922066,137.0922066,,55.797,0.29,13.156,-901,6.963,-901,15.76859504,27.90743802,-901,0.169,3.5,
5/31/1983,22.89798347,26.05844628,22.89798347,315.4256777,315.4256777,,121.914,0.512,46.85,-901,10.956,-901,64.80793388,20.42618182,-901,0.377,22.9,
6/30/1983,10.76429752,9.699173554,33.57818182,400.9292975,400.9292975,,138.792,0.602,50.69,-901,17.665,-901,194.4,32.63801653,-901,0.471,33.58,
7/31/1983,4.187305785,3.867570248,16.15894215,223.0300496,223.0300496,,141.376,0.865,51.727,-901,26.318,-901,112.522314,33.19100826,-901,0.665,16.16,
8/31/1983,2.354975207,2.035239669,1.549487603,41.40565289,41.40565289,,123.633,0.84,44.116,-901,21.555,-901,24.96396694,30.62697521,-901,0.65,1.55,
9/30/1983,1.77322314,1.880330579,0.928264463,23.8623719,23.8623719,,104.33,0.569,36.886,-901,13.299,-901,14.97719008,31.62644628,-901,0.432,0.93,
10/31/1983,1.67246281,1.635570248,0.860826446,16.67431405,16.67431405,,83.669,0.353,24.303,-901,6.482,-901,15.52561983,31.08813223,-901,0.258,0.86,
11/30/1983,11.56165289,11.74016529,10.65719008,161.6340248,161.6340248,,113.026,0.225,36.822,-901,9.619,-901,15.59008264,31.72760331,-901,0.161,10.66,
12/31/1983,22.86109091,26.0092562,8.091768595,194.1799256,194.1799256,,118.416,0.15,45.79,-901,9.619,-901,20.74591736,33.06803306,-901,0.112,8.09,
1/31/1984,10.46519008,10.21309091,3.947504132,90.96201653,90.96201653,,100.969,0.147,39.538,-901,9.619,-901,19.33785124,33.5107438,-901,0.104,3.95,
2/29/1984,7.379900826,7.535206612,2.277818182,63.11300826,63.11300826,,81.072,0.134,34.003,-901,9.619,-901,15.96198347,31.31424793,-901,0.108,2.28,
3/31/1984,8.952595041,9.512132231,4.83907438,90.20317355,90.20317355,,72.539,0.202,35.62,-901,9.619,-901,15.18128926,33.33242975,-901,0.171,4.84,
4/30/1984,5.932561983,5.896859504,6.533553719,94.69052066,94.69052066,,80.239,0.323,41.798,-901,9.699,-901,16.39933884,30.4661157,-901,0.287,6.53,
5/31/1984,3.855272727,3.879867769,17.58545455,228.5818678,228.5818678,,139.842,0.56,51.504,-901,22.559,-901,79.81090909,18.00971901,-901,0.462,17.59,
6/30/1984,2.207603306,2.273057851,7.491570248,109.7010331,109.7010331,,141.088,0.622,49.735,-901,21.872,-901,54.55338843,32.5368595,-901,0.48,7.49,
7/31/1984,1.205157025,1.186710744,0.36277686,22.7847438,22.7847438,,115.753,0.832,40.994,-901,18.4,-901,17.69613223,33.81203306,-901,0.631,0.36,
8/31/1984,0.854677686,0.621024793,0.02514843,4.925123967,4.925123967,,86.846,0.753,28.032,-901,13.73,-901,12.648,33.89196694,-901,0.558,0.03,
9/30/1984,0.839008264,0.360595041,0.012198347,2.735619835,2.735619835,,72.104,0.49,15.267,-901,7.782,-901,1.017520661,32.51900826,-901,0.32,0.01,
10/31/1984,1.008396694,1.149818182,0.444555372,8.902438017,8.902438017,,53.234,0.3,7.814,-901,3.525,-901,1.063735537,33.84277686,-901,0.153,0.44,
11/30/1984,4.081983471,2.850247934,2.564628099,34.78127273,34.78127273,,41.22,0.163,10.337,-901,1.275,-901,0.474842975,32.04297521,-901,0.086,2.56,
12/31/1984,2.207404959,2.213553719,1.168264463,20.93127273,20.93127273,,22.112,0.083,7.189,-901,1.165,-901,0.391676033,32.77289256,-901,0.05,1.17,
1/31/1985,2.133619835,1.813884298,1.235900826,19.41208264,19.41208264,,16.439,0.067,7.335,-901,1.357,-901,0.397209917,15.33500826,-901,0.038,1.24,
2/28/1985,2.599140496,3.19338843,1.67722314,27.98226446,27.98226446,,10.704,0.058,5.542,-901,1.412,-901,0.398201653,20.2488595,-901,0.036,1.68,
3/31/1985,4.666909091,5.238743802,2.170512397,46.47867769,46.47867769,,5.819,0.072,5.264,-901,1.737,-901,0.43717686,27.34353719,-901,0.058,2.17,
4/30/1985,6.331239669,6.747768595,11.0677686,138.4077603,138.4077603,,58.369,0.222,22.779,-901,7.5,-901,4.070082645,24.18247934,-901,0.177,11.07,
5/31/1985,2.545586777,2.477950413,9.874909091,141.6599669,141.6599669,,130.142,0.524,46.496,-901,19.872,-901,1.020694215,16.73692562,-901,0.4,9.87,
6/30/1985,1.172231405,0.910413223,1.60661157,34.32223967,34.32223967,,131.35,0.602,47.421,-901,20.365,-901,1.23768595,24.48,-901,0.46,1.61,
7/31/1985,0.435947107,0.277923967,0.059827438,4.12292562,4.12292562,,114.606,0.818,44.047,-901,11.876,-901,1.131371901,28.49335537,-901,0.632,0.06,
8/31/1985,0.373229752,0.310512397,0.016109752,2.171876033,2.171876033,,93.187,0.76,35.307,-901,8.31,-901,2.201256198,31.00819835,-901,0.594,0.02,
9/30/1985,0.51768595,0.411173554,0.133884298,4.870099174,4.870099174,,76.053,0.501,26.305,-901,4.383,-901,2.183801653,29.28198347,-901,0.38,0.13,
10/31/1985,1.340429752,0.621024793,0.295140496,6.000429752,6.000429752,,60.212,0.31,13.278,-901,1.606,-901,2.207404959,32.92661157,-901,0.21,0.3,
11/30/1985,1.166280992,1.62446281,0.540892562,14.13675207,14.13675207,,37.11,0.17,10.538,-901,1.714,-901,1.362644628,31.56099174,-901,0.09,0.54,
12/31/1985,2.145917355,2.853024793,2.059834711,29.27658678,29.27658678,,28.017,0.085,9.316,-901,1.414,-901,1.438809917,26.29824793,-901,0.054,2.06,
1/31/1986,4.697652893,6.51768595,4.888264463,70.82695041,70.82695041,,35.835,0.081,15.355,-901,5.379,-901,2.98214876,24.53970248,-901,0.059,4.89,
2/28/1986,42.66366942,53.28238017,10.52985124,340.2170661,340.2170661,,84.98,0.11,37.461,-901,7.777,-901,10.12998347,20.67649587,-901,0.091,10.53,
3/31/1986,24.35523967,26.83933884,13.01077686,237.5432975,237.5432975,,120.205,0.23,46.921,-901,7.777,-901,41.19669421,13.37355372,-901,0.185,13.01,
4/30/1986,8.479338843,8.759008264,10.6214876,142.9141488,142.9141488,,137.08,0.41,47.135,-901,7.777,-901,64.08595041,3.308429752,-901,0.31,10.62,
5/31/1986,4.734545455,4.396363636,17.68383471,207.4385124,207.4385124,,137.08,0.62,49.371,-901,17.794,-901,110.985124,33.43080992,-901,0.47,17.68,
6/30/1986,2.641983471,1.969586777,10.3477686,147.8856777,147.8856777,,141.088,0.62,50.028,-901,26.629,-901,76.64132231,33.41157025,-901,0.48,10.35,
7/31/1986,1.260495868,0.940760331,0.493130579,24.11587603,24.11587603,,127.926,0.85,43.018,-901,23.577,-901,5.988892562,31.85672727,-901,0.64,0.49,
8/31/1986,1.026842975,0.372,0.02410314,6.386487603,6.386487603,,109.202,0.8,37.333,-901,14.317,-901,2.059834711,32.96965289,-901,0.6,0.02,
9/30/1986,1.23768595,0.678347107,0.045044628,5.72161157,5.72161157,,95.777,0.55,24.356,-901,8.295,-901,1.981487603,31.31107438,-901,0.38,0.05,
10/31/1986,1.48185124,0.707107438,0.191226446,7.982429752,7.982429752,,81.072,0.345,12.442,-901,4.399,-901,2.084429752,31.31563636,-901,0.205,0.19,
11/30/1986,0.874710744,0.571239669,0.024575207,4.005809917,4.005809917,,55.103,0.19,7.068,-901,1.672,-901,1.267438017,31.78115702,-901,0.09,0.02,
12/31/1986,0.707107438,0.700958678,0.035478347,4.792900826,4.792900826,,26.801,0.09,7.045,-901,1.386,-901,1.389619835,27.04224793,-901,0.04,0.04,
1/31/1987,0.92231405,1.002247934,0.182003306,7.864966942,7.864966942,,12.227,0.07,3.708,-901,1.386,-901,1.285090909,18.05890909,-901,0.035,0.18,
2/28/1987,1.916033058,1.660561983,1.060760331,18.55961983,18.55961983,,9.852,0.05,6.36,-901,1.646,-901,1.082975207,6.281256198,-901,0.03,1.06,
3/31/1987,3.701553719,3.756892562,2.096727273,37.92101653,37.92101653,,13.735,0.08,13.646,-901,2.927,-901,1.229752066,6.493090909,-901,0.09,2.1,
4/30/1987,1.802975207,1.779173554,8.937520661,84.99714876,84.99714876,,54.977,0.23,29.808,-901,7.637,-901,1.392396694,10.77619835,-901,0.22,8.94,
5/31/1987,0.983801653,0.965355372,5.718347107,79.67026446,79.67026446,,90.151,0.47,46.212,-901,16.99,-901,1.684760331,9.967140496,-901,0.42,5.72,
6/30/1987,0.600991736,0.481983471,0.482578512,11.13696694,11.13696694,,81.604,0.51,43.223,-901,16.559,-901,1.416198347,18.57719008,-901,0.45,0.48,
7/31/1987,0.670214876,0.241646281,0.032096529,3.450016529,3.450016529,,61.684,0.65,35.244,-901,13.5,-901,1.414214876,29.62472727,-901,0.59,0.03,
8/31/1987,0.249024793,0.126664463,0.005349421,1.456661157,1.456661157,,42.359,0.57,29.23,-901,6.879,-901,1.426512397,29.73540496,-901,0.54,0.01,
9/30/1987,0.20231405,0.128528926,0.005295868,1.438066116,1.438066116,,28.154,0.34,16.887,-901,5.574,-901,1.398347107,26.04495868,-901,0.33,0.01,
10/31/1987,0.26193719,0.215821488,0.011129256,1.915041322,1.915041322,,23.935,0.2,10.337,-901,2.778,-901,1.432661157,12.31596694,-901,0.17,0.01,
11/30/1987,0.452826446,0.29692562,0.156495868,5.551396694,5.551396694,,19.862,0.11,7.045,-901,1.691,-901,1.487603306,9.818181818,-901,0.09,0.16,
12/31/1987,0.774743802,0.506657851,0.823933884,10.31241322,10.31241322,,14.29,0.06,4.621,-901,1.683,-901,1.635570248,12.6172562,-901,0.04,0.82,
1/31/1988,1.426512397,1.383471074,1.10677686,17.57390083,17.57390083,,9.534,0.05,4.199,-901,2.208,0.201064463,1.746247934,13.0046281,0.221970248,0.03,1.11,
2/29/1988,0.960595041,0.632727273,1.972958678,19.18800826,19.18800826,,11.48,0.05,6.403,-901,2.283,0.180614876,1.524297521,8.760396694,-901,0.03,1.97,
3/31/1988,1.721652893,1.223603306,3.959801653,41.05066116,41.05066116,,21.789,0.1,15.179,-901,6.507,0.221970248,1.580231405,7.931900826,0.221970248,0.09,3.96,
4/30/1988,1.166280992,1.190082645,5.635041322,65.97842149,65.97842149,,46.271,0.23,31.337,-901,12.062,0.194578512,1.499504132,10.81785124,0.208859504,0.23,5.64,
5/31/1988,1.051438017,1.008396694,4.525487603,67.39280165,67.39280165,,72.974,0.43,43.492,-901,16.242,0.155563636,1.561785124,15.86995041,0.22627438,0.42,4.53,
6/30/1988,0.46353719,0.504,1.142479339,21.98749587,21.98749587,,71.743,0.47,38.041,-901,16.471,0.174942149,1.463801653,24.2538843,0.214214876,0.43,1.14,
7/31/1988,0.400899174,0.14265124,0.054170579,1.952694215,1.952694215,,56.689,0.62,30.099,-901,11.321,0.166016529,1.488,27.44806612,0.067636364,0.55,0.05,
8/31/1988,0.37507438,0.055646281,0.008915702,0,-1.700066116,,45.416,0.56,18.791,-901,6.914,0.164171901,1.500297521,23.88793388,0.010760331,0.48,0.01,
9/30/1988,0.250512397,0.032608264,0.004046281,0,-0.506206612,,33.104,0.36,10.538,-901,5.243,0.167801653,1.463801653,20.21355372,0.005890909,0.27,0,
10/31/1988,0.249024793,0.101454545,0.003320331,0.125107438,0.125107438,,26.979,0.22,3.865,-901,3.557,0.160482645,1.580231405,12.2606281,0.006763636,0.12,0,
11/30/1988,0.530181818,0.500429752,0.395107438,8.377867769,8.377867769,,20.912,0.12,4.545,-901,3.866,0.180297521,1.547107438,6.003966942,-901,0.04,0.4,
12/31/1988,0.494975207,0.524489256,0.670214876,9.169247934,9.169247934,,15.446,0.06,6.903,-901,2.367,0.170320661,1.574082645,9.358413223,-901,0.04,0.67,
1/31/1989,0.657917355,0.419960331,0.946909091,10.16931405,10.16931405,,10.959,0.06,7.712,-901,2.162,0.204753719,1.592528926,8.350016529,-901,0.05,0.95,
2/28/1989,0.855272727,1.155173554,1.593917355,24.07098347,24.07098347,,14.422,0.05,8.076,-901,7.233,0.221038017,1.410644628,7.242049587,-901,0.05,1.59,
3/31/1989,8.688198347,10.0286281,10.55742149,141.9701653,141.9701653,,67.186,0.15,34.932,-901,8.346,0.332033058,1.592528926,10.29917355,-901,0.14,10.56,
4/30/1989,4.33785124,3.760661157,13.38247934,157.3820826,157.3820826,,124.45,0.36,50.838,-901,10.37,0.339173554,15.61983471,27.8122314,-901,0.3,13.38,
5/31/1989,1.66631405,1.155966942,10.17619835,131.5817025,131.5817025,,139.46,0.61,51.572,-901,18.419,0.344330579,51.01626446,32.42856198,-901,0.48,10.18,
6/30/1989,0.636694215,0.503404959,3.534545455,67.65233884,67.65233884,,136.891,0.62,46.071,-901,22.343,0.33322314,34.22082645,27.68727273,-901,0.47,3.53,
7/31/1989,0.493745455,0.182003306,0.096535537,5.80685124,5.80685124,,121.914,0.83,35.746,-901,16.586,0.307438017,2.428760331,31.61077686,0.094690909,0.6,0.1,
8/31/1989,0.349249587,0.056814545,0.015248926,1.664818182,1.664818182,,105.347,0.79,25.812,-901,11.199,0.288991736,2.533289256,29.24965289,0.018938182,0.53,0.02,
9/30/1989,0.462347107,0.279669421,0.090446281,5.486471074,5.486471074,,89.834,0.53,16.067,-901,7.348,0.279669421,2.439669421,28.42512397,-901,0.32,0.09,
10/31/1989,0.768595041,0.92231405,0.873123967,12.03363636,12.03363636,,82.979,0.34,13.481,-901,4.166,0.338181818,2.625520661,17.11814876,-901,0.18,0.87,
11/30/1989,0.821157025,0.72,0.791404959,15.94559504,15.94559504,,67.116,0.2,9.91,-901,2.347,0.174347107,1.64231405,30.0614876,-901,0.1,0.79,
12/31/1989,0.56568595,0.386142149,0.910016529,11.97692562,11.97692562,,44.627,0.11,7.213,-901,3.768,0.188152066,1.604826446,31.17421488,0.220740496,0.05,0.91,
1/31/1990,1.039140496,1.346578512,1.371173554,17.31972727,17.31972727,,28.888,0.09,8.023,-901,2.57,0.206598347,1.48185124,25.90472727,0.225044628,0.05,1.37,
2/28/1990,1.294016529,2.016,1.216264463,15.8927686,15.8927686,,21.789,0.07,8.102,-901,2.577,0.193824793,1.332892562,14.86175207,-901,0.05,1.22,
3/31/1990,4.175008264,4.630016529,3.886016529,57.46253719,57.46253719,,31.657,0.12,16.658,-901,8.104,0.241646281,1.475702479,12.83861157,-901,0.1,3.89,
4/30/1990,2.909752066,2.195702479,8.062809917,96.52122314,96.52122314,,77.687,0.28,42.203,-901,8.093,0.255272727,1.499504132,10.03239669,-901,0.26,8.06,
5/31/1990,1.635570248,1.069884298,4.623867769,72.50250413,72.50250413,,99.225,0.51,50.985,-901,15.892,0.301289256,2.391867769,24.59504132,0.218895868,0.46,4.62,
6/30/1990,1.231735537,0.868760331,2.058842975,33.31963636,33.31963636,,104.923,0.54,42.882,-901,15.942,0.279669421,2.302809917,27.30644628,-901,0.46,2.06,
7/31/1990,0.535557025,0.213361983,0.098380165,4.094892562,4.094892562,,89.439,0.74,34.373,-901,9.349,0.308667769,2.311933884,30.14122314,0.112522314,0.59,0.1,
8/31/1990,0.454393388,0.08362314,0.017892893,1.284991736,1.284991736,,73.921,0.69,24.09,-901,5.531,0.293295868,2.551735537,27.05454545,0.025455868,0.52,0.02,
9/30/1990,0.246347107,0.070214876,0.006069421,0,-1.008958678,,54.539,0.45,14.402,-901,3.927,0.279669421,2.463471074,27.57421488,0.011186777,0.32,0.01,
10/31/1990,0.307438017,0.113752066,0.011190744,0,-0.121603306,,26.845,0.25,10.37,-901,2.687,0.282842975,2.496396694,30.06743802,0.011190744,0.16,0.01,
11/30/1990,0.336198347,0.191008264,0.016066116,0.620942149,0.620942149,,19.214,0.12,10.203,-901,1.602,0.180297521,1.463801653,6.759669421,0.022909091,0.09,0.02,
12/31/1990,0.338796694,0.174009917,0.020721322,2.624289256,2.624289256,,11.045,0.06,8.344,-901,1.83,0.179543802,1.383471074,10.02247934,0.027239008,0.06,0.02,
1/31/1991,0.293910744,0.113752066,0.041073719,2.870438017,2.870438017,,8.637,0.05,8.076,-901,2.406,0.18446281,1.377322314,1.543338843,0.047038017,0.05,0.04,
2/28/1991,0.316561983,0.140509091,0.306565289,2.479677686,2.479677686,,7.188,0.04,4.405,-901,1.733,0.22214876,1.349553719,4.820628099,0.174942149,0.04,0.31,
3/31/1991,2.016793388,4.08892562,2.693157025,41.73452066,41.73452066,,18.096,0.09,7.945,-901,5.974,0.245950413,1.321983471,3.695404959,-901,0.06,2.69,
4/30/1991,3.6,3.78446281,5.135206612,64.94806612,64.94806612,,38.563,0.21,23.984,-901,7.587,0.238016529,1.434049587,6.378842975,-901,0.19,5.14,
5/31/1991,3.437157025,2.994446281,11.38750413,132.2782975,132.2782975,,105.772,0.47,52.025,-901,12.866,0.301289256,1.537190083,9.432198347,-901,0.42,11.39,
6/30/1991,1.42214876,0.92231405,5.730247934,79.68944628,79.68944628,,138.03,0.58,48.789,-901,18.317,0.273719008,10.33586777,22.37950413,-901,0.48,5.73,
7/31/1991,0.58597686,0.219510744,0.357857851,8.779338843,8.779338843,,125.452,0.84,40.528,-901,12.375,0.300059504,2.299636364,27.93996694,0.168476033,0.63,0.36,
8/31/1991,0.260092562,0.126049587,0.026070744,1.097644628,1.097644628,,110.847,0.8,28.828,-901,8.563,0.301289256,2.428760331,27.52185124,0.03695405,0.56,0.03,
9/30/1991,0.226115702,0.051947107,0.009044628,0,-0.851256198,,93.993,0.54,16.521,-901,6.196,0.279669421,2.314710744,28.24661157,0.013269421,0.33,0.01,
10/31/1991,0.290221488,0.234882645,0.221970248,3.776818182,3.776818182,,73.265,0.34,9.719,-901,3.67,0.295140496,2.496396694,29.50790083,0.046115702,0.16,0.22,
11/30/1991,0.252892562,0.203504132,1.041322314,7.256264463,7.256264463,,46.96,0.18,10.37,-901,2.206,0.178512397,1.451900826,31.26942149,0.213024793,0.09,1.04,
12/31/1991,0.417500826,0.471609917,0.536786777,7.720206612,7.720206612,,23.015,0.09,8.023,-901,4.661,0.172780165,1.488,28.08138843,0.21705124,0.06,0.54,
1/31/1992,0.292066116,0.477758678,0.694809917,8.284057851,8.284057851,,9.746,0.06,7.866,-901,2.917,0.165401653,1.524892562,19.51001653,0.221970248,0.04,0.69,
2/29/1992,2.318082645,3.710082645,2.565421488,35.49904132,35.49904132,,14.755,0.05,6.581,-901,5.315,0.16968595,1.380495868,13.25276033,-901,0.04,2.57,
3/31/1992,4.138115702,4.796033058,3.676958678,51.28092562,51.28092562,,22.725,0.11,9.942,-901,5.224,0.185077686,1.451107438,17.75147107,-901,0.06,3.68,
4/30/1992,2.71338843,2.475371901,9.532561983,105.641686,105.641686,,74.287,0.27,30.509,-901,13.662,0.161256198,1.434049587,8.562644628,-901,0.21,9.53,
5/31/1992,1.205157025,0.670214876,3.621619835,53.74669421,53.74669421,,93.993,0.5,42.067,-901,13.488,0.164786777,1.592528926,16.7861157,-901,0.41,3.62,
6/30/1992,0.636694215,0.267173554,0.31061157,8.337652893,8.337652893,,87.785,0.52,40.462,-901,10.017,0.238016529,1.588760331,15.23900826,0.191008264,0.43,0.31,
7/31/1992,0.352323967,0.312971901,0.885421488,8.337768595,8.337768595,,73.848,0.69,32.535,-901,8.042,0.191841322,1.592528926,28.89917355,0.191841322,0.57,0.89,
8/31/1992,0.207213223,0.060749752,0.024902479,0,-0.044950413,,56.179,0.63,21.291,-901,5.614,0.209057851,1.617123967,29.00370248,0.033510744,0.49,0.02,
9/30/1992,0.119603306,0.03397686,0.02058843,0,-0.548966942,,43.679,0.4,13.4,-901,4.429,0.196363636,1.582809917,19.92793388,0.026538843,0.28,0.02,
10/31/1992,0.296370248,0.201064463,0.08362314,2.29822314,2.29822314,,30.33,0.24,9.687,-901,3.359,0.196760331,1.629421488,18.10195041,0.027546446,0.15,0.08,
11/30/1992,0.311206612,0.27907438,0.372495868,3.772008264,3.772008264,,20.952,0.12,8.93,-901,1.718,0.168991736,1.553057851,12.96,0.177322314,0.07,0.37,
12/31/1992,0.725553719,2.035239669,0.657917355,15.6017438,15.6017438,,11.218,0.06,8.55,-901,2.736,0.202909091,1.641719008,14.28971901,0.199219835,0.04,0.66,
1/31/1993,9.782677686,13.92694215,4.396363636,88.93980165,88.93980165,,17.912,0.06,10.072,-901,7.348,0.215206612,1.764694215,15.3288595,-901,0.04,4.4,
2/28/1993,8.17507438,11.90161983,1.488396694,62.83147934,62.83147934,,12.97,0.06,6.695,-901,4.588,0.202710744,2.588033058,27.1132562,0.193824793,0.04,1.49,
3/31/1993,14.92304132,20.32780165,7.138710744,154.1318264,154.1318264,,33.056,0.12,16.612,-901,7.844,0.245950413,3.474049587,32.72370248,-901,0.09,7.14,
4/30/1993,9.752727273,13.90016529,10.20495868,151.8386612,151.8386612,,61.617,0.27,34.746,-901,8.481,0.29692562,11.0261157,30.66247934,-901,0.24,10.2,
5/31/1993,6.400859504,5.527735537,24.57044628,275.6125207,275.6125207,,135.001,0.53,51.579,-901,15.807,0.356628099,70.6492562,28.31504132,-901,0.44,24.57,
6/30/1993,3.855867769,2.802644628,13.75140496,190.7507521,190.7507521,,139.842,0.62,51.579,-901,22.916,0.321322314,101.3950413,27.19338843,-901,0.48,13.75,
7/31/1993,1.162115702,1.014545455,1.949157025,45.99059504,45.99059504,,136.322,0.86,44.88,-901,23.921,0.301289256,24.65652893,22.13553719,-901,0.64,1.95,
8/31/1993,0.762446281,0.450704132,0.078089256,6.626727273,6.626727273,,105.177,0.81,36.25,-901,14.683,0.298214876,19.74981818,31.97355372,0.078704132,0.6,0.08,
9/30/1993,0.461157025,0.255867769,0.014578512,2.630413223,2.630413223,,84.131,0.53,27.976,-901,10.317,0.285619835,14.37024793,18.54743802,0.016363636,0.38,0.01,
10/31/1993,0.621024793,0.45562314,0.015371901,4.545404959,4.545404959,,62.021,0.32,18.292,-901,5.521,0.295140496,13.0968595,23.808,0.028899174,0.22,0.02,
11/30/1993,0.586710744,0.498049587,0.017256198,4.026966942,4.026966942,,43.513,0.17,11.98,-901,1.982,0.178512397,1.695867769,26.79471074,0.030287603,0.11,0.02,
12/31/1993,0.614876033,0.873123967,0.274234711,6.212950413,6.212950413,,21.628,0.08,7.165,-901,2.369,0.167861157,1.537190083,27.57104132,0.161712397,0.04,0.27,
1/31/1994,0.719404959,0.965355372,0.552773554,8.338280992,8.338280992,,7.978,0.06,7.635,-901,2.968,0.165401653,1.488,15.31656198,0.21397686,0.04,0.55,
2/28/1994,1.427305785,2.038214876,0.799735537,14.39128926,14.39128926,,7.694,0.04,5.157,-901,3.794,0.156614876,1.260694215,6.486743802,0.197712397,0.04,0.8,
3/31/1994,2.059834711,2.514842975,3.89831405,42.5335124,42.5335124,,22.643,0.1,9.593,-901,7.947,0.186922314,1.383471074,4.857520661,-901,0.06,3.9,
4/30/1994,1.648264463,1.832727273,6.420495868,74.75879339,74.75879339,,61.462,0.25,26.635,-901,8.708,0.165421488,1.344793388,5.510082645,-901,0.19,6.42,
5/31/1994,1.647867769,1.770842975,6.671404959,91.78541322,91.78541322,,109.72,0.5,45.719,-901,9.946,0.197990083,1.401917355,11.16614876,-901,0.41,6.67,
6/30/1994,0.595041322,0.432595041,0.910413223,26.219,26.219,,103.907,0.55,42.813,-901,14.449,0.202909091,1.338842975,25.61057851,0.206479339,0.44,0.91,
7/31/1994,0.247180165,0.140806612,0.027116033,0.82807438,0.82807438,,84.44,0.73,39.603,-901,12.567,0.215206612,1.377322314,23.5128595,0.054109091,0.6,0.03,
8/31/1994,0.309282645,0.082393388,0.00565686,0,-0.067892562,,69.591,0.67,29.46,-901,9.736,0.264396694,1.334280992,25.96006612,0.009469091,0.54,0.01,
9/30/1994,0.276099174,0.072595041,0.007795041,0,-0.565561983,,48.006,0.43,20.387,-901,5.73,0.15768595,1.23768595,32.20958678,0.005652893,0.33,0.01,
10/31/1994,0.253328926,0.275464463,0.020290909,1.062198347,1.062198347,,29.072,0.24,9.166,-901,3.117,0.161712397,1.278942149,31.83213223,0.017892893,0.16,0.02,
11/30/1994,0.827107438,0.779504132,1.05322314,13.69269421,13.69269421,,28.154,0.13,10.203,-901,2.026,0.176727273,1.25553719,8.366280992,-901,0.07,1.05,
12/31/1994,0.92846281,1.451107438,1.192859504,17.59919008,17.59919008,,15.058,0.07,6.764,-901,3.123,0.172165289,1.321983471,24.85943802,0.21705124,0.04,1.19,
1/31/1995,14.9107438,22.55365289,3.781487603,131.4029835,131.4029835,,30.142,0.07,9.782,-901,6.354,0.209057851,1.414214876,24.36753719,-901,0.04,3.78,
2/28/1995,6.986578512,7.358677686,3.732099174,74.97910744,74.97910744,,30.896,0.08,11.097,-901,5.723,0.183828099,3.987570248,30.13447934,-901,0.05,3.73,
3/31/1995,30.09818182,39.48119008,8.276231405,245.2565041,245.2565041,,61.28,0.16,19.646,-901,7.798,0.252099174,19.0488595,23.96786777,-901,0.11,8.28,
4/30/1995,18.26181818,21.48099174,10.9785124,199.2458512,199.2458512,,84.983,0.32,29.519,-901,8.596,0.238016529,19.85652893,26.19371901,-901,0.22,10.98,
5/31/1995,22.11094215,28.37652893,22.52905785,329.546157,329.546157,,133.029,0.56,50.469,-901,17.594,0.295140496,75.01487603,24.76720661,-901,0.42,22.53,
6/30/1995,6.247933884,6.908429752,26.12231405,312.9409504,312.9409504,,135.095,0.61,51.223,-901,23.811,0.285619835,186.307438,22.90909091,-901,0.48,26.12,
7/31/1995,1.727801653,2.773090909,12.13765289,193.1579174,193.1579174,,141.376,0.86,50.924,-901,26.577,0.295140496,116.0271074,27.09758678,-901,0.66,12.14,
8/31/1995,1.186710744,1.432661157,0.694809917,29.06056198,29.06056198,,126.274,0.85,43.428,-901,25.718,0.344330579,13.27517355,30.77454545,0.179543802,0.64,0.69,
9/30/1995,0.755702479,0.856859504,0.027550413,4.348801653,4.348801653,,100.22,0.57,35.307,-901,15.9,0.309421488,18.32727273,25.59867769,0.028145455,0.42,0.03,
10/31/1995,0.719404959,0.75014876,0.010329917,3.307090909,3.307090909,,70.091,0.34,26.25,-901,7.039,0.295140496,19.66373554,27.9461157,0.012236033,0.26,0.01,
11/30/1995,0.797355372,0.72,0.007676033,3.308991736,3.308991736,,51.399,0.18,16.475,-901,4.487,0.199933884,1.844628099,30.6922314,0.010056198,0.13,0.01,
12/31/1995,1.838479339,1.949157025,1.924561983,28.59205785,28.59205785,,41.166,0.1,14.918,-901,8.099,0.344330579,2.846876033,22.31385124,-901,0.07,1.92,
1/31/1996,5.121917355,5.970446281,2.04753719,50.70506612,50.70506612,,45.985,0.1,17.677,-901,6.442,0.350479339,1.592528926,15.51332231,-901,0.07,2.05,
2/29/1996,14.38591736,19.16013223,9.186049587,163.9703058,163.9703058,,78.584,0.11,30.158,-901,10.909,0.327867769,6.154710744,23.50869421,-901,0.08,9.19,
3/31/1996,13.98842975,16.55861157,4.962049587,133.4729421,133.4729421,,78.659,0.21,33.267,-901,10.901,0.332033058,18.38479339,30.54704132,-901,0.16,4.96,
4/30/1996,10.90710744,12.18644628,10.62743802,159.885719,159.885719,,105.858,0.35,44.81,-901,12.356,0.321322314,17.90479339,30.91834711,-901,0.28,10.63,
5/31/1996,7.163305785,6.917355372,20.13104132,274.5142562,274.5142562,,135.095,0.58,51.519,-901,21.848,0.332033058,110.0628099,30.03054545,-901,0.46,20.13,
