,11427400,11427500,11427700,11427750,11427200,AMF,11427760,11439501,11434900,11428000,11427940,11428400,11428300,11428600,11433060,11433080,11428700,11428800,11429500,11429340,11429350,11430000,11429300,11429600,11433040,EDN,11432000,11433100,11433260,11433300,11433500,11435100,11437000,11436999,11437500,11436950,11436000,11435900,11426190,11426170,11427000,11426500,YB236,11440000,11440500,11441000,11441002,11441001,11440900,11441500,11441100,11442000,11443460,11444500,11443500,El Dorado,11443501,11434500,11444201,11444280,11446000,11446500,11425416,NAT,PCWA Pump Station,EID Diversions,Folsom Diversions,Folsom South Canal,Folsom,YB90,YB91,Folsom Fair Oaks,11443450,Folsom_evap,NAT_evap,11433930
5/31/1924,-901,-901,-901,-901,-901,104.5,-901,23.92482645,3.91,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,7.3,-901,-901,-901,-901,-901,0.7,-901,-901,-901,45.39629752,-901,0.061487603,-901,-901,7.864,3.480198347,5.592,1,3,-901,16.45408264,0.061487603,0.311127273,0.029145124,-901,-901,-901,-901,-901,-901,17.21038017,-901,-901,35.14710744,1.353,41.80542149,0,-901,-901,-901,91.49355372,3.1,-901,0,0,5.000000187,0,0,3.1,-901,0.137671223,-901,0,0,0
6/30/1924,-901,-901,-901,-901,-901,26.3,-901,5.932561983,2.09,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,8,-901,-901,-901,-901,-901,1.2,-901,-901,-901,6.396694215,-901,0.600991736,-901,-901,7.923,0.304066116,5.112,1,1.8,-901,1.904132231,0.178512397,0.032905785,0.013269421,-901,-901,-901,-901,-901,-901,2.921652893,-901,-901,0.823140496,2.38,5.795702479,0.35107438,-901,-901,-901,12.31735537,3.9,-901,0,0,5.00000005,0,0,3.9,-901,0.165528122,-901,0,0,0
7/31/1924,-901,-901,-901,-901,-901,3.5,-901,4.943603306,0,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,6.7,-901,-901,-901,-901,-901,1.6,-901,-901,-901,2.656264463,-901,0.012297521,-901,-901,7.769,1.764694215,2.78,2,0.4,-901,1.358876033,0.18446281,0.011498182,0.006517686,-901,-901,-901,-901,-901,-901,1.082181818,-901,-901,0.536727273,2.46,3.123570248,0.140191736,-901,-901,-901,1.660165289,4.8,-901,0,0,5.000000187,0,0,4.8,-901,0.212212482,-901,0,0,0
8/31/1924,-901,-901,-901,-901,-901,0.8,-901,4.789884298,0,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,5.3,-901,-901,-901,-901,-901,1.6,-901,-901,-901,1.844628099,-901,2.471801653,-901,-901,5.393,1.543338843,0.92,1,0,-901,1.346578512,0.18446281,0.006763636,0.009530579,-901,-901,-901,-901,-901,-901,0.762446281,-901,-901,0.720991736,2.404,3.105123967,0.34248595,-901,-901,-901,0.983801653,3.3,-901,0,0,5.000000187,0,0,3.3,-901,0.190252915,-901,0,0,0
9/30/1924,-901,-901,-901,-901,-901,2.3,-901,3.302479339,0,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,3.8,-901,-901,-901,-901,-901,1.5,-901,-901,-901,1.511404959,-901,2.909752066,-901,-901,2.764,0.070214876,0.125,1,0,-901,1.445950413,0.178512397,0.007557025,0.013507438,-901,-901,-901,-901,-901,-901,0.761652893,-901,-901,0.733884298,0.797,3.183471074,0.000595041,-901,-901,-901,1.428099174,1.2,-901,0,0,5.00000005,0,0,1.2,-901,0.155135312,-901,0,0,0
10/31/1924,-901,-901,-901,-901,-901,13.3,-901,3.16046281,0,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,3.8,-901,-901,-901,-901,-901,0.8,-901,-901,-901,7.495338843,-901,1.733950413,-901,-901,1.468,0.034494545,0.75,1,0,-901,3.769190083,0.061487603,0.042426446,0.037077025,0.762446281,-901,-901,-901,0.221355372,-901,2.502545455,-901,-901,2.545785124,0.277,5.724495868,0,-901,-901,-901,14.38809917,0.9,-901,0,0,5.000000187,0,0,0.9,-901,0.436844219,-901,0,0,0
11/30/1924,-901,-901,-901,-901,-901,57.3,-901,6.515702479,0,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,3.8,-901,-901,-901,-901,-901,0.4,-901,-901,-901,21.21322314,-901,1.017520661,-901,-901,0.968,0.362380165,1.055,0,0,-901,12.4661157,0.059504132,0.439140496,0.125553719,4.32,-901,-901,-901,1.368595041,-901,8.407933884,-901,-901,13.34082645,0.095,16.80991736,0,-901,-901,-901,57.4214876,7,-901,0,0,5.00000005,0,0,7,-901,0.344363169,-901,0,0,0
12/31/1924,-901,-901,-901,-901,-901,85.9,-901,6.862016529,0,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,3.8,-901,-901,-901,-901,-901,0.3,-901,-901,-901,38.57117355,-901,0.454393388,-901,-901,0.733,0.946909091,0.942,0,0,-901,21.34234711,0.061487603,0.817785124,0.354783471,5.515438017,-901,-901,-901,1.844628099,-901,12.9431405,-901,-901,20.54876033,0.178,25.11768595,0,-901,-901,-901,98.87206612,18.4,-901,0,0,4.000000055,0,0,18.4,-901,0.463217484,-901,0,0,0
1/31/1925,-901,-901,-901,-901,-901,87.2,-901,7.587570248,0,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,3.8,-901,-901,-901,-901,-901,0.3,-901,-901,-901,36.64661157,-901,0.458697521,-901,-901,0.666,0.713256198,0.5,0,0,-901,21.77890909,0.061487603,0.983801653,0.218280992,6.148760331,-901,-901,-901,2.029090909,-901,12.35900826,-901,-901,18.76760331,0.074,24.4905124,0,-901,-901,-901,93.95305785,13.8,-901,0,0,4.000000055,0,0,13.8,-901,0.052654084,-901,0,0,0
2/28/1925,-901,-901,-901,-901,-901,598.3,-901,21.29295868,0,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,-901,3.8,-901,-901,-901,-901,-901,0.3,-901,-901,-901,200.3781818,-901,0.011107438,-901,-901,1.396,1.149619835,1,0,0,-901,124.6809917,0.05553719,5.309355372,2.18261157,31.65619835,-901,-901,-901,5.109421488,-901,54.20985124,-901,-901,101.8452893,0.061,107.9087603,0,-901,-901,-901,604.1335537,14,-901,0,0,2.99999997,0,0,14,-901,1.04181263,-901,0,0,0
