Elevation (ft),Capacity (acre-feet)
7909.00,1347
7914.00,2665
7919.00,4254
7924.00,6086
7929.00,8129
7934.00,10349
7939.00,12743
7944.00,15331
7949.00,18122
7954.00,21103
7957.00,22338
