Elevation (ft),Capacity (acre-feet)
3154,2
3160,41
3170,267
3180,693
3190,1370
3200,2370
3210,3790
3220,5720
3240,11600
3260,19500
3290,33100
3320,48800
3350,66400
3370,79200
3398,98500
