Elevation (ft),Capacity (acre-feet)
4734.4,38198
4734.5,38269
4734.6,38341
4734.7,38413
4734.8,38485
4734.9,38557
4735,38630
4735.1,38702
4735.2,38775
4735.3,38847
4735.4,38920
4735.5,38993
4735.6,39066
4735.7,39139
4735.8,39212
4735.9,39285
4736,39358
4736.1,39432
4736.2,39505
4736.3,39579
4736.4,39652
4736.5,39726
4736.6,39800
4736.7,39874
4736.8,39948
4736.9,40022
4737,40097
4737.1,40171
4737.2,40246
4737.3,40320
4737.4,40395
4737.5,40470
4737.6,40545
4737.7,40620
4737.8,40695
4737.9,40770
4738,40845
4738.1,40921
4738.2,40996
4738.3,41072
4738.4,41148
4738.5,41223
4738.6,41299
4738.7,41375
4738.8,41452
4738.9,41528
4739,41604
4739.1,41681
4739.2,41757
4739.3,41834
4739.4,41911
4739.5,41987
4739.6,42064
4739.7,42142
4739.8,42219
4739.9,42296
4740,42373
4740.1,42451
4740.2,42529
4740.3,42606
4740.4,42684
4740.5,42762
4740.6,42840
4740.7,42918
4740.8,42996
4740.9,43075
4741,43153
4741.1,43232
4741.2,43310
4741.3,43389
4741.4,43468
4741.5,43547
4741.6,43626
4741.7,43705
4741.8,43785
4741.9,43864
4742,43944
4742.1,44023
4742.2,44103
4742.3,44183
4742.4,44263
4742.5,44343
4742.6,44423
4742.7,44503
4742.8,44584
4742.9,44664
4743,44745
4743.1,44825
4743.2,44906
4743.3,44987
4743.4,45068
4743.5,45149
4743.6,45230
4743.7,45312
4743.8,45393
4743.9,45475
4744,45556
4744.1,45638
4744.2,45720
4744.3,45802
4744.4,45884
4744.5,45966
4744.6,46049
4744.7,46131
4744.8,46214
4744.9,46296
4745,46379
4745.1,46462
4745.2,46545
4745.3,46628
4745.4,46711
4745.5,46795
4745.6,46878
4745.7,46962
4745.8,47045
4745.9,47129
4746,47213
4746.1,47297
4746.2,47381
4746.3,47465
4746.4,47550
4746.5,47634
4746.6,47719
4746.7,47803
4746.8,47888
4746.9,47973
4747,48058
4747.1,48143
4747.2,48228
4747.3,48314
4747.4,48399
4747.5,48484
4747.6,48570
4747.7,48656
4747.8,48742
4747.9,48828
4748,48914
4748.1,49000
4748.2,49087
4748.3,49173
4748.4,49260
4748.5,49346
4748.6,49433
4748.7,49520
4748.8,49607
4748.9,49694
4749,49781
4749.1,49869
4749.2,49956
4749.3,50044
4749.4,50131
4749.5,50219
4749.6,50307
4749.7,50395
4749.8,50483
4749.9,50572
4750,50660
4750.1,50749
4750.2,50837
4750.3,50926
4750.4,51015
4750.5,51104
4750.6,51193
4750.7,51282
4750.8,51371
4750.9,51461
4751,51550
4751.1,51640
4751.2,51730
4751.3,51820
4751.4,51910
4751.5,52000
4751.6,52090
4751.7,52181
4751.8,52271
4751.9,52362
4752,52452
4752.1,52543
4752.2,52634
4752.3,52725
4752.4,52816
4752.5,52908
4752.6,52999
4752.7,53091
4752.8,53182
4752.9,53274
4753,53366
4753.1,53458
4753.2,53550
4753.3,53642
4753.4,53735
4753.5,53827
4753.6,53920
4753.7,54013
4753.8,54105
4753.9,54198
4754,54291
4754.1,54385
4754.2,54478
4754.3,54571
4754.4,54665
4754.5,54759
4754.6,54852
4754.7,54946
4754.8,55040
4754.9,55135
4755,55229
4755.1,55323
4755.2,55418
4755.3,55512
4755.4,55607
4755.5,55702
4755.6,55797
4755.7,55892
4755.8,55987
4755.9,56083
4756,56178
4756.1,56274
4756.2,56370
4756.3,56465
4756.4,56561
4756.5,56657
4756.6,56754
4756.7,56850
4756.8,56946
4756.9,57043
4757,57140
4757.1,57237
4757.2,57333
4757.3,57431
4757.4,57528
4757.5,57625
4757.6,57722
4757.7,57820
4757.8,57918
4757.9,58016
4758,58113
4758.1,58211
4758.2,58310
4758.3,58408
4758.4,58506
4758.5,58605
4758.6,58704
4758.7,58802
4758.8,58901
4758.9,59000
4759,59099
4759.1,59199
4759.2,59298
4759.3,59398
4759.4,59497
4759.5,59597
4759.6,59697
4759.7,59797
4759.8,59897
4759.9,59998
4760,60098
4760.1,60198
4760.2,60299
4760.3,60400
4760.4,60501
4760.5,60602
4760.6,60703
4760.7,60804
4760.8,60906
4760.9,61007
4761,61109
4761.1,61211
4761.2,61313
4761.3,61415
4761.4,61517
4761.5,61619
4761.6,61721
4761.7,61824
4761.8,61927
4761.9,62029
4762,62132
4762.1,62235
4762.2,62339
4762.3,62442
4762.4,62545
4762.5,62649
4762.6,62753
4762.7,62856
4762.8,62960
4762.9,63064
4763,63169
4763.1,63273
4763.2,63377
4763.3,63482
4763.4,63587
4763.5,63692
4763.6,63797
4763.7,63902
4763.8,64007
4763.9,64112
4764,64218
4764.1,64323
4764.2,64429
4764.3,64535
4764.4,64641
4764.5,64747
4764.6,64853
4764.7,64960
4764.8,65066
4764.9,65173
4765,65280
4765.1,65387
4765.2,65494
4765.3,65601
4765.4,65708
4765.5,65816
4765.6,65923
4765.7,66031
4765.8,66139
4765.9,66247
4766,66355
4766.1,66463
4766.2,66571
4766.3,66680
4766.4,66788
4766.5,66897
4766.6,67006
4766.7,67115
4766.8,67224
4766.9,67333
4767,67443
4767.1,67552
4767.2,67662
4767.3,67772
4767.4,67882
4767.5,67992
4767.6,68102
4767.7,68212
4767.8,68323
4767.9,68433
4768,68544
4768.1,68655
4768.2,68766
4768.3,68877
4768.4,68988
4768.5,69099
4768.6,69211
4768.7,69323
4768.8,69434
4768.9,69546
4769,69658
4769.1,69771
4769.2,69883
4769.3,69995
4769.4,70108
4769.5,70221
4769.6,70334
4769.7,70447
4769.8,70560
4769.9,70673
4770,70786
4770.1,70900
4770.2,71013
4770.3,71127
4770.4,71241
4770.5,71355
4770.6,71469
4770.7,71584
4770.8,71698
4770.9,71813
4771,71928
4771.1,72043
4771.2,72158
4771.3,72273
4771.4,72388
4771.5,72503
4771.6,72619
4771.7,72735
4771.8,72850
4771.9,72966
4772,73083
4772.1,73199
4772.2,73315
4772.3,73432
4772.4,73548
4772.5,73665
4772.6,73782
4772.7,73899
4772.8,74016
4772.9,74134
4773,74251
4773.1,74369
4773.2,74487
4773.3,74604
4773.4,74722
4773.5,74841
4773.6,74959
4773.7,75077
4773.8,75196
4773.9,75315
4774,75433
4774.1,75552
4774.2,75672
4774.3,75791
4774.4,75910
4774.5,76030
4774.6,76150
4774.7,76269
4774.8,76389
4774.9,76509
4775,76630
4775.1,76750
4775.2,76871
4775.3,76991
4775.4,77112
4775.5,77233
4775.6,77354
4775.7,77475
4775.8,77597
4775.9,77718
4776,77840
4776.1,77962
4776.2,78083
4776.3,78206
4776.4,78328
4776.5,78450
4776.6,78573
4776.7,78695
4776.8,78818
4776.9,78941
4777,79064
4777.1,79187
4777.2,79310
4777.3,79434
4777.4,79558
4777.5,79681
4777.6,79805
4777.7,79929
4777.8,80053
4777.9,80178
4778,80302
4778.1,80427
4778.2,80552
4778.3,80676
4778.4,80802
4778.5,80927
4778.6,81052
4778.7,81177
4778.8,81303
4778.9,81429
4779,81555
4779.1,81681
4779.2,81807
4779.3,81933
4779.4,82060
4779.5,82186
4779.6,82313
4779.7,82440
4779.8,82567
4779.9,82694
4780,82822
4780.1,82949
4780.2,83077
4780.3,83204
4780.4,83332
4780.5,83460
4780.6,83589
4780.7,83717
4780.8,83845
4780.9,83974
4781,84103
4781.1,84232
4781.2,84361
4781.3,84490
4781.4,84619
4781.5,84749
4781.6,84878
4781.7,85008
4781.8,85138
4781.9,85268
4782,85399
4782.1,85529
4782.2,85659
4782.3,85790
4782.4,85921
4782.5,86052
4782.6,86183
4782.7,86314
4782.8,86446
4782.9,86577
4783,86709
4783.1,86841
4783.2,86973
4783.3,87105
4783.4,87237
4783.5,87370
4783.6,87502
4783.7,87635
4783.8,87768
4783.9,87901
4784,88034
4784.1,88167
4784.2,88301
4784.3,88434
4784.4,88568
4784.5,88702
4784.6,88836
4784.7,88970
4784.8,89104
4784.9,89239
4785,89374
4785.1,89508
4785.2,89643
4785.3,89778
4785.4,89914
4785.5,90049
4785.6,90185
4785.7,90320
4785.8,90456
4785.9,90592
4786,90728
4786.1,90865
4786.2,91001
4786.3,91138
4786.4,91274
4786.5,91411
4786.6,91548
4786.7,91685
4786.8,91823
4786.9,91960
4787,92098
4787.1,92236
4787.2,92374
4787.3,92512
4787.4,92650
4787.5,92788
4787.6,92927
4787.7,93065
4787.8,93204
4787.9,93343
4788,93482
4788.1,93622
4788.2,93761
4788.3,93901
4788.4,94041
4788.5,94180
4788.6,94321
4788.7,94461
4788.8,94601
4788.9,94742
4789,94882
4789.1,95023
4789.2,95164
4789.3,95305
4789.4,95446
4789.5,95588
4789.6,95729
4789.7,95871
4789.8,96013
4789.9,96155
4790,96297
4790.1,96440
4790.2,96582
4790.3,96725
4790.4,96868
4790.5,97010
4790.6,97154
4790.7,97297
4790.8,97440
4790.9,97584
4791,97728
4791.1,97871
4791.2,98015
4791.3,98160
4791.4,98304
4791.5,98448
4791.6,98593
4791.7,98738
4791.8,98883
4791.9,99028
4792,99173
4792.1,99319
4792.2,99464
4792.3,99610
4792.4,99756
4792.5,99902
4792.6,100048
4792.7,100194
4792.8,100341
4792.9,100488
4793,100634
4793.1,100781
4793.2,100929
4793.3,101076
4793.4,101223
4793.5,101371
4793.6,101519
4793.7,101667
4793.8,101815
4793.9,101963
4794,102111
4794.1,102260
4794.2,102408
4794.3,102557
4794.4,102706
4794.5,102856
4794.6,103005
4794.7,103154
4794.8,103304
4794.9,103454
4795,103604
4795.1,103754
4795.2,103904
4795.3,104055
4795.4,104205
4795.5,104356
4795.6,104507
4795.7,104658
4795.8,104809
4795.9,104960
4796,105112
4796.1,105264
4796.2,105415
4796.3,105567
4796.4,105720
4796.5,105872
4796.6,106024
4796.7,106177
4796.8,106330
4796.9,106483
4797,106636
4797.1,106789
4797.2,106943
4797.3,107096
4797.4,107250
4797.5,107404
4797.6,107558
4797.7,107712
4797.8,107867
4797.9,108021
4798,108176
4798.1,108331
4798.2,108486
4798.3,108641
4798.4,108796
4798.5,108952
4798.6,109108
4798.7,109263
4798.8,109419
4798.9,109576
4799,109732
4799.1,109888
4799.2,110045
4799.3,110202
4799.4,110359
4799.5,110516
4799.6,110673
4799.7,110831
4799.8,110988
4799.9,111146
4800,111304
4800.1,111462
4800.2,111620
4800.3,111779
4800.4,111937
4800.5,112096
4800.6,112255
4800.7,112414
4800.8,112573
4800.9,112733
4801,112892
4801.1,113052
4801.2,113212
4801.3,113372
4801.4,113532
4801.5,113693
4801.6,113853
4801.7,114014
4801.8,114175
4801.9,114336
4802,114497
4802.1,114658
4802.2,114820
4802.3,114982
4802.4,115143
4802.5,115305
4802.6,115468
4802.7,115630
4802.8,115792
4802.9,115955
4803,116118
4803.1,116281
4803.2,116444
4803.3,116607
4803.4,116771
4803.5,116935
4803.6,117098
4803.7,117262
4803.8,117427
4803.9,117591
4804,117755
4804.1,117920
4804.2,118085
4804.3,118250
4804.4,118415
4804.5,118580
4804.6,118746
4804.7,118911
4804.8,119077
4804.9,119243
4805,119409
4805.1,119576
4805.2,119742
4805.3,119909
4805.4,120076
4805.5,120243
4805.6,120410
4805.7,120577
4805.8,120745
4805.9,120912
4806,121080
4806.1,121248
4806.2,121416
4806.3,121584
4806.4,121753
4806.5,121922
4806.6,122090
4806.7,122259
4806.8,122428
4806.9,122598
4807,122767
4807.1,122937
4807.2,123107
4807.3,123277
4807.4,123447
4807.5,123617
4807.6,123788
4807.7,123958
4807.8,124129
4807.9,124300
4808,124471
4808.1,124643
4808.2,124814
4808.3,124986
4808.4,125158
4808.5,125330
4808.6,125502
4808.7,125674
4808.8,125847
4808.9,126020
4809,126192
4809.1,126365
4809.2,126539
4809.3,126712
4809.4,126886
4809.5,127059
4809.6,127233
4809.7,127407
4809.8,127581
4809.9,127756
4810,127930
4810.1,128105
4810.2,128280
4810.3,128455
4810.4,128630
4810.5,128806
4810.6,128981
4810.7,129157
4810.8,129333
4810.9,129509
4811,129685
4811.1,129862
4811.2,130038
4811.3,130215
4811.4,130392
4811.5,130569
4811.6,130747
4811.7,130924
4811.8,131102
4811.9,131280
4812,131458
4812.1,131636
4812.2,131814
4812.3,131993
4812.4,132171
4812.5,132350
4812.6,132529
4812.7,132708
4812.8,132888
4812.9,133067
4813,133247
4813.1,133427
4813.2,133607
4813.3,133787
4813.4,133968
4813.5,134148
4813.6,134329
4813.7,134510
4813.8,134691
4813.9,134872
4814,135054
4814.1,135235
4814.2,135417
4814.3,135599
4814.4,135781
4814.5,135964
4814.6,136146
4814.7,136329
4814.8,136512
4814.9,136695
4815,136878
4815.1,137061
4815.2,137245
4815.3,137428
4815.4,137612
4815.5,137796
4815.6,137981
4815.7,138165
4815.8,138350
4815.9,138534
4816,138719
4816.1,138905
4816.2,139090
4816.3,139275
4816.4,139461
4816.5,139647
4816.6,139833
4816.7,140019
4816.8,140205
4816.9,140392
4817,140579
4817.1,140765
4817.2,140952
4817.3,141140
4817.4,141327
4817.5,141515
4817.6,141702
4817.7,141890
4817.8,142079
4817.9,142267
4818,142455
4818.1,142644
4818.2,142833
4818.3,143022
4818.4,143211
4818.5,143400
4818.6,143590
4818.7,143780
4818.8,143970
4818.9,144160
4819,144350
4819.1,144540
4819.2,144731
4819.3,144922
4819.4,145113
4819.5,145304
4819.6,145495
4819.7,145687
4819.8,145878
4819.9,146070
4820,146262
4820.1,146454
4820.2,146647
4820.3,146839
4820.4,147032
4820.5,147225
4820.6,147418
4820.7,147611
4820.8,147805
4820.9,147999
4821,148192
4821.1,148386
4821.2,148581
4821.3,148775
4821.4,148969
4821.5,149164
4821.6,149359
4821.7,149554
4821.8,149749
4821.9,149945
4822,150141
4822.1,150336
4822.2,150532
4822.3,150729
4822.4,150925
4822.5,151121
4822.6,151318
4822.7,151515
4822.8,151712
4822.9,151909
4823,152107
4823.1,152304
4823.2,152502
4823.3,152700
4823.4,152898
4823.5,153097
4823.6,153295
4823.7,153494
4823.8,153693
4823.9,153892
4824,154091
4824.1,154291
4824.2,154490
4824.3,154690
4824.4,154890
4824.5,155090
4824.6,155291
4824.7,155491
4824.8,155692
4824.9,155893
4825,156094
4825.1,156295
4825.2,156497
4825.3,156698
4825.4,156900
4825.5,157102
4825.6,157304
4825.7,157507
4825.8,157709
4825.9,157912
4826,158115
4826.1,158318
4826.2,158521
4826.3,158725
4826.4,158928
4826.5,159132
4826.6,159336
4826.7,159540
4826.8,159745
4826.9,159949
4827,160154
4827.1,160359
4827.2,160564
4827.3,160770
4827.4,160975
4827.5,161181
4827.6,161387
4827.7,161593
4827.8,161799
4827.9,162005
4828,162212
4828.1,162419
4828.2,162626
4828.3,162833
4828.4,163040
4828.5,163248
4828.6,163455
4828.7,163663
4828.8,163872
4828.9,164080
4829,164288
4829.1,164497
4829.2,164706
4829.3,164915
4829.4,165124
4829.5,165333
4829.6,165543
4829.7,165753
4829.8,165963
4829.9,166173
4830,166383
4830.1,166594
4830.2,166804
4830.3,167015
4830.4,167226
4830.5,167438
4830.6,167649
4830.7,167861
4830.8,168073
4830.9,168285
4831,168497
4831.1,168709
4831.2,168922
4831.3,169135
4831.4,169348
4831.5,169561
4831.6,169774
4831.7,169988
4831.8,170201
4831.9,170415
4832,170629
4832.1,170844
4832.2,171058
4832.3,171273
4832.4,171488
4832.5,171703
4832.6,171918
4832.7,172133
4832.8,172349
4832.9,172565
4833,172781
4833.1,172997
4833.2,173213
4833.3,173430
4833.4,173647
4833.5,173864
4833.6,174081
4833.7,174298
4833.8,174515
4833.9,174733
4834,174951
4834.1,175169
4834.2,175387
4834.3,175606
4834.4,175825
4834.5,176043
4834.6,176262
4834.7,176482
4834.8,176701
4834.9,176921
4835,177140
4835.1,177360
4835.2,177581
4835.3,177801
4835.4,178021
4835.5,178242
4835.6,178463
4835.7,178684
4835.8,178906
4835.9,179127
4836,179349
4836.1,179571
4836.2,179793
4836.3,180015
4836.4,180238
4836.5,180460
4836.6,180683
4836.7,180906
4836.8,181129
4836.9,181353
4837,181577
4837.1,181800
4837.2,182024
4837.3,182249
4837.4,182473
4837.5,182698
4837.6,182922
4837.7,183147
4837.8,183373
4837.9,183598
4838,183823
4838.1,184049
4838.2,184275
4838.3,184501
4838.4,184728
4838.5,184954
4838.6,185181
4838.7,185408
4838.8,185635
4838.9,185862
4839,186090
4839.1,186317
4839.2,186545
4839.3,186773
4839.4,187002
4839.5,187230
4839.6,187459
4839.7,187688
4839.8,187917
4839.9,188146
4840,188375
4840.1,188605
4840.2,188835
4840.3,189065
4840.4,189295
4840.5,189526
4840.6,189756
4840.7,189987
4840.8,190218
4840.9,190449
4841,190681
4841.1,190912
4841.2,191144
4841.3,191376
4841.4,191608
4841.5,191841
4841.6,192073
4841.7,192306
4841.8,192539
4841.9,192772
4842,193005
4842.1,193239
4842.2,193473
4842.3,193707
4842.4,193941
4842.5,194175
4842.6,194410
4842.7,194645
4842.8,194879
4842.9,195115
4843,195350
4843.1,195585
4843.2,195821
4843.3,196057
4843.4,196293
4843.5,196530
4843.6,196766
4843.7,197003
4843.8,197240
4843.9,197477
4844,197714
4844.1,197952
4844.2,198189
4844.3,198427
4844.4,198665
4844.5,198904
4844.6,199142
4844.7,199381
4844.8,199620
4844.9,199859
4845,200098
4845.1,200338
4845.2,200577
4845.3,200817
4845.4,201057
4845.5,201298
4845.6,201538
4845.7,201779
4845.8,202020
4845.9,202261
4846,202502
4846.1,202744
4846.2,202985
4846.3,203227
4846.4,203469
4846.5,203712
4846.6,203954
4846.7,204197
4846.8,204440
4846.9,204683
4847,204926
4847.1,205170
4847.2,205413
4847.3,205657
4847.4,205901
4847.5,206146
4847.6,206390
4847.7,206635
4847.8,206880
4847.9,207125
4848,207370
4848.1,207616
4848.2,207861
4848.3,208107
4848.4,208353
4848.5,208600
4848.6,208846
4848.7,209093
4848.8,209340
4848.9,209587
4849,209834
4849.1,210082
4849.2,210330
4849.3,210577
4849.4,210826
4849.5,211074
4849.6,211322
4849.7,211571
4849.8,211820
4849.9,212069
4850,212319
4850.1,212568
4850.2,212818
4850.3,213068
4850.4,213318
4850.5,213568
4850.6,213819
4850.7,214070
4850.8,214321
4850.9,214572
4851,214823
4851.1,215075
4851.2,215327
4851.3,215579
4851.4,215831
4851.5,216083
4851.6,216336
4851.7,216589
4851.8,216842
4851.9,217095
4852,217348
4852.1,217602
4852.2,217856
4852.3,218110
4852.4,218364
4852.5,218619
4852.6,218873
4852.7,219128
4852.8,219383
4852.9,219638
4853,219894
4853.1,220149
4853.2,220405
4853.3,220661
4853.4,220918
4853.5,221174
4853.6,221431
4853.7,221688
4853.8,221945
4853.9,222202
4854,222460
4854.1,222718
4854.2,222975
4854.3,223234
4854.4,223492
4854.5,223751
4854.6,224009
4854.7,224268
4854.8,224527
4854.9,224787
4855,225046
4855.1,225306
4855.2,225566
4855.3,225826
4855.4,226087
4855.5,226347
4855.6,226608
4855.7,226869
4855.8,227131
4855.9,227392
4856,227654
4856.1,227916
4856.2,228178
4856.3,228440
4856.4,228702
4856.5,228965
4856.6,229228
4856.7,229491
4856.8,229754
4856.9,230018
4857,230282
4857.1,230546
4857.2,230810
4857.3,231074
4857.4,231339
4857.5,231604
4857.6,231869
4857.7,232134
4857.8,232399
4857.9,232665
4858,232931
4858.1,233197
4858.2,233463
4858.3,233729
4858.4,233996
4858.5,234263
4858.6,234530
4858.7,234797
4858.8,235065
4858.9,235332
4859,235600
4859.1,235868
4859.2,236137
4859.3,236405
4859.4,236674
4859.5,236943
4859.6,237212
4859.7,237482
4859.8,237751
4859.9,238021
4860,238291
4860.1,238561
4860.2,238832
4860.3,239102
4860.4,239373
4860.5,239644
4860.6,239916
4860.7,240187
4860.8,240459
4860.9,240731
4861,241003
4861.1,241275
4861.2,241548
4861.3,241821
4861.4,242094
4861.5,242367
4861.6,242640
4861.7,242914
4861.8,243188
4861.9,243462
4862,243736
4862.1,244010
4862.2,244285
4862.3,244560
4862.4,244835
4862.5,245110
4862.6,245386
4862.7,245661
4862.8,245937
4862.9,246214
4863,246490
4863.1,246767
4863.2,247043
4863.3,247320
4863.4,247598
4863.5,247875
4863.6,248153
4863.7,248431
4863.8,248709
4863.9,248987
4864,249265
4864.1,249544
4864.2,249823
4864.3,250102
4864.4,250382
4864.5,250661
4864.6,250941
4864.7,251221
4864.8,251501
4864.9,251782
4865,252062
4865.1,252343
4865.2,252624
4865.3,252905
4865.4,253187
4865.5,253469
4865.6,253751
4865.7,254033
4865.8,254315
4865.9,254598
4866,254880
4866.1,255163
4866.2,255447
4866.3,255730
4866.4,256014
4866.5,256298
4866.6,256582
4866.7,256866
4866.8,257150
4866.9,257435
4867,257720
4867.1,258005
4867.2,258291
4867.3,258576
4867.4,258862
4867.5,259148
4867.6,259434
4867.7,259721
4867.8,260007
4867.9,260294
4868,260581
4868.1,260869
4868.2,261156
4868.3,261444
4868.4,261732
4868.5,262020
4868.6,262309
4868.7,262597
4868.8,262886
4868.9,263175
4869,263464
4869.1,263754
4869.2,264044
4869.3,264334
4869.4,264624
4869.5,264914
4869.6,265205
4869.7,265495
4869.8,265786
4869.9,266078
4870,266369
4870.1,266661
4870.2,266953
4870.3,267245
4870.4,267537
4870.5,267830
4870.6,268122
4870.7,268415
4870.8,268709
4870.9,269002
4871,269296
4871.1,269589
4871.2,269884
4871.3,270178
4871.4,270472
4871.5,270767
4871.6,271062
4871.7,271357
4871.8,271653
4871.9,271948
4872,272244
4872.1,272540
4872.2,272836
4872.3,273133
4872.4,273429
4872.5,273726
4872.6,274024
4872.7,274321
4872.8,274618
4872.9,274916
4873,275214
4873.1,275513
4873.2,275811
4873.3,276110
4873.4,276409
4873.5,276708
4873.6,277007
4873.7,277307
4873.8,277606
4873.9,277906
4874,278207
4874.1,278507
4874.2,278808
4874.3,279109
4874.4,279410
4874.5,279711
4874.6,280013
4874.7,280314
4874.8,280616
4874.9,280919
4875,281221
4875.1,281524
4875.2,281827
4875.3,282130
4875.4,282433
4875.5,282737
4875.6,283040
4875.7,283344
4875.8,283649
4875.9,283953
4876,284258
4876.1,284563
4876.2,284868
4876.3,285173
4876.4,285479
4876.5,285784
4876.6,286090
4876.7,286397
4876.8,286703
4876.9,287010
4877,287317
4877.1,287624
4877.2,287931
4877.3,288239
4877.4,288546
4877.5,288854
4877.6,289163
4877.7,289471
4877.8,289780
4877.9,290089
4878,290398
4878.1,290707
4878.2,291017
4878.3,291327
4878.4,291637
4878.5,291947
4878.6,292257
4878.7,292568
4878.8,292879
4878.9,293190
4879,293501
4879.1,293813
4879.2,294125
4879.3,294437
4879.4,294749
4879.5,295062
4879.6,295374
4879.7,295687
4879.8,296001
4879.9,296314
4880,296628
4880.1,296941
4880.2,297255
4880.3,297570
4880.4,297884
4880.5,298199
4880.6,298514
4880.7,298829
4880.8,299145
4880.9,299460
4881,299776
4881.1,300092
4881.2,300409
4881.3,300725
4881.4,301042
4881.5,301359
4881.6,301676
4881.7,301994
4881.8,302311
4881.9,302629
4882,302947
4882.1,303266
4882.2,303584
4882.3,303903
4882.4,304222
4882.5,304541
4882.6,304861
4882.7,305181
4882.8,305501
4882.9,305821
4883,306141
4883.1,306462
4883.2,306783
4883.3,307104
4883.4,307425
4883.5,307747
4883.6,308069
4883.7,308391
4883.8,308713
4883.9,309035
4884,309358
4884.1,309681
4884.2,310004
4884.3,310327
4884.4,310651
4884.5,310975
4884.6,311299
4884.7,311623
4884.8,311948
4884.9,312272
4885,312597
