Elevation (ft),Capacity (acre-feet)
5727.4,0
5735.4,41
5737.4,102
5739.4,189
5741.4,304
5744.4,476
5747.4,693
5752.4,1152
5757.4,1830
5767.4,3455
5777.4,5810
5786.4,8411
