Elevation (ft),Capacity (acre-feet)
5190.0,0
5195.0,5
5200.0,25
5205.0,69
5210.0,143
5215.0,248
5220.0,383
5225.0,564
5230.0,784
5235.0,1035
5237.0,1148
5245.0,1876
5249.0,2494
5253.0,3385
