Elevation (ft),Capacity (acre-feet)
4700,0
4720,2150
4725,2850
4730,3730
4735,4730
4740,5830
4750,8220
4760,10800
4770,13400
4780,16200
4790,19100
4800,22100
4820,28400
4850,38700
4880,49800
4917.3,64900
