,I_MFM008,I_SFM005,I_COL003,I_SLTSP,I_UBEAR,I_NFM010,I_TGC003,I_NHGAN,I_PARDE,I_CMCHE,I_JNKSN,I_CMP001,I_CMP014,I_CSM035,I_AMADR,I_DSC035,I_DEE023
1937-02-28,8.77,14.0,0.28,18.78,4.14,9.52,0.71,92.89,6.5,6.5,4.55,2.43,6.56,78.76,7.42,25.24,15.2
1937-03-31,9.24,13.45,1.4,22.07,4.87,14.47,1.08,77.2,5.4,5.4,6.02,2.88,7.78,97.63,9.19,28.07,12.64
1937-04-30,12.09,15.58,7.15,43.84,9.68,25.91,1.94,22.84,1.6,1.6,4.7,2.8,7.55,75.93,7.31,16.2,5.28
1937-05-31,10.45,11.46,24.23,146.61,32.36,40.29,3.01,7.19,0.5,0.5,2.06,2.94,7.93,54.28,5.4,4.63,0.94
1937-06-30,2.74,3.34,8.11,67.12,14.81,14.17,1.06,2.46,0.17,0.17,0.41,0.79,2.13,12.69,1.29,1.1,0.04
1937-07-31,0.93,1.56,0.3,8.9,1.96,0.96,0.07,0.9,0.06,0.06,0.13,0.21,0.55,2.37,0.26,0.25,0.0
1937-08-31,0.32,0.9,0.02,1.36,0.3,0.29,0.02,0.06,0.0,0.0,0.04,0.04,0.11,0.48,0.05,0.02,0.0
1937-09-30,0.27,0.55,0.01,0.77,0.17,0.3,0.02,0.0,0.0,0.0,0.01,0.02,0.05,0.18,0.02,0.01,0.0
1937-10-31,0.39,0.71,0.02,1.35,0.3,0.3,0.02,0.0,0.0,0.0,0.06,0.04,0.11,0.87,0.09,0.24,0.19
1937-11-30,0.7,0.87,0.23,2.65,0.59,0.39,0.03,0.58,0.04,0.04,0.17,0.12,0.32,2.54,0.25,0.59,0.55
1937-12-31,4.15,4.9,9.87,44.95,9.92,29.56,2.21,17.5,1.23,1.23,1.26,1.0,2.7,25.32,2.43,5.6,5.87
1938-01-31,2.31,3.2,1.15,8.1,1.79,6.78,0.51,12.36,0.87,0.87,0.9,0.53,1.43,16.18,1.53,4.58,3.66
1938-02-28,11.84,20.66,0.67,18.26,4.03,13.21,0.99,151.95,10.64,10.64,7.54,3.59,9.7,128.12,11.98,42.69,24.44
1938-03-31,24.61,35.48,2.15,41.87,9.24,28.69,2.14,118.41,8.29,8.29,10.69,4.86,13.12,172.03,16.14,49.49,21.2
1938-04-30,19.31,24.31,9.35,62.73,13.85,35.06,2.62,28.66,2.01,2.01,6.65,3.64,9.84,104.47,10.02,20.28,7.1
1938-05-31,19.8,21.96,25.55,151.82,33.51,57.91,4.33,14.21,0.99,0.99,3.49,4.31,11.64,86.01,8.48,7.65,1.89
1938-06-30,7.59,7.18,19.84,134.39,29.66,44.78,3.35,4.32,0.3,0.3,0.98,1.8,4.86,31.28,3.13,1.9,0.12
1938-07-31,2.42,2.95,1.94,26.74,5.9,5.13,0.38,1.66,0.12,0.12,0.26,0.43,1.17,5.87,0.62,0.48,0.01
1938-08-31,1.14,1.49,0.09,3.19,0.7,0.92,0.07,0.42,0.03,0.03,0.12,0.13,0.35,1.63,0.18,0.19,0.0
1938-09-30,0.65,1.12,0.03,1.42,0.31,0.73,0.05,0.08,0.01,0.01,0.06,0.06,0.16,0.77,0.08,0.16,0.0
1938-10-31,0.92,1.54,0.32,3.83,0.84,0.0,0.0,1.09,0.08,0.08,0.11,0.15,0.39,2.15,0.23,0.54,0.38
1938-11-30,1.1,1.61,0.93,6.1,1.35,0.99,0.07,1.93,0.14,0.14,0.16,0.18,0.48,3.35,0.33,0.99,0.56
1938-12-31,1.09,1.62,0.93,5.41,1.19,2.25,0.17,2.31,0.16,0.16,0.23,0.19,0.51,3.91,0.39,0.87,0.66
1939-01-31,1.21,1.82,0.51,5.07,1.12,2.47,0.18,3.18,0.22,0.22,0.29,0.23,0.63,5.31,0.52,1.39,0.71
1939-02-28,1.73,2.03,0.5,6.03,1.33,2.54,0.19,9.68,0.68,0.68,0.5,0.42,1.13,9.42,0.92,2.89,1.25
1939-03-31,3.5,4.14,3.67,25.0,5.52,9.5,0.71,7.56,0.53,0.53,1.23,1.04,2.8,22.1,2.18,3.95,1.89
1939-04-30,3.71,4.11,10.12,81.31,17.95,9.12,0.68,3.34,0.23,0.23,0.96,1.17,3.17,18.7,1.93,1.76,0.69
1939-05-31,1.52,1.79,5.43,53.64,11.84,2.81,0.21,1.58,0.11,0.11,0.2,0.53,1.43,6.46,0.69,0.55,0.04
1939-06-30,0.68,0.87,0.8,12.01,2.65,0.0,0.0,0.26,0.02,0.02,0.06,0.17,0.45,1.64,0.19,0.1,0.0
1939-07-31,0.23,0.46,0.08,1.2,0.26,0.0,0.0,0.38,0.03,0.03,0.01,0.03,0.07,0.2,0.03,0.01,0.0
1939-08-31,0.09,0.35,0.01,0.34,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0
1939-09-30,0.11,0.32,0.01,1.17,0.26,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.02,0.0
1939-10-31,0.35,0.72,0.37,4.18,0.92,0.38,0.03,0.0,0.0,0.0,0.08,0.06,0.16,1.21,0.12,0.24,0.26
1939-11-30,0.26,0.69,0.08,1.88,0.41,0.01,0.0,0.0,0.0,0.0,0.08,0.05,0.14,1.11,0.11,0.24,0.24
1939-12-31,0.38,0.77,0.45,4.42,0.98,0.56,0.04,0.8,0.06,0.06,0.09,0.09,0.24,1.86,0.18,0.52,0.41
1940-01-31,6.13,10.63,5.0,25.73,5.68,17.65,1.32,43.66,3.06,3.06,3.83,2.12,5.72,65.01,6.16,15.61,13.94
1940-02-29,12.26,16.91,2.66,26.46,5.84,18.79,1.4,51.3,3.59,3.59,6.95,3.02,8.17,111.45,10.42,28.33,18.05
1940-03-31,17.16,20.96,8.8,51.94,11.46,31.82,2.38,55.16,3.86,3.86,7.94,4.54,12.26,134.7,12.82,29.71,11.79
1940-04-30,13.14,13.77,11.35,74.18,16.37,28.62,2.14,37.55,2.63,2.63,3.43,3.76,10.15,76.44,7.54,11.03,2.19
1940-05-31,2.98,3.86,20.13,132.55,29.25,36.12,2.7,4.77,0.33,0.33,0.71,1.33,3.6,22.74,2.28,1.68,0.09
1940-06-30,1.21,1.96,5.68,50.68,11.18,11.5,0.86,1.47,0.1,0.1,0.24,0.39,1.06,5.21,0.55,0.35,0.01
1940-07-31,0.74,1.11,0.15,4.17,0.92,0.74,0.06,0.66,0.05,0.05,0.09,0.1,0.27,1.19,0.13,0.04,0.0
1940-08-31,0.35,0.71,0.02,1.16,0.26,0.37,0.03,0.07,0.0,0.0,0.01,0.01,0.02,0.07,0.01,0.01,0.0
1940-09-30,0.31,0.68,0.01,0.71,0.16,0.32,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.07,0.01,0.04,0.0
1940-10-31,1.02,0.76,0.01,0.96,0.21,0.16,0.01,0.16,0.01,0.01,0.04,0.03,0.07,0.55,0.06,0.17,0.12
1940-11-30,0.93,0.84,0.12,2.58,0.57,0.19,0.01,1.34,0.09,0.09,0.11,0.09,0.23,1.73,0.17,0.43,0.36
1940-12-31,3.11,4.19,1.65,11.82,2.61,2.94,0.22,17.26,1.21,1.21,1.18,0.91,2.45,23.16,2.23,5.99,5.19
1941-01-31,4.85,5.6,0.98,12.47,2.75,7.37,0.55,22.77,1.59,1.59,2.61,1.26,3.41,42.46,4.0,10.77,8.24
1941-02-28,8.14,13.75,2.75,18.4,4.06,14.53,1.09,44.46,3.11,3.11,4.29,1.91,5.16,68.56,6.43,19.04,10.95
1941-03-31,11.88,16.23,4.25,27.24,6.01,18.81,1.41,47.3,3.31,3.31,4.04,2.31,6.24,71.03,6.72,17.53,7.46
1941-04-30,10.35,14.13,6.4,36.16,7.98,21.91,1.64,45.57,3.19,3.19,4.18,2.57,6.94,67.12,6.5,14.19,4.23
1941-05-31,8.56,8.69,25.34,145.13,32.03,47.84,3.58,7.64,0.53,0.53,1.58,2.51,6.77,44.78,4.47,3.26,0.41
1941-06-30,2.65,3.21,12.85,91.65,20.23,24.67,1.84,2.65,0.19,0.19,0.42,0.81,2.19,13.15,1.33,0.91,0.04
1941-07-31,1.7,1.62,1.35,19.45,4.29,2.71,0.2,0.8,0.06,0.06,0.12,0.21,0.57,2.51,0.27,0.19,0.0
1941-08-31,0.37,0.94,0.06,1.89,0.42,0.42,0.03,0.22,0.02,0.02,0.05,0.05,0.14,0.61,0.07,0.08,0.0
1941-09-30,0.46,0.82,0.01,1.16,0.26,0.52,0.04,0.06,0.0,0.0,0.03,0.03,0.08,0.37,0.04,0.08,0.0
1941-10-31,0.43,0.84,0.02,1.69,0.37,0.33,0.02,0.23,0.02,0.02,0.06,0.04,0.12,0.91,0.09,0.14,0.19
1941-11-30,0.76,0.93,0.67,5.27,1.16,0.24,0.02,1.11,0.08,0.08,0.16,0.12,0.33,2.6,0.26,0.41,0.55
1941-12-31,3.21,3.62,4.33,25.03,5.53,13.98,1.04,14.11,0.99,0.99,0.97,0.79,2.13,19.75,1.9,4.7,4.53
1942-01-31,10.11,14.63,3.17,28.02,6.18,21.89,1.64,64.47,4.51,4.51,5.53,2.77,7.47,94.05,8.83,25.4,18.18
1942-02-28,11.86,14.03,1.78,20.36,4.49,14.06,1.05,37.59,2.63,2.63,5.89,2.44,6.59,91.43,8.55,25.13,13.3
1942-03-31,6.15,8.1,2.3,20.22,4.46,13.42,1.0,18.41,1.29,1.29,2.2,1.34,3.61,39.65,3.76,9.99,3.57
1942-04-30,12.81,16.93,9.01,58.59,12.93,29.82,2.23,26.25,1.84,1.84,4.45,2.51,6.77,71.6,6.86,15.72,5.11
1942-05-31,12.89,15.16,16.06,103.89,22.93,35.95,2.69,18.6,1.3,1.3,3.23,3.36,9.08,69.86,6.88,9.33,2.19
1942-06-30,6.0,6.08,20.24,125.53,27.71,38.06,2.84,5.77,0.4,0.4,0.96,1.68,4.53,29.4,2.94,2.25,0.17
1942-07-31,1.96,2.58,2.27,28.21,6.23,5.17,0.39,1.7,0.12,0.12,0.24,0.45,1.2,6.39,0.67,0.43,0.02
1942-08-31,1.04,1.4,0.03,3.25,0.72,0.79,0.06,0.33,0.02,0.02,0.11,0.15,0.4,1.7,0.19,0.07,0.0
1942-09-30,0.67,1.04,0.01,1.26,0.28,0.6,0.04,0.13,0.01,0.01,0.07,0.07,0.19,0.9,0.1,0.04,0.0
1942-10-31,0.65,0.92,0.11,1.08,0.24,0.22,0.02,0.07,0.0,0.0,0.09,0.06,0.17,1.33,0.13,0.21,0.28
1942-11-30,3.97,3.13,2.01,13.74,3.03,2.87,0.21,9.83,0.69,0.69,0.88,0.73,1.98,16.97,1.65,3.59,3.95
1942-12-31,3.55,4.18,3.25,18.0,3.97,12.29,0.92,17.69,1.24,1.24,1.8,1.06,2.87,32.3,3.06,8.53,7.3
1943-01-31,12.02,16.82,4.43,29.49,6.51,23.45,1.75,58.74,4.11,4.11,6.93,3.32,8.97,118.64,11.08,32.98,22.32
1943-02-28,9.89,11.55,3.14,21.91,4.84,15.47,1.16,40.33,2.82,2.82,5.02,1.69,4.57,70.47,6.57,19.81,10.27
1943-03-31,24.09,30.09,9.67,63.19,13.95,35.28,2.64,103.42,7.24,7.24,12.55,7.1,19.16,210.03,20.01,49.71,17.59
1943-04-30,10.38,11.38,13.15,85.77,18.93,32.05,2.4,17.97,1.26,1.26,2.16,3.16,8.53,60.11,5.95,5.5,0.81
1943-05-31,5.45,5.71,15.83,110.41,24.37,32.52,2.43,7.06,0.49,0.49,0.9,1.54,4.17,27.59,2.75,2.14,0.16
1943-06-30,2.85,3.18,7.54,60.38,13.33,16.87,1.26,3.29,0.23,0.23,0.41,0.75,2.01,12.25,1.24,0.91,0.04
1943-07-31,1.42,1.7,1.06,13.66,3.02,2.26,0.17,1.3,0.09,0.09,0.18,0.3,0.8,3.74,0.4,0.19,0.0
1943-08-31,0.97,0.97,0.1,2.78,0.61,0.76,0.06,0.11,0.01,0.01,0.1,0.11,0.29,1.32,0.15,0.06,0.0
1943-09-30,0.67,0.68,0.04,1.01,0.22,0.5,0.04,0.0,0.0,0.0,0.06,0.05,0.15,0.7,0.08,0.03,0.0
1943-10-31,2.08,0.84,0.01,1.9,0.42,0.0,0.0,0.44,0.03,0.03,0.09,0.09,0.24,1.6,0.16,0.23,0.32
1943-11-30,0.8,1.05,0.01,1.84,0.41,0.0,0.0,1.3,0.09,0.09,0.12,0.13,0.35,2.45,0.25,0.44,0.53
1943-12-31,1.08,1.29,0.12,3.92,0.87,0.18,0.01,2.12,0.15,0.15,0.18,0.17,0.45,3.82,0.37,0.85,0.78
1944-01-31,1.84,2.12,0.31,4.92,1.09,1.46,0.11,5.08,0.36,0.36,0.52,0.35,0.93,8.85,0.86,1.97,1.8
1944-02-29,2.74,3.59,0.46,8.42,1.86,4.15,0.31,19.47,1.36,1.36,1.61,0.99,2.68,28.79,2.74,6.69,4.78
1944-03-31,4.57,6.27,2.15,16.2,3.57,9.01,0.67,33.91,2.37,2.37,2.43,1.38,3.72,39.94,3.82,9.19,4.69
1944-04-30,4.17,5.14,4.62,27.61,6.09,13.33,1.0,5.91,0.41,0.41,1.6,1.12,3.01,27.07,2.64,5.25,1.87
1944-05-31,4.73,5.71,17.26,112.56,24.84,19.81,1.48,3.33,0.23,0.23,1.42,1.73,4.66,30.78,3.1,3.63,0.91
1944-06-30,1.95,1.94,5.77,50.62,11.17,5.86,0.44,1.22,0.09,0.09,0.29,0.64,1.73,9.38,0.97,0.63,0.04
1944-07-31,0.47,0.84,0.32,7.77,1.71,0.18,0.01,0.05,0.0,0.0,0.08,0.14,0.39,1.54,0.17,0.08,0.0
1944-08-31,0.26,0.54,0.02,1.37,0.3,0.28,0.02,0.0,0.0,0.0,0.02,0.02,0.06,0.23,0.03,0.01,0.0
1944-09-30,0.24,0.44,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.07,0.01,0.0,0.0
1944-10-31,0.52,0.68,0.2,0.51,0.11,0.11,0.01,0.0,0.0,0.0,0.02,0.02,0.04,0.31,0.03,0.05,0.06
1944-11-30,2.34,3.2,2.17,13.96,3.08,3.03,0.23,10.55,0.74,0.74,0.96,0.79,2.14,19.01,1.84,4.27,4.21
1944-12-31,2.13,2.85,2.18,12.39,2.74,8.06,0.6,8.11,0.57,0.57,1.0,0.51,1.39,15.59,1.49,3.89,3.4
1945-01-31,1.94,2.51,1.54,8.91,1.97,7.22,0.54,4.42,0.31,0.31,0.83,0.36,0.98,12.99,1.22,3.4,2.41
1945-02-28,11.92,18.49,4.91,32.99,7.28,22.55,1.69,63.04,4.41,4.41,6.21,3.02,8.15,102.86,9.67,27.21,15.39
1945-03-31,6.57,8.77,2.07,18.46,4.07,11.31,0.85,38.51,2.7,2.7,2.71,1.64,4.43,47.25,4.5,11.05,3.98
1945-04-30,7.6,9.53,9.7,51.98,11.47,23.23,1.74,13.6,0.95,0.95,2.93,2.02,5.45,48.81,4.76,9.17,2.69
1945-05-31,5.22,5.37,17.63,112.26,24.78,31.56,2.36,4.75,0.33,0.33,1.15,1.84,4.96,32.08,3.22,2.49,0.31
1945-06-30,2.38,2.53,10.45,83.87,18.51,20.81,1.56,2.23,0.16,0.16,0.51,1.0,2.71,16.16,1.64,1.16,0.05
1945-07-31,0.95,1.21,0.5,13.77,3.04,1.7,0.13,0.14,0.01,0.01,0.12,0.2,0.53,2.24,0.25,0.1,0.0
1945-08-31,0.36,0.76,0.01,2.59,0.57,0.6,0.04,0.0,0.0,0.0,0.03,0.04,0.1,0.4,0.05,0.02,0.0
1945-09-30,0.25,0.66,0.01,0.82,0.18,0.36,0.03,0.0,0.0,0.0,0.01,0.01,0.03,0.11,0.01,0.01,0.0
1945-10-31,0.55,1.14,0.73,3.94,0.87,0.24,0.02,0.0,0.0,0.0,0.13,0.1,0.28,2.02,0.2,0.31,0.42
1945-11-30,1.59,2.38,1.71,15.48,3.42,5.12,0.38,4.0,0.28,0.28,0.59,0.51,1.39,12.01,1.17,2.67,2.72
1945-12-31,10.19,13.05,3.5,24.52,5.41,18.02,1.35,42.5,2.98,2.98,5.42,2.8,7.57,92.49,8.71,24.4,17.44
1946-01-31,6.97,7.9,1.72,19.06,4.21,12.19,0.91,16.91,1.18,1.18,3.17,1.3,3.52,48.05,4.51,12.83,6.48
1946-02-28,3.54,4.45,1.37,11.28,2.49,6.82,0.51,8.2,0.57,0.57,1.31,0.82,2.21,23.8,2.26,5.97,2.21
1946-03-31,7.05,8.29,3.96,27.5,6.07,15.29,1.14,17.72,1.24,1.24,3.28,1.92,5.18,54.61,5.23,12.18,4.16
1946-04-30,8.32,9.44,12.66,72.08,15.91,25.84,1.93,15.16,1.06,1.06,2.75,2.45,6.62,53.1,5.22,8.24,2.18
1946-05-31,4.88,4.88,19.24,113.72,25.1,28.31,2.12,3.66,0.26,0.26,1.01,1.72,4.63,29.58,2.97,2.26,0.22
1946-06-30,1.75,2.19,5.06,45.74,10.09,9.3,0.7,1.57,0.11,0.11,0.29,0.54,1.47,8.37,0.86,0.59,0.02
1946-07-31,0.84,1.27,0.2,5.07,1.12,0.8,0.06,0.42,0.03,0.03,0.11,0.16,0.43,1.81,0.2,0.07,0.0
1946-08-31,0.41,0.74,0.02,0.63,0.14,0.27,0.02,0.1,0.01,0.01,0.03,0.03,0.08,0.37,0.04,0.02,0.0
1946-09-30,0.33,0.62,0.01,0.4,0.09,0.16,0.01,0.0,0.0,0.0,0.01,0.02,0.04,0.17,0.02,0.01,0.0
1946-10-31,1.68,0.92,0.02,1.78,0.39,0.0,0.0,0.23,0.02,0.02,0.07,0.08,0.21,1.28,0.13,0.18,0.24
1946-11-30,2.15,2.77,0.53,8.45,1.86,0.71,0.05,5.49,0.38,0.38,0.34,0.42,1.13,8.42,0.83,1.65,1.66
1946-12-31,1.84,2.61,1.19,7.45,1.64,3.39,0.25,5.6,0.39,0.39,0.59,0.39,1.05,10.06,0.97,2.09,1.76
1947-01-31,1.18,1.89,0.9,4.27,0.94,2.56,0.19,3.24,0.23,0.23,0.34,0.26,0.7,6.79,0.65,1.45,1.04
1947-02-28,2.62,3.64,1.64,11.55,2.55,5.73,0.43,9.39,0.66,0.66,1.11,0.69,1.87,19.12,1.83,4.11,2.69
1947-03-31,3.46,6.52,3.62,23.93,5.28,10.41,0.78,15.1,1.06,1.06,1.99,1.47,3.97,35.77,3.47,7.05,3.1
1947-04-30,2.97,4.4,8.14,51.67,11.4,10.63,0.79,5.31,0.37,0.37,1.4,1.43,3.86,25.48,2.59,3.12,0.88
1947-05-31,1.16,1.67,10.97,88.39,19.51,8.28,0.62,1.23,0.09,0.09,0.2,0.6,1.63,8.33,0.87,0.53,0.05
1947-06-30,0.56,1.17,1.48,19.82,4.37,0.55,0.04,0.58,0.04,0.04,0.12,0.21,0.56,2.44,0.27,0.14,0.0
1947-07-31,0.29,0.59,0.05,1.08,0.24,0.19,0.01,0.0,0.0,0.0,0.01,0.03,0.08,0.27,0.03,0.01,0.0
1947-08-31,0.16,0.45,0.01,0.52,0.11,0.14,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.05,0.01,0.0,0.0
1947-09-30,0.18,0.31,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-0.0,-0.0,0.0,0.0,0.0,0.0
1947-10-31,1.37,1.03,1.24,6.89,1.52,0.15,0.01,0.0,0.0,0.0,0.17,0.09,0.25,2.05,0.21,0.31,0.42
1947-11-30,0.56,1.11,1.07,5.04,1.11,1.93,0.14,1.08,0.08,0.08,0.21,0.12,0.34,2.92,0.29,0.55,0.66
1947-12-31,0.46,0.97,0.51,3.45,0.76,1.53,0.11,1.29,0.09,0.09,0.14,0.11,0.29,2.47,0.24,0.57,0.55
1948-01-31,1.03,1.51,3.28,9.72,2.14,7.43,0.56,2.05,0.14,0.14,0.65,0.21,0.57,7.42,0.71,1.78,1.58
1948-02-29,1.16,1.5,1.16,4.75,1.05,3.79,0.28,3.67,0.26,0.26,0.8,0.19,0.52,7.86,0.75,1.89,1.67
1948-03-31,2.48,4.26,1.49,9.31,2.06,6.22,0.46,22.22,1.56,1.56,1.76,0.86,2.33,28.24,2.67,7.08,5.05
1948-04-30,9.07,12.28,4.85,38.06,8.4,22.43,1.68,35.01,2.45,2.45,6.08,2.29,6.2,81.47,7.72,20.19,10.37
1948-05-31,9.19,10.63,15.83,104.22,23.0,32.06,2.4,8.79,0.62,0.62,2.73,2.92,7.89,62.21,6.09,10.84,3.31
1948-06-30,4.28,4.44,16.52,104.54,23.07,22.77,1.7,2.71,0.19,0.19,0.54,1.54,4.17,24.05,2.44,1.76,0.17
1948-07-31,0.89,1.59,0.84,14.93,3.29,1.35,0.1,0.32,0.02,0.02,0.13,0.3,0.82,3.81,0.41,0.23,0.01
1948-08-31,0.45,0.9,0.03,2.07,0.46,0.34,0.03,0.0,0.0,0.0,0.06,0.06,0.15,0.65,0.07,0.03,0.0
1948-09-30,0.22,0.54,0.01,1.12,0.25,0.41,0.03,0.0,0.0,0.0,0.02,0.02,0.05,0.22,0.03,0.01,0.0
1948-10-31,0.29,0.68,0.0,0.89,0.2,0.07,0.01,0.0,0.0,0.0,0.06,0.02,0.07,0.56,0.06,0.08,0.11
1948-11-30,0.39,0.81,0.15,2.32,0.51,0.0,0.0,0.3,0.02,0.02,0.11,0.1,0.28,1.99,0.2,0.32,0.42
1948-12-31,0.77,1.49,0.13,3.6,0.79,0.0,0.0,2.51,0.18,0.18,0.3,0.22,0.59,5.02,0.49,1.06,1.1
1949-01-31,0.74,1.24,0.21,2.58,0.57,0.74,0.06,3.74,0.26,0.26,0.33,0.27,0.73,6.84,0.66,1.6,1.43
1949-02-28,1.34,2.25,0.3,2.56,0.57,0.87,0.07,10.05,0.7,0.7,0.84,0.49,1.32,14.14,1.35,3.35,2.83
1949-03-31,6.03,8.5,0.54,15.31,3.38,8.18,0.61,47.02,3.29,3.29,3.53,2.48,6.69,71.6,6.78,17.71,10.33
1949-04-30,7.12,9.66,10.0,64.48,14.23,30.67,2.29,8.33,0.58,0.58,3.73,1.91,5.16,52.27,5.07,10.67,3.7
1949-05-31,5.82,6.79,17.46,118.74,26.21,23.14,1.73,2.52,0.18,0.18,0.82,2.08,5.61,33.93,3.41,3.44,0.7
1949-06-30,1.8,2.23,5.21,48.06,10.61,6.59,0.49,1.21,0.08,0.08,0.19,0.59,1.61,8.56,0.88,0.59,0.03
1949-07-31,0.46,0.97,0.12,2.49,0.55,0.15,0.01,0.14,0.01,0.01,0.05,0.12,0.32,1.2,0.14,0.05,0.0
1949-08-31,0.28,0.59,0.01,1.67,0.37,0.25,0.02,0.0,0.0,0.0,0.02,0.02,0.07,0.27,0.03,0.01,0.0
1949-09-30,0.29,0.5,0.0,0.61,0.14,0.21,0.02,0.0,0.0,0.0,0.02,0.02,0.04,0.19,0.02,0.01,0.0
1949-10-31,0.26,0.62,0.01,0.57,0.13,0.09,0.01,0.0,0.0,0.0,0.04,0.02,0.06,0.5,0.05,0.07,0.1
1949-11-30,0.51,1.01,0.11,1.75,0.39,0.21,0.02,0.8,0.06,0.06,0.13,0.12,0.31,2.33,0.23,0.38,0.49
1949-12-31,0.52,0.92,0.08,2.23,0.49,0.0,0.0,1.23,0.09,0.09,0.11,0.11,0.31,2.36,0.23,0.45,0.54
1950-01-31,3.31,4.82,1.65,13.84,3.05,4.39,0.33,31.28,2.19,2.19,2.44,1.06,2.87,34.08,3.25,8.4,7.28
1950-02-28,7.01,9.16,2.25,18.16,4.01,13.15,0.98,38.83,2.72,2.72,3.53,1.75,4.72,59.2,5.56,15.62,9.91
1950-03-31,6.9,8.18,3.06,21.84,4.82,15.16,1.13,17.05,1.19,1.19,3.33,1.38,3.72,48.42,4.57,12.41,5.8
1950-04-30,12.5,15.0,10.96,68.31,15.08,35.71,2.67,20.64,1.44,1.44,4.81,2.87,7.74,76.57,7.4,16.16,5.37
1950-05-31,6.54,6.79,21.43,119.38,26.35,34.9,2.61,5.75,0.4,0.4,1.21,2.2,5.94,38.08,3.81,3.25,0.47
1950-06-30,2.73,2.47,12.62,83.16,18.35,20.47,1.53,1.88,0.13,0.13,0.29,0.77,2.08,11.88,1.21,0.85,0.04
1950-07-31,0.99,1.47,0.73,11.94,2.64,1.49,0.11,0.22,0.02,0.02,0.1,0.18,0.47,2.06,0.23,0.1,0.0
1950-08-31,0.28,0.68,0.02,1.4,0.31,0.28,0.02,0.28,0.02,0.02,0.05,0.04,0.1,0.46,0.05,0.02,0.0
1950-09-30,0.42,0.52,0.01,1.56,0.34,0.57,0.04,0.22,0.02,0.02,0.03,0.03,0.09,0.4,0.04,0.02,0.0
1950-10-31,0.96,1.26,0.27,4.0,0.88,0.64,0.05,0.78,0.05,0.05,0.2,0.13,0.36,2.86,0.29,0.46,0.62
1950-11-30,13.25,16.06,21.88,88.53,19.54,65.93,4.93,60.13,4.21,4.21,5.83,4.35,11.73,126.43,11.93,33.56,26.72
1950-12-31,22.63,25.88,16.77,98.39,21.72,54.55,4.08,79.18,5.54,5.54,10.15,3.97,10.71,156.31,14.56,44.29,25.14
1951-01-31,11.52,13.44,3.08,36.75,8.11,14.5,1.08,56.96,3.99,3.99,6.33,3.63,9.81,114.64,10.81,30.12,11.57
1951-02-28,9.54,10.49,2.81,36.83,8.13,11.09,0.83,29.63,2.07,2.07,4.47,2.52,6.79,72.64,6.95,15.67,4.83
1951-03-31,9.97,12.37,3.57,37.95,8.38,11.57,0.86,44.07,3.08,3.08,4.8,3.18,8.58,78.68,7.66,13.09,3.43
1951-04-30,6.36,7.19,9.62,58.67,12.95,18.88,1.41,8.82,0.62,0.62,1.67,1.98,5.34,38.12,3.79,3.12,0.39
1951-05-31,6.39,7.41,11.44,76.42,16.87,25.48,1.9,9.09,0.64,0.64,1.89,1.94,5.24,38.12,3.79,2.97,0.2
1951-06-30,2.36,3.02,2.52,31.18,6.88,6.49,0.49,2.54,0.18,0.18,0.44,0.56,1.5,9.22,0.94,0.67,0.03
1951-07-31,1.39,1.96,0.11,4.38,0.97,1.04,0.08,0.95,0.07,0.07,0.2,0.26,0.7,3.14,0.35,0.13,0.0
1951-08-31,0.98,1.19,0.01,0.86,0.19,0.36,0.03,0.0,0.0,0.0,0.1,0.1,0.27,1.29,0.14,0.06,0.0
1951-09-30,0.52,0.74,0.01,0.99,0.22,0.49,0.04,0.16,0.01,0.01,0.06,0.07,0.19,0.89,0.1,0.04,0.0
1951-10-31,0.93,1.24,0.01,0.68,0.15,0.16,0.01,0.25,0.02,0.02,0.21,0.16,0.43,3.34,0.33,0.54,0.72
1951-11-30,1.58,2.18,0.57,4.68,1.03,0.68,0.05,3.22,0.23,0.23,0.59,0.3,0.82,8.05,0.78,1.56,1.87
1951-12-31,6.94,8.71,0.86,18.31,4.04,5.82,0.43,37.05,2.59,2.59,3.08,1.62,4.36,49.89,4.74,13.01,11.46
1952-01-31,10.49,15.95,0.89,22.72,5.02,16.04,1.2,103.39,7.24,7.24,4.51,4.06,10.95,121.41,11.33,34.06,23.08
1952-02-29,13.53,15.36,1.39,24.22,5.35,19.73,1.47,41.91,2.93,2.93,9.12,1.87,5.06,101.18,9.43,28.72,15.47
1952-03-31,12.75,17.33,1.72,25.62,5.66,19.29,1.44,90.97,6.37,6.37,6.0,3.55,9.58,112.02,10.54,29.75,11.81
1952-04-30,23.05,26.36,11.23,76.64,16.92,50.6,3.78,24.85,1.74,1.74,9.28,3.6,9.72,118.13,11.31,25.86,8.06
1952-05-31,21.61,22.62,30.44,161.77,35.71,67.25,5.03,12.43,0.87,0.87,2.53,5.07,13.69,95.23,9.37,10.99,2.19
