,I_DCC010,I_FRMDW,I_MFA036,I_RUB047,I_LRB004,I_HHOLE,I_LOONL,I_SFR006,I_GERLE,I_STMPY,I_PLC007,I_NLC003,I_SLC003,I_LNG012,I_RUB002,I_NMA003,I_MFA025,I_MFA023,I_MFA001,I_ALOHA,I_PYR001,I_CAPLS,I_SILVR,I_LKVLY,I_NNA013,I_NFA054,I_CYN009,I_NFA022,I_NFA016,I_SFA066,I_SFA076,I_SLF009,I_ALD004,I_ALD002,I_PLM001,I_UNVLY,I_ICEHS,I_SLV006,I_SLV015,I_BSH003,I_SFA040,I_RCK001,I_SFA030,I_WBR001,I_FOLSM,I_ECHOL
2004-04-30,6.9,21.75,5.82,15.12,3.71,34.9,5.17,7.5,11.2,1.55,0.61,0.89,1.82,0.76,0,19.12,3.25,0.56,8.52,1.79,2.88,4.9,7.06,2.01,2.07,42.11,0.29,23.35,1.65,16.48,9.67,11.05,3.58,0.64,0.7,28.16,11.48,2.83,3.97,0.89,4.67,1.51,4.2,1.47,0.0,2.2
2004-05-31,4.06,16.89,2.74,18.42,4.89,36.47,2.92,3.65,5.45,0.56,0.22,0.28,0.53,0.94,0,8.5,0.0,0.0,5.26,2.76,4.42,7.4,7.31,1.19,1.22,31.03,0.21,17.8,1.26,15.81,9.28,10.6,1.91,0.34,0.21,23.74,9.93,2.09,2.93,0.66,0.0,1.09,1.88,0.44,0.0,3.16
2004-06-30,0.49,4.79,1.26,7.39,2.81,10.86,0.62,0.78,1.17,0.06,0.02,0.06,0.1,0.18,0,2.35,0.52,0.09,2.02,1.35,2.17,3.56,1.81,0.11,0.11,8.78,0.06,5.49,0.39,5.04,2.96,3.38,0.32,0.06,0.04,6.41,3.46,0.89,1.25,0.28,0.72,0.68,3.1,0.09,0.0,1.68
2004-07-31,0.12,0.98,0.8,1.57,0.0,2.73,0.61,0.27,0.4,0.38,0.15,0.01,0.02,0.03,0,1.43,0.0,0.0,0.32,0.4,0.64,0.94,0.0,0.0,0.0,2.41,0.02,1.56,0.11,1.17,0.69,0.78,0.06,0.01,0.01,1.06,0.67,0.61,0.86,0.19,1.89,0.49,2.88,0.06,0.0,0.67
2004-08-31,0.06,0.0,0.54,0.28,0.1,1.59,0.34,0.21,0.31,0.24,0.09,0.0,0.01,0.0,0,0.37,0.32,0.06,0.28,0.05,0.08,0.1,0.0,0.0,0.0,1.21,0.01,0.79,0.06,0.25,0.15,0.17,0.01,0.0,0.01,0.17,0.25,0.16,0.22,0.05,2.74,0.41,2.82,0.0,0.0,0.35
2004-09-30,0.05,0.0,0.0,0.25,0.07,1.08,0.08,0.04,0.06,0.03,0.01,0.0,0.0,0.01,0,0.33,0.99,0.17,0.22,0.03,0.05,0.08,0.0,0.0,0.0,0.92,0.01,0.59,0.04,0.24,0.14,0.16,0.01,0.0,0.02,0.16,0.25,0.17,0.24,0.05,3.05,0.4,3.86,0.01,0.0,0.34
2004-10-31,0.29,0.81,0.94,1.57,0.36,3.06,1.08,0.21,0.31,0.8,0.32,0.02,0.04,0.34,0,1.84,2.59,0.45,1.06,0.26,0.41,0.52,0.18,0.13,0.13,3.55,0.02,2.05,0.15,0.79,0.46,0.53,0.1,0.02,0.03,1.29,0.73,0.43,0.6,0.14,5.23,0.93,1.84,1.04,0.44,0.51
2004-11-30,0.49,0.23,1.22,1.86,0.6,3.66,0.6,0.41,0.61,0.59,0.24,0.06,0.11,0.33,0,3.05,1.13,0.19,1.0,0.31,0.49,0.42,0.36,0.0,0.0,5.0,0.03,3.25,0.23,1.04,0.61,0.7,0.26,0.05,0.06,2.54,1.12,0.57,0.8,0.18,3.25,1.34,2.05,1.13,2.2,0.47
2004-12-31,1.14,2.48,2.55,2.39,0.52,6.15,1.64,0.96,1.43,0.91,0.36,0.12,0.22,1.14,0,4.99,6.29,1.08,2.48,0.36,0.58,0.39,0.54,0.08,0.09,15.96,0.11,10.22,0.72,1.47,0.86,0.99,0.4,0.07,0.18,3.36,1.29,1.03,1.45,0.33,8.2,4.01,5.02,3.94,23.92,0.46
2005-01-31,1.04,4.06,5.67,3.8,0.52,8.72,2.06,1.69,2.52,1.83,0.73,0.28,0.5,2.81,0,10.67,22.5,3.88,5.88,0.48,0.77,0.64,0.9,0.0,0.0,37.42,0.25,24.39,1.73,2.92,1.71,1.96,1.2,0.22,0.62,6.9,1.72,2.42,3.4,0.76,19.67,10.99,11.1,10.74,48.36,0.56
2005-02-28,1.54,5.86,7.45,4.56,0.33,9.41,1.16,2.81,4.2,2.14,0.85,0.48,0.86,1.51,0,20.55,12.33,2.12,5.51,0.55,0.87,0.79,0.72,0.51,0.53,51.29,0.35,32.39,2.29,4.33,2.54,2.9,1.99,0.36,1.12,10.0,1.93,3.96,5.56,1.25,16.56,5.18,7.0,10.82,0.0,0.62
2005-03-31,3.42,14.99,13.54,7.25,1.1,20.6,3.35,5.63,8.41,8.21,3.26,1.31,2.04,3.29,0,48.1,23.47,4.04,11.88,0.89,1.43,1.24,1.78,1.01,1.04,124.74,0.85,79.22,5.61,9.47,5.56,6.35,5.17,0.93,2.77,23.11,4.29,10.37,14.56,3.27,16.78,15.17,18.28,23.46,0.0,0.79
2005-04-30,5.12,20.22,14.51,9.61,1.95,29.91,4.46,8.27,12.35,5.58,2.21,1.99,2.98,1.36,0,67.2,0.0,0.0,8.69,1.11,1.78,1.85,3.43,1.21,1.25,81.28,0.55,50.51,3.58,16.8,9.86,11.26,7.81,1.4,2.44,33.53,7.63,10.79,15.15,3.41,4.33,8.39,10.59,16.13,0.0,1.02
2005-05-31,18.57,59.38,13.4,39.37,6.72,108.05,11.36,17.03,25.44,5.3,2.1,2.12,4.35,5.49,0,67.16,8.79,1.51,24.35,4.5,7.22,12.29,17.29,1.18,1.22,124.8,0.85,78.92,5.59,51.77,30.38,34.71,13.19,2.36,2.73,81.74,30.3,12.59,17.67,3.98,25.96,7.77,0.0,9.31,0.0,5.04
2005-06-30,6.39,25.62,4.49,31.82,7.08,45.8,3.94,5.54,8.28,2.23,0.89,0.53,1.25,1.63,0,14.89,3.6,0.62,10.12,4.61,7.4,12.81,11.6,0.63,0.65,46.74,0.32,29.17,2.07,31.9,18.72,21.39,3.58,0.64,0.38,41.22,19.26,4.7,6.6,1.48,20.04,4.24,0.0,1.08,0.0,5.24
2005-07-31,0.55,5.5,2.42,10.68,2.19,10.16,0.95,0.64,0.96,0.97,0.39,0.1,0.17,0.33,0,5.48,0.0,0.0,1.22,1.97,3.16,5.36,2.49,0.09,0.09,10.19,0.07,6.47,0.46,8.42,4.94,5.65,0.52,0.09,0.07,8.84,5.0,2.36,3.31,0.75,0.14,2.06,4.54,0.2,4.48,2.37
2005-08-31,0.12,1.23,1.23,1.23,0.0,1.82,0.14,0.03,0.04,0.47,0.18,0.02,0.03,0.09,0,1.96,0.0,0.0,0.0,0.29,0.47,0.69,0.0,0.0,0.0,3.23,0.02,2.11,0.15,1.24,0.73,0.83,0.08,0.01,0.02,0.83,0.66,0.96,1.35,0.3,2.62,1.43,3.1,0.12,2.0,0.58
2005-09-30,0.07,0.46,0.85,0.71,0.09,1.12,0.2,0.04,0.06,0.16,0.06,0.01,0.02,0.04,0,1.2,0.32,0.06,0.34,0.09,0.15,0.23,0.0,0.0,0.0,2.28,0.02,1.47,0.1,0.79,0.46,0.53,0.05,0.01,0.07,0.52,0.13,0.83,1.17,0.26,1.84,1.23,2.04,0.13,0.0,0.4
2005-10-31,0.09,0.46,0.85,1.01,0.08,0.0,0.23,0.0,0.0,0.48,0.19,0.02,0.03,0.03,0,1.26,1.69,0.29,0.43,0.16,0.26,0.33,0.0,0.12,0.12,2.57,0.02,1.44,0.1,0.6,0.35,0.4,0.07,0.01,0.02,0.85,0.27,0.38,0.53,0.12,4.48,1.25,2.42,0.22,0.0,0.44
2005-11-30,0.36,0.22,1.03,1.76,0.12,6.1,0.59,0.22,0.33,0.65,0.26,0.03,0.05,0.12,0,2.19,0.0,0.0,0.47,0.28,0.45,0.58,0.15,0.12,0.13,3.58,0.02,2.09,0.15,0.97,0.57,0.65,0.13,0.02,0.03,1.84,1.08,0.31,0.44,0.1,4.98,1.55,1.7,0.57,0.0,0.53
2005-12-31,15.21,45.02,12.93,18.95,4.1,87.54,8.38,14.14,21.12,8.14,3.23,1.8,3.25,6.3,0,74.23,28.96,4.99,21.93,2.46,3.95,3.22,5.02,2.18,2.24,126.46,0.86,77.98,5.52,16.54,9.71,11.09,7.62,1.37,4.38,39.15,14.15,13.45,18.88,4.25,32.06,14.71,14.4,36.36,23.46,1.55
2006-01-31,5.05,19.31,13.75,10.8,1.84,29.5,2.91,6.15,9.19,7.35,2.92,1.82,3.27,3.02,0,77.78,8.08,1.39,12.37,1.23,1.98,1.8,2.58,0.41,0.42,84.78,0.58,54.41,3.85,16.03,9.41,10.75,8.78,1.57,3.78,36.62,7.49,15.8,22.18,4.99,0.0,15.32,9.67,31.87,53.32,1.0
2006-02-28,5.53,19.82,11.63,7.26,1.15,35.51,3.75,6.99,10.44,4.2,1.67,1.31,2.36,2.62,0,54.17,12.73,2.19,11.19,0.84,1.35,1.34,2.14,0.6,0.62,69.75,0.47,44.24,3.13,14.24,8.36,9.55,6.65,1.19,1.8,26.84,7.0,8.35,11.72,2.64,12.82,11.1,7.07,23.94,12.3,0.83
2006-03-31,2.74,13.68,13.6,7.73,1.4,21.0,2.56,4.04,6.03,5.01,1.99,0.93,1.68,6.56,0,33.75,38.91,6.71,10.67,0.74,1.19,2.03,1.99,0.12,0.13,86.17,0.59,55.89,3.96,13.6,7.98,9.12,4.8,0.86,1.46,22.43,5.7,5.47,7.68,1.73,46.52,24.59,17.06,26.86,129.6,1.09
2006-04-30,6.97,35.66,31.37,19.11,2.96,49.41,6.14,13.77,20.57,19.23,7.63,1.33,2.39,13.06,0,43.0,136.53,23.53,27.99,2.04,3.27,5.4,4.89,0.57,0.59,167.72,1.14,108.13,7.66,29.29,17.19,19.64,8.23,1.48,1.95,44.45,12.24,9.42,13.22,2.97,117.09,35.49,29.46,16.51,133.98,2.39
2006-05-31,15.0,58.48,13.84,43.41,8.73,86.06,8.03,14.89,22.24,6.69,2.65,1.29,2.33,5.12,0,37.49,37.27,6.42,22.76,5.34,8.57,15.24,18.54,0.41,0.42,106.13,0.72,68.33,4.84,52.53,30.83,35.22,9.63,1.73,1.08,74.14,29.82,9.62,13.5,3.04,34.28,8.05,2.37,3.57,0.0,6.18
2006-06-30,3.64,20.47,2.77,30.97,6.63,45.39,1.85,2.99,4.47,1.93,0.77,0.39,0.71,1.08,0,12.31,0.0,0.0,6.06,4.7,7.55,13.18,13.94,0.6,0.62,31.91,0.22,19.57,1.39,28.41,16.67,19.05,2.45,0.44,0.24,35.45,15.22,5.56,7.81,1.76,0.0,4.52,0.0,0.7,0.44,5.39
2006-07-31,0.27,3.95,1.46,8.53,1.54,9.18,0.69,0.29,0.43,1.15,0.45,0.08,0.15,0.27,0,5.64,0.58,0.1,2.1,1.77,2.83,4.55,1.74,0.0,0.0,7.43,0.05,4.85,0.34,6.97,4.09,4.67,0.39,0.07,0.07,6.36,4.14,2.61,3.66,0.82,0.0,2.51,4.06,0.24,0.0,2.06
2006-08-31,0.11,0.81,0.84,1.51,0.07,1.79,0.0,1.54,2.3,0.54,0.21,0.02,0.04,0.09,0,2.62,0.0,0.0,0.0,0.31,0.5,0.74,0.0,0.0,0.0,3.31,0.02,2.17,0.15,1.63,0.96,1.09,0.1,0.02,0.05,1.04,0.8,1.32,1.85,0.42,1.08,1.5,4.84,0.21,0.0,0.6
2006-09-30,0.07,1.27,0.0,0.63,0.09,0.07,0.0,1.17,1.75,0.37,0.15,0.01,0.02,0.04,0,1.13,0.76,0.13,0.47,0.08,0.13,0.2,0.0,0.0,0.0,2.35,0.02,1.53,0.11,0.74,0.43,0.5,0.05,0.01,0.07,0.48,0.2,0.74,1.04,0.23,2.23,1.12,3.44,0.15,0.0,0.39
2006-10-31,0.08,0.0,0.23,0.96,0.08,0.0,0.0,0.0,0.0,0.54,0.22,0.01,0.02,0.0,0,0.84,4.77,0.82,0.52,0.17,0.27,0.33,0.0,0.02,0.02,2.97,0.02,1.89,0.13,0.4,0.23,0.27,0.04,0.01,0.01,0.78,0.65,0.07,0.1,0.02,5.4,1.16,2.41,0.0,0.0,0.44
2006-11-30,0.34,0.04,0.96,3.0,0.87,5.04,0.86,0.23,0.34,0.73,0.29,0.1,0.18,0.13,0,4.57,1.25,0.22,1.15,0.47,0.76,0.54,0.38,0.1,0.11,3.95,0.03,2.37,0.17,1.57,0.92,1.05,0.41,0.07,0.19,3.99,1.89,0.82,1.15,0.26,4.84,1.49,2.77,0.63,0.0,0.52
2006-12-31,1.46,2.24,2.52,2.84,1.0,9.19,1.68,0.92,1.37,1.15,0.46,0.2,0.36,0.59,0,9.05,2.05,0.35,2.24,0.37,0.6,0.52,0.44,0.34,0.35,13.43,0.09,8.06,0.57,2.15,1.26,1.44,0.78,0.14,0.41,5.38,1.9,1.46,2.05,0.46,7.1,2.7,4.35,2.09,2.89,0.51
2007-01-31,1.33,2.49,3.75,2.19,0.3,6.04,0.8,1.16,1.73,0.94,0.37,0.22,0.4,0.36,0,10.36,1.77,0.31,2.07,0.3,0.49,0.4,0.28,0.15,0.15,11.84,0.08,7.41,0.52,2.31,1.36,1.55,0.98,0.18,0.65,5.93,1.5,2.1,2.95,0.66,2.9,2.76,2.98,2.15,0.0,0.46
2007-02-28,4.28,8.8,6.26,3.21,1.0,14.66,3.11,3.46,5.17,1.83,0.73,0.35,0.63,1.93,0,16.52,13.25,2.28,5.25,0.39,0.63,0.56,1.07,0.96,0.98,39.01,0.27,23.48,1.66,3.82,2.24,2.56,1.66,0.3,0.63,9.59,2.91,2.95,4.14,0.93,9.52,7.63,7.31,6.7,29.9,0.53
2007-03-31,4.4,13.12,8.43,6.8,1.64,24.18,2.83,5.17,7.72,1.9,0.76,0.73,1.06,1.63,0,25.31,11.19,1.93,7.13,0.8,1.29,1.67,2.68,0.58,0.59,40.3,0.27,25.1,1.78,9.5,5.58,6.37,3.05,0.55,0.86,18.73,5.58,3.63,5.1,1.15,15.02,4.37,7.42,4.66,0.0,0.95
2007-04-30,4.04,12.77,4.96,12.42,2.68,26.07,3.51,4.51,6.74,1.32,0.53,0.49,0.92,1.29,0,12.82,6.4,1.1,6.16,1.51,2.42,4.18,5.23,1.12,1.15,31.42,0.21,18.2,1.29,12.87,7.55,8.63,2.42,0.43,0.41,21.58,8.8,1.8,2.53,0.57,10.25,2.77,6.66,1.05,0.0,1.92
2007-05-31,2.7,12.44,3.92,17.26,3.9,25.4,2.03,2.86,4.27,0.93,0.37,0.26,0.54,0.8,0,7.2,5.94,1.02,5.51,2.65,4.25,7.05,6.06,0.84,0.86,26.56,0.18,15.6,1.1,14.22,8.35,9.53,1.56,0.28,0.17,21.35,9.75,1.39,1.95,0.44,3.55,1.89,6.99,0.35,0.0,3.03
2007-06-30,0.31,2.18,1.35,5.47,0.84,5.39,0.57,0.34,0.51,0.35,0.14,0.04,0.06,0.12,0,1.66,3.83,0.66,1.43,1.01,1.62,2.69,0.53,0.02,0.02,5.98,0.04,3.86,0.27,3.78,2.22,2.53,0.2,0.04,0.02,4.48,2.22,0.71,1.0,0.22,1.8,1.15,4.51,0.06,0.0,1.35
2007-07-31,0.09,0.43,0.61,1.21,0.05,1.17,0.32,0.02,0.03,0.37,0.15,0.01,0.02,0.0,0,0.84,2.64,0.45,0.51,0.31,0.49,0.72,0.0,0.0,0.0,2.21,0.02,1.44,0.1,0.81,0.48,0.54,0.04,0.01,0.01,0.82,0.43,0.34,0.48,0.11,2.38,0.79,5.06,0.01,0.0,0.59
2007-08-31,0.04,0.0,0.0,0.45,0.07,1.17,0.09,0.03,0.04,0.0,0.0,0.0,0.01,0.0,0,0.54,1.52,0.26,0.25,0.11,0.18,0.26,0.0,0.0,0.0,1.31,0.01,0.85,0.06,0.35,0.21,0.23,0.02,0.0,0.01,0.27,0.19,0.28,0.39,0.09,1.34,0.45,5.52,0.0,0.0,0.41
2007-09-30,0.05,0.0,0.0,0.38,0.07,0.95,0.23,0.06,0.09,0.36,0.14,0.0,0.01,0.01,0,0.48,1.92,0.33,0.31,0.06,0.09,0.13,0.0,0.0,0.0,1.27,0.01,0.83,0.06,0.34,0.2,0.23,0.02,0.0,0.02,0.24,0.13,0.33,0.46,0.1,1.44,0.54,3.99,0.03,0.0,0.36
2007-10-31,0.16,0.72,0.36,1.15,0.22,1.16,0.23,0.01,0.01,0.57,0.22,0.01,0.02,0.08,0,1.0,2.04,0.35,1.62,0.2,0.33,0.39,0.0,0.01,0.01,2.56,0.02,1.65,0.12,0.48,0.28,0.32,0.06,0.01,0.01,1.01,1.54,0.0,0.0,0.0,3.84,0.77,5.03,0.17,0.0,0.46
2007-11-30,0.13,0.87,0.45,0.92,0.22,1.96,0.0,0.01,0.01,0.43,0.17,0.03,0.06,0.06,0,1.38,1.19,0.21,1.13,0.16,0.25,0.16,0.0,0.11,0.11,2.38,0.02,1.33,0.09,0.51,0.3,0.34,0.1,0.02,0.03,1.15,0.55,0.24,0.34,0.08,2.43,0.79,3.76,0.2,0.0,0.37
2007-12-31,0.21,1.24,0.66,1.26,0.16,2.85,0.61,0.11,0.16,0.74,0.29,0.04,0.08,0.37,0,1.96,1.86,0.32,1.8,0.21,0.33,0.22,0.1,0.15,0.15,5.79,0.04,3.47,0.25,0.67,0.39,0.45,0.16,0.03,0.09,1.65,0.67,0.37,0.52,0.12,3.53,1.59,3.76,0.75,1.46,0.4
2008-01-31,0.7,2.86,1.71,1.94,0.48,5.67,1.63,0.43,0.64,0.95,0.38,0.11,0.21,1.06,0,5.03,4.93,0.85,4.49,0.25,0.4,0.35,0.4,0.31,0.32,17.71,0.12,10.9,0.77,1.33,0.78,0.89,0.45,0.08,0.23,3.35,1.27,0.83,1.17,0.26,7.6,3.59,5.8,2.52,17.18,0.45
2008-02-29,0.64,3.25,2.4,2.1,0.4,6.2,0.98,0.7,1.05,1.15,0.46,0.16,0.3,1.07,0,7.62,5.95,1.03,5.41,0.27,0.44,0.38,0.5,0.14,0.14,23.0,0.16,14.7,1.04,1.67,0.98,1.12,0.7,0.13,0.43,4.49,1.14,1.44,2.02,0.45,6.75,4.99,7.9,3.28,17.31,0.46
2008-03-31,2.59,8.31,5.74,4.38,1.0,15.29,2.07,3.4,5.08,1.73,0.69,0.46,0.83,0.81,0,21.97,3.91,0.67,6.89,0.56,0.9,0.78,0.99,1.0,1.02,29.26,0.2,17.04,1.21,5.04,2.96,3.38,2.15,0.39,1.01,12.69,2.4,4.56,6.4,1.44,1.75,2.09,6.16,4.28,0.0,0.61
2008-04-30,5.47,16.0,7.91,9.09,3.23,27.44,3.48,6.22,9.29,1.81,0.72,0.85,1.31,0.85,0,31.39,0.0,0.0,0.0,1.08,1.74,2.23,4.36,1.75,1.8,36.55,0.25,20.26,1.43,11.94,7.01,8.0,3.91,0.7,1.15,24.35,7.09,4.68,6.57,1.48,0.0,1.07,1.29,2.65,0.0,1.17
2008-05-31,7.26,22.37,3.95,22.44,7.57,40.54,2.2,4.94,7.38,0.61,0.24,0.46,0.96,1.47,0,14.16,2.25,0.39,9.58,2.97,4.76,8.38,9.47,2.38,2.44,45.21,0.31,24.64,1.74,20.53,12.05,13.76,2.99,0.54,0.33,32.79,13.59,2.34,3.28,0.74,0.0,0.82,0.0,0.63,0.0,3.54
2008-06-30,0.87,6.45,1.61,9.87,1.91,13.47,0.16,0.64,0.96,0.38,0.15,0.08,0.14,0.21,0,2.81,0.0,0.0,0.0,1.77,2.84,4.57,3.0,0.27,0.28,9.79,0.07,5.83,0.41,6.64,3.9,4.45,0.45,0.08,0.05,9.28,3.65,1.23,1.73,0.39,0.0,0.53,0.91,0.08,0.0,2.07
2008-07-31,0.12,1.0,0.27,1.67,0.2,1.85,0.51,0.0,0.0,0.13,0.05,0.01,0.02,0.03,0,0.77,0.49,0.08,0.71,0.4,0.65,0.94,0.0,0.02,0.02,2.24,0.02,1.42,0.1,1.05,0.62,0.7,0.05,0.01,0.01,1.09,0.66,0.31,0.44,0.1,0.43,0.32,5.01,0.04,0.0,0.67
2008-08-31,0.04,0.51,0.23,0.54,0.11,0.55,0.21,0.0,0.0,0.03,0.01,0.01,0.01,0.0,0,0.62,0.9,0.16,0.73,0.15,0.24,0.35,0.0,0.0,0.0,1.15,0.01,0.74,0.05,0.42,0.25,0.28,0.02,0.0,0.01,0.35,0.33,0.28,0.39,0.09,0.0,0.23,2.63,0.0,0.0,0.45
2008-09-30,0.03,0.44,0.24,0.54,0.08,0.54,0.0,0.09,0.13,0.08,0.03,0.01,0.01,0.0,0,0.68,0.39,0.07,0.42,0.09,0.15,0.21,0.0,0.0,0.0,0.87,0.01,0.56,0.04,0.46,0.27,0.31,0.02,0.0,0.02,0.33,0.12,0.44,0.62,0.14,0.0,0.18,1.63,0.0,0.0,0.39
2008-10-31,0.08,0.0,0.97,0.96,0.0,1.72,0.22,0.0,0.0,1.12,0.44,0.01,0.02,0.0,0,1.0,0.13,0.02,0.42,0.16,0.26,0.33,0.0,0.05,0.05,1.35,0.01,0.78,0.06,0.48,0.28,0.32,0.05,0.01,0.01,0.75,0.24,0.3,0.42,0.09,1.77,0.29,1.98,0.06,0.0,0.44
2008-11-30,0.56,2.27,1.24,2.51,1.15,5.14,0.79,0.37,0.55,0.44,0.17,0.09,0.16,0.16,0,4.05,2.18,0.38,1.53,0.41,0.66,0.52,0.71,0.23,0.24,5.62,0.04,3.19,0.23,1.2,0.7,0.8,0.32,0.06,0.1,3.25,1.6,0.69,0.97,0.22,1.52,1.47,2.21,0.85,0.0,0.51
2008-12-31,0.25,0.0,2.45,1.37,0.24,3.3,0.7,0.18,0.27,0.61,0.24,0.06,0.11,0.21,0,2.54,0.82,0.14,0.88,0.21,0.33,0.23,0.28,0.12,0.12,5.45,0.04,3.31,0.23,0.77,0.45,0.52,0.26,0.05,0.15,1.99,0.91,0.47,0.66,0.15,3.43,0.82,3.1,0.75,0.0,0.4
2009-01-31,1.85,3.36,5.29,3.46,1.04,10.25,1.2,1.8,2.69,1.24,0.49,0.28,0.5,0.47,0,11.75,1.51,0.26,2.98,0.43,0.7,0.62,0.99,0.3,0.31,15.04,0.1,9.19,0.65,2.66,1.56,1.78,1.06,0.19,0.56,6.56,1.76,2.12,2.98,0.67,2.1,2.38,2.08,3.07,0.0,0.55
2009-02-28,3.4,8.57,0.36,3.42,0.96,14.48,2.47,3.15,4.71,1.97,0.78,0.39,0.7,1.86,0,17.22,19.9,3.43,7.04,0.44,0.7,0.6,0.97,0.95,0.98,41.18,0.28,24.9,1.76,3.45,2.02,2.31,1.79,0.32,1.19,9.04,1.69,3.67,5.15,1.16,4.86,5.95,6.16,8.67,11.55,0.54
2009-03-31,5.08,17.36,7.49,7.0,1.84,25.65,3.58,6.82,10.19,4.58,1.82,0.96,1.72,2.84,0,42.68,31.44,5.42,13.38,0.85,1.37,1.22,2.11,1.3,1.34,69.03,0.47,42.35,3.0,9.87,5.79,6.62,4.75,0.85,1.73,23.17,4.47,8.78,12.33,2.77,11.91,10.07,8.65,16.42,7.38,0.78
2009-04-30,6.58,20.63,11.78,11.93,3.21,33.91,3.51,6.74,10.07,1.89,0.75,1.36,2.16,0.79,0,40.67,0.0,0.0,1.58,1.34,2.15,3.03,5.89,1.37,1.41,48.5,0.33,28.83,2.04,17.12,10.05,11.48,5.72,1.02,1.59,31.17,9.15,6.04,8.48,1.91,0.0,5.25,0.0,5.37,0.0,1.48
2009-05-31,12.64,38.35,0.0,33.16,8.44,72.62,4.47,9.29,13.88,3.08,1.22,1.19,2.63,2.12,0,21.41,26.52,4.57,17.7,4.38,7.03,12.49,14.19,0.89,0.92,80.84,0.55,50.87,3.6,33.26,19.52,22.3,5.07,0.91,0.56,49.28,20.51,4.89,6.86,1.54,6.29,5.63,5.12,2.21,0.0,5.12
2009-06-30,0.76,6.72,3.01,10.94,3.27,13.77,0.06,0.85,1.27,1.06,0.42,0.1,0.18,0.3,0,3.8,2.75,0.47,3.23,1.91,3.07,5.07,3.34,0.14,0.14,13.35,0.09,8.41,0.6,8.31,4.88,5.57,0.59,0.11,0.06,10.44,4.51,1.81,2.54,0.57,0.0,1.28,3.05,0.15,0.0,2.26
2009-07-31,0.14,1.55,0.76,2.22,0.0,3.3,0.35,0.1,0.15,0.4,0.16,0.02,0.04,0.07,0,1.78,1.42,0.24,0.89,0.54,0.86,1.28,0.0,0.01,0.01,3.49,0.02,2.26,0.16,1.76,1.03,1.18,0.09,0.02,0.02,1.57,1.16,0.69,0.97,0.22,1.85,0.79,2.29,0.07,0.0,0.8
2009-08-31,0.05,0.49,0.39,0.63,0.11,2.13,0.14,0.0,0.0,0.24,0.1,0.01,0.01,0.0,0,0.94,0.21,0.04,0.34,0.13,0.21,0.29,0.0,0.0,0.0,1.71,0.01,1.12,0.08,0.58,0.34,0.39,0.03,0.01,0.02,0.4,0.24,0.51,0.72,0.16,2.32,0.21,3.36,0.03,0.0,0.42
2009-09-30,0.03,0.13,0.28,0.3,0.07,1.63,0.15,0.14,0.21,0.3,0.12,0.0,0.01,0.02,0,0.46,0.59,0.1,0.33,0.04,0.07,0.1,0.0,0.0,0.0,1.27,0.01,0.82,0.06,0.31,0.18,0.21,0.02,0.0,0.03,0.21,0.07,0.32,0.45,0.1,1.68,0.3,3.26,0.04,0.0,0.35
2009-10-31,0.17,0.21,2.66,2.29,0.56,4.42,0.38,0.15,0.22,0.3,0.12,0.04,0.08,0.02,0,2.82,0.0,0.0,0.18,0.39,0.62,0.67,0.82,0.08,0.08,3.03,0.02,1.81,0.13,0.88,0.52,0.59,0.2,0.04,0.04,2.38,1.0,0.63,0.88,0.2,2.51,0.67,2.77,0.35,0.0,0.57
2009-11-30,0.11,0.0,1.5,0.91,0.14,1.19,0.01,0.03,0.04,0.27,0.11,0.04,0.08,0.0,0,1.76,0.0,0.0,0.0,0.14,0.23,0.15,0.0,0.07,0.07,2.44,0.02,1.44,0.1,0.61,0.36,0.41,0.14,0.02,0.05,1.24,0.3,0.43,0.6,0.14,1.53,0.84,1.19,0.24,0.0,0.37
2009-12-31,0.31,0.0,2.61,1.66,0.17,3.93,1.03,0.27,0.4,0.76,0.3,0.08,0.14,0.37,0,3.19,2.87,0.49,1.18,0.26,0.41,0.27,0.33,0.08,0.08,7.34,0.05,4.61,0.33,0.96,0.56,0.64,0.26,0.05,0.14,2.33,1.79,0.3,0.42,0.09,5.84,1.82,1.65,1.21,0.0,0.41
2010-01-31,0.82,2.36,4.63,2.66,0.52,9.14,1.75,1.01,1.51,1.36,0.54,0.19,0.34,1.25,0,7.59,7.25,1.25,2.8,0.33,0.54,0.46,0.66,0.16,0.17,22.57,0.15,14.38,1.02,1.99,1.17,1.33,0.81,0.15,0.4,4.83,1.27,1.63,2.29,0.51,6.46,3.79,4.12,4.55,14.46,0.49
2010-02-28,0.84,2.85,5.0,2.76,0.32,8.58,1.36,1.72,2.57,1.93,0.77,0.26,0.46,1.29,0,11.35,11.22,1.93,3.55,0.34,0.55,0.49,0.59,0.19,0.19,26.1,0.18,16.63,1.18,2.36,1.39,1.58,1.05,0.19,0.56,5.77,1.18,2.14,3.0,0.68,10.33,3.86,5.05,6.01,10.21,0.5
2010-03-31,2.22,9.01,6.52,4.52,0.94,14.83,2.53,3.87,5.78,2.68,1.06,0.6,1.08,1.44,0,26.18,12.06,2.08,6.1,0.58,0.94,0.77,1.46,0.63,0.64,40.62,0.28,25.2,1.78,5.06,2.97,3.39,2.73,0.49,1.65,13.23,2.47,5.67,7.96,1.79,5.97,4.74,6.08,10.13,1.5,0.61
