,I_BVC007,I_SFS033,I_PCRST,I_SFS030,I_NFS033,I_MIL003,I_ANG017,I_RLIEF,I_MFS047,I_CFS001,I_DONLL,I_MFS022,I_LYONS,I_SPICE,I_NFS009,I_NFS005,I_BEARD,I_MFS013,I_TULOC,I_STS059,I_STS072
2007-06-30,0.74,0.93,1.39,0.05,0.77,0.31,0.15,4.2,3.3,8.09,4.27,1.21,0.2,2.87,2.31,0.13,1.69,0.54,0.14,0.03,0.6
2007-07-31,0.4,0.07,0.11,0.01,0.25,0.17,0.08,1.06,0.83,1.46,1.86,0.53,0.07,1.49,1.3,0.07,1.05,0.33,0.1,0.02,0.0
2007-08-31,0.27,0.09,0.14,0.01,0.16,0.11,0.06,0.49,0.38,0.73,1.37,0.39,0.07,0.93,0.9,0.05,0.8,0.25,0.14,0.03,0.0
2007-09-30,0.25,0.1,0.15,0.03,0.09,0.1,0.05,0.37,0.29,0.46,0.86,0.24,0.15,0.33,0.96,0.05,1.09,0.35,0.05,0.01,0.0
2007-10-31,0.31,0.17,0.25,0.0,0.18,0.13,0.06,0.43,0.34,1.54,0.19,0.05,0.0,1.05,1.02,0.06,0.98,0.31,0.01,0.0,0.0
2007-11-30,0.32,0.06,0.09,0.0,0.38,0.13,0.07,0.41,0.32,0.28,1.16,0.33,0.0,0.62,0.52,0.03,1.4,0.44,0.02,0.0,0.0
2007-12-31,0.49,0.15,0.22,0.03,0.75,0.2,0.1,0.48,0.38,1.34,0.8,0.23,0.14,1.32,1.14,0.06,0.97,0.3,0.36,0.08,3.33
2008-01-31,0.88,0.47,0.71,0.13,1.2,0.37,0.18,0.65,0.51,2.92,0.56,0.16,0.55,2.95,2.74,0.15,1.61,0.51,3.45,0.73,25.01
2008-02-29,2.74,0.68,1.02,0.17,1.77,1.14,0.56,0.74,0.58,2.26,2.29,0.65,0.77,2.33,4.38,0.25,1.75,0.55,3.16,0.67,24.04
2008-03-31,5.84,2.07,3.11,0.22,3.62,2.43,1.2,1.76,1.38,3.26,12.03,3.39,0.96,5.7,12.7,0.72,2.42,0.76,0.94,0.2,10.37
2008-04-30,4.3,4.96,7.43,0.0,12.92,1.79,0.88,4.4,3.46,8.63,26.19,7.39,0.0,13.65,23.78,1.34,3.14,0.99,0.43,0.09,13.59
2008-05-31,1.42,10.05,15.07,0.0,17.85,0.59,0.29,12.03,9.45,24.87,34.27,9.67,0.0,22.33,28.17,1.59,3.99,1.26,0.18,0.04,11.08
2008-06-30,0.89,4.67,7.01,0.0,3.71,0.37,0.18,9.66,7.59,17.2,14.34,4.04,0.0,8.49,4.8,0.27,2.36,0.75,0.12,0.02,0.8
2008-07-31,0.36,0.3,0.45,0.02,0.29,0.15,0.07,2.89,2.27,3.46,2.8,0.79,0.07,1.78,1.62,0.09,1.89,0.6,0.15,0.03,0.0
2008-08-31,0.21,0.03,0.04,0.01,0.0,0.09,0.04,0.61,0.48,1.27,0.77,0.22,0.02,0.54,1.2,0.07,1.53,0.48,0.05,0.01,0.0
2008-09-30,0.23,0.09,0.14,0.0,0.09,0.1,0.05,0.26,0.2,0.89,0.31,0.09,0.0,1.16,1.24,0.07,1.18,0.37,0.03,0.01,0.0
2008-10-31,0.25,0.2,0.3,0.0,0.09,0.1,0.05,0.55,0.43,0.47,0.92,0.26,0.0,0.88,1.58,0.09,1.28,0.4,0.0,0.0,0.0
2008-11-30,0.55,1.68,2.53,0.03,0.94,0.23,0.11,3.01,2.36,2.77,2.29,0.64,0.15,2.96,2.54,0.14,1.17,0.37,0.0,0.0,0.02
2008-12-31,1.46,0.34,0.51,0.05,1.11,0.61,0.3,0.9,0.71,1.28,1.32,0.37,0.25,2.25,1.95,0.11,0.83,0.26,0.2,0.04,0.0
2009-01-31,2.55,1.75,2.63,0.23,2.66,1.06,0.52,1.67,1.31,3.26,6.33,1.79,1.03,4.85,8.34,0.47,1.13,0.36,0.66,0.14,11.64
2009-02-28,6.63,1.43,2.14,0.31,3.2,2.76,1.36,1.5,1.18,2.87,9.1,2.57,1.39,4.85,10.59,0.6,2.05,0.65,2.26,0.48,16.06
2009-03-31,8.73,3.13,4.7,1.03,8.41,3.64,1.79,2.8,2.2,6.76,25.72,7.25,4.57,10.68,30.06,1.69,4.53,1.43,4.16,0.88,38.54
2009-04-30,5.44,6.2,9.3,0.0,17.05,2.27,1.11,7.24,5.69,11.41,40.24,11.35,0.0,18.78,34.91,1.97,3.65,1.15,0.67,0.14,17.45
2009-05-31,3.39,16.9,25.36,0.16,27.96,1.41,0.69,19.91,15.64,40.24,66.28,18.69,0.69,36.42,48.51,2.73,0.35,0.11,0.6,0.13,8.2
2009-06-30,1.07,5.14,7.72,0.07,3.73,0.45,0.22,11.83,9.3,17.72,17.13,4.83,0.32,9.37,3.65,0.21,1.53,0.48,0.1,0.02,3.88
2009-07-31,0.52,0.43,0.64,0.03,0.35,0.22,0.11,5.3,4.17,6.07,3.93,1.11,0.15,1.35,0.5,0.03,0.79,0.25,0.03,0.01,2.42
2009-08-31,0.33,0.19,0.29,0.02,0.05,0.14,0.07,1.16,0.91,1.96,1.5,0.42,0.08,1.19,0.16,0.01,0.49,0.15,0.11,0.02,0.0
2009-09-30,0.23,0.01,0.01,0.02,0.0,0.1,0.05,0.55,0.43,1.04,0.84,0.24,0.07,0.43,0.0,0.0,0.35,0.11,0.08,0.02,0.0
2009-10-31,0.51,0.78,1.17,0.06,0.78,0.21,0.1,2.34,1.84,2.85,1.8,0.51,0.27,1.84,1.48,0.08,0.31,0.1,0.08,0.02,2.91
2009-11-30,0.44,0.01,0.02,0.04,0.71,0.18,0.09,0.75,0.59,0.74,2.01,0.57,0.16,0.83,0.33,0.02,0.04,0.01,0.0,0.0,0.0
2009-12-31,0.85,0.2,0.29,0.14,1.04,0.35,0.17,0.83,0.65,1.59,2.06,0.58,0.6,2.06,2.98,0.17,1.7,0.54,0.54,0.11,0.0
2010-01-31,1.83,0.62,0.93,0.2,1.66,0.76,0.37,1.05,0.82,3.28,2.75,0.78,0.89,4.19,4.97,0.28,1.56,0.49,4.28,0.91,20.49
2010-02-28,3.53,0.73,1.09,0.49,1.76,1.47,0.72,1.04,0.82,2.54,5.36,1.51,2.15,3.03,6.97,0.39,1.44,0.46,2.86,0.61,26.21
2010-03-31,7.53,1.66,2.49,0.43,3.77,3.14,1.54,1.92,1.51,3.65,13.81,3.89,1.91,6.4,14.59,0.82,1.83,0.58,3.67,0.78,25.51
2010-04-30,10.76,3.73,5.59,0.46,10.62,4.48,2.2,4.06,3.19,7.96,29.94,8.44,2.03,14.0,29.42,1.66,3.32,1.05,3.81,0.81,33.97
2010-05-31,6.25,8.22,12.33,0.37,22.35,2.6,1.28,9.95,7.82,21.24,52.2,14.72,1.63,24.86,51.25,2.89,1.47,0.46,1.48,0.31,30.92
2010-06-30,1.24,17.85,26.77,1.42,23.34,0.52,0.25,23.52,18.48,42.2,62.87,17.73,6.26,34.65,39.19,2.21,0.0,0.0,0.56,0.12,0.0
2010-07-31,0.93,2.61,3.91,0.13,1.58,0.39,0.19,9.27,7.28,14.79,10.18,2.87,0.56,4.25,2.94,0.17,2.6,0.82,0.26,0.06,7.57
2010-08-31,0.47,0.04,0.06,0.04,0.05,0.2,0.1,1.89,1.49,2.4,2.21,0.62,0.19,0.0,0.07,0.0,1.21,0.38,0.09,0.02,0.0
2010-09-30,0.51,0.02,0.03,0.05,0.08,0.21,0.1,0.72,0.57,1.59,0.87,0.25,0.2,0.0,0.14,0.01,1.11,0.35,0.06,0.01,0.0
2010-10-31,0.73,2.14,3.21,0.09,3.81,0.3,0.15,4.43,3.48,5.51,3.95,1.11,0.39,6.65,4.0,0.23,1.39,0.44,0.11,0.02,7.51
2010-11-30,4.96,1.08,1.62,0.13,2.53,2.07,1.02,2.06,1.62,3.18,4.24,1.2,0.6,3.53,3.55,0.2,0.78,0.25,0.99,0.21,4.57
2010-12-31,7.74,2.58,3.87,1.0,6.11,3.22,1.58,2.6,2.05,9.99,24.98,7.05,4.39,9.84,31.34,1.76,0.0,0.0,8.82,1.87,83.97
2011-01-31,4.69,1.8,2.7,0.42,3.73,1.95,0.96,1.84,1.45,3.98,11.88,3.35,1.87,5.3,19.54,1.1,5.32,1.68,3.66,0.77,37.38
2011-02-28,8.59,1.38,2.07,0.23,3.13,3.58,1.76,1.63,1.28,3.24,9.55,2.69,1.03,6.18,11.92,0.67,5.37,1.7,5.63,1.19,24.16
2011-03-31,18.77,2.38,3.56,1.95,5.44,7.82,3.84,2.02,1.58,11.33,42.14,11.89,8.61,8.74,40.16,2.26,0.0,0.0,22.25,4.71,107.67
2011-04-30,15.09,5.86,8.79,1.94,16.47,6.28,3.09,5.97,4.69,18.3,55.09,15.54,8.55,18.15,59.14,3.33,9.25,2.92,4.0,0.85,64.06
2011-05-31,10.42,11.51,17.26,1.23,27.85,4.34,2.13,12.77,10.03,32.33,72.62,20.48,5.43,32.19,65.65,3.7,10.88,3.44,1.76,0.37,19.75
2011-06-30,6.55,20.84,31.26,2.93,37.51,2.73,1.34,25.25,19.84,54.26,89.59,25.27,12.91,31.16,86.15,4.85,7.06,2.23,1.08,0.23,0.0
2011-07-31,1.26,11.12,16.68,1.11,12.56,0.52,0.26,21.38,16.8,36.4,40.11,11.31,4.89,13.75,25.21,1.42,0.72,0.23,0.34,0.07,5.01
2011-08-31,0.94,0.69,1.03,0.03,0.51,0.39,0.19,6.07,4.77,9.08,8.06,2.27,0.13,1.58,2.49,0.14,0.0,0.0,0.14,0.03,4.43
2011-09-30,0.58,0.12,0.17,0.06,0.2,0.24,0.12,2.4,1.89,4.9,2.67,0.75,0.27,1.13,2.21,0.12,0.0,0.0,0.08,0.02,1.57
2011-10-31,0.64,0.57,0.85,0.08,0.87,0.27,0.13,2.18,1.71,3.99,2.47,0.7,0.34,2.01,1.49,0.08,0.8,0.25,0.23,0.05,17.06
2011-11-30,0.7,0.19,0.28,0.0,0.51,0.29,0.14,0.93,0.73,0.89,2.79,0.79,0.0,1.39,1.23,0.07,0.51,0.16,0.16,0.03,0.0
2011-12-31,0.62,0.0,0.0,0.0,0.12,0.26,0.13,0.69,0.54,0.78,2.06,0.58,0.0,0.63,0.94,0.05,1.9,0.6,0.12,0.02,0.0
2012-01-31,1.21,0.69,1.04,0.11,2.06,0.5,0.25,0.91,0.72,1.62,4.19,1.18,0.5,3.64,4.07,0.23,1.87,0.59,0.64,0.14,11.74
2012-02-29,3.34,0.53,0.79,0.06,1.69,1.39,0.68,0.68,0.53,1.15,4.31,1.22,0.25,2.62,2.52,0.14,0.88,0.28,0.38,0.08,4.67
2012-03-31,7.57,1.61,2.41,0.26,5.58,3.15,1.55,1.34,1.06,4.06,11.47,3.24,1.13,7.02,15.77,0.89,1.59,0.5,2.75,0.58,20.65
2012-04-30,3.57,6.9,10.35,0.26,18.3,1.49,0.73,6.93,5.44,18.21,27.53,7.76,1.13,18.47,36.88,2.08,3.15,0.99,3.44,0.73,41.34
2012-05-31,1.22,7.09,10.64,0.5,8.6,0.51,0.25,10.01,7.86,20.89,18.34,5.17,2.19,12.61,13.11,0.74,1.75,0.55,0.46,0.1,15.89
2012-06-30,0.93,1.02,1.53,0.07,0.95,0.39,0.19,4.31,3.39,8.52,4.14,1.17,0.3,3.47,1.88,0.11,0.53,0.17,0.18,0.04,10.01
2012-07-31,0.49,0.04,0.06,0.04,0.14,0.2,0.1,1.03,0.81,3.76,0.45,0.13,0.16,1.22,0.08,0.0,0.39,0.12,0.18,0.04,8.09
2012-08-31,0.3,0.08,0.12,0.02,0.09,0.12,0.06,0.62,0.49,2.97,0.0,0.0,0.08,0.92,0.01,0.0,0.0,0.0,0.14,0.03,5.63
2012-09-30,0.23,-0.0,-0.0,0.05,0.01,0.1,0.05,0.36,0.28,1.02,0.27,0.08,0.22,0.0,0.0,0.0,0.1,0.03,0.27,0.06,0.0
2012-10-31,0.43,0.03,0.04,0.03,0.12,0.18,0.09,0.42,0.33,1.46,0.02,0.01,0.15,0.79,0.77,0.04,0.04,0.01,0.13,0.03,0.0
2012-11-30,3.03,0.58,0.87,0.1,1.79,1.26,0.62,0.93,0.73,2.05,1.71,0.48,0.42,3.65,3.39,0.19,0.33,0.1,0.27,0.06,0.0
2012-12-31,3.73,2.17,3.25,0.31,8.1,1.55,0.76,2.28,1.79,5.85,12.3,3.47,1.35,9.43,22.42,1.26,1.92,0.61,4.49,0.95,34.0
2013-01-31,2.35,1.07,1.61,0.18,2.79,0.98,0.48,1.17,0.92,2.07,6.8,1.92,0.82,3.4,8.73,0.49,1.61,0.51,0.88,0.19,4.79
2013-02-28,3.2,0.76,1.14,0.13,2.22,1.33,0.66,1.01,0.79,2.11,6.62,1.87,0.59,3.14,6.55,0.37,2.11,0.67,0.46,0.1,5.47
2013-03-31,3.32,2.73,4.1,0.17,7.79,1.38,0.68,2.57,2.02,6.32,15.33,4.32,0.75,10.06,16.2,0.91,1.79,0.57,0.49,0.1,10.43
2013-04-30,1.28,6.44,9.67,0.1,11.89,0.53,0.26,7.66,6.02,15.1,21.12,5.96,0.43,14.28,17.66,0.99,2.37,0.75,0.46,0.1,20.57
2013-05-31,1.06,6.57,9.86,0.32,5.85,0.44,0.22,10.62,8.34,18.6,17.16,4.84,1.44,13.13,4.82,0.27,2.15,0.68,0.21,0.05,6.91
2013-06-30,0.55,1.2,1.8,0.05,1.06,0.23,0.11,7.65,6.01,7.89,7.0,1.97,0.23,3.89,0.95,0.05,1.53,0.48,0.19,0.04,0.0
2013-07-31,0.29,0.11,0.17,0.01,0.22,0.12,0.06,2.11,1.66,2.53,1.26,0.36,0.04,0.9,0.67,0.04,0.81,0.26,0.17,0.04,0.91
2013-08-31,0.2,0.14,0.21,0.02,0.07,0.08,0.04,0.44,0.34,2.93,0.0,0.0,0.1,0.92,0.0,0.0,0.17,0.05,0.1,0.02,5.91
2013-09-30,0.19,0.0,0.0,0.04,0.06,0.08,0.04,0.42,0.33,1.18,0.54,0.15,0.16,0.5,0.18,0.01,3.55,1.12,0.03,0.01,0.0
2013-10-31,0.25,0.0,0.0,0.0,0.04,0.1,0.05,0.31,0.24,1.36,0.1,0.03,0.02,0.0,0.25,0.01,0.46,0.14,0.0,0.0,0.0
2013-11-30,0.29,0.0,0.0,0.0,0.1,0.12,0.06,0.42,0.33,0.57,0.7,0.2,0.0,0.87,0.26,0.01,0.9,0.28,0.03,0.01,0.0
2013-12-31,0.33,0.05,0.07,0.02,0.14,0.14,0.07,0.43,0.34,0.59,0.72,0.2,0.1,0.93,0.52,0.03,0.78,0.25,0.0,0.0,0.0
2014-01-31,1.12,0.08,0.12,0.03,0.26,0.47,0.23,0.36,0.28,0.61,0.98,0.28,0.11,0.71,0.28,0.02,0.54,0.17,0.03,0.01,0.12
2014-02-28,1.82,0.74,1.11,0.13,1.67,0.76,0.37,0.72,0.56,2.16,3.85,1.09,0.56,3.15,6.25,0.35,1.1,0.35,0.73,0.16,10.0
2014-03-31,2.17,1.64,2.47,0.14,5.44,0.9,0.44,1.73,1.36,3.32,9.08,2.56,0.6,6.15,11.29,0.64,1.55,0.49,0.87,0.19,15.15
2014-04-30,1.22,4.66,6.99,0.12,11.95,0.51,0.25,5.64,4.43,11.33,16.13,4.55,0.55,11.87,15.68,0.88,1.9,0.6,0.52,0.11,22.84
2014-05-31,0.91,4.86,7.29,0.11,6.95,0.38,0.19,7.88,6.19,16.39,12.94,3.65,0.5,11.42,6.53,0.37,2.07,0.65,0.09,0.02,8.47
2014-06-30,0.3,0.53,0.8,0.03,0.52,0.12,0.06,3.68,2.89,4.96,5.65,1.59,0.14,2.24,0.59,0.03,1.1,0.35,0.09,0.02,0.0
2014-07-31,0.16,0.08,0.12,0.03,0.34,0.07,0.03,1.9,1.49,3.06,0.65,0.18,0.12,1.84,0.06,0.0,0.62,0.19,0.11,0.02,1.89
2014-08-31,0.1,0.15,0.23,0.01,0.09,0.04,0.02,0.95,0.75,2.07,0.03,0.01,0.04,1.31,0.0,0.0,0.23,0.07,0.13,0.03,1.81
2014-09-30,0.12,0.0,0.0,0.0,0.1,0.05,0.02,0.44,0.35,1.41,0.0,0.0,0.0,0.59,0.0,0.0,0.36,0.11,0.11,0.02,0.0
2014-10-31,0.16,0.05,0.08,0.03,0.06,0.07,0.03,0.42,0.33,1.22,0.0,0.0,0.11,1.4,0.05,0.0,0.6,0.19,0.03,0.01,0.0
2014-11-30,0.59,0.07,0.11,0.06,0.25,0.25,0.12,0.68,0.53,1.0,0.69,0.2,0.25,1.04,0.07,0.0,0.29,0.09,0.02,0.0,0.0
2014-12-31,0.92,1.29,1.94,0.15,3.13,0.38,0.19,1.44,1.13,2.45,2.23,0.63,0.64,3.69,5.28,0.3,1.54,0.49,1.54,0.33,6.6
2015-01-31,1.68,0.47,0.71,0.05,1.72,0.7,0.34,0.99,0.77,0.7,2.55,0.72,0.21,1.99,2.51,0.14,1.16,0.37,0.19,0.04,0.0
2015-02-28,2.51,3.09,4.63,0.15,9.07,1.05,0.51,3.34,2.62,6.39,8.11,2.29,0.65,9.28,20.01,1.13,1.77,0.56,2.63,0.56,17.67
2015-03-31,0.89,1.96,2.94,0.06,3.12,0.37,0.18,2.83,2.22,4.3,4.96,1.4,0.27,4.35,4.12,0.23,0.71,0.22,0.2,0.04,5.2
2015-04-30,0.62,2.34,3.51,0.05,2.76,0.26,0.13,3.3,2.59,5.72,4.35,1.23,0.24,4.43,3.19,0.18,0.57,0.18,0.17,0.04,7.42
2015-05-31,0.63,3.18,4.77,0.07,3.36,0.26,0.13,7.28,5.72,11.72,9.06,2.56,0.33,7.28,4.25,0.24,1.49,0.47,0.06,0.01,0.0
2015-06-30,0.27,0.76,1.14,0.04,0.69,0.11,0.06,5.45,4.28,7.76,4.39,1.24,0.19,2.72,0.65,0.04,1.32,0.42,0.06,0.01,0.0
2015-07-31,0.12,0.17,0.25,0.02,0.44,0.05,0.02,1.64,1.29,2.74,1.03,0.29,0.1,1.92,0.0,0.0,0.82,0.26,0.1,0.02,0.0
2015-08-31,0.06,0.13,0.2,0.01,0.1,0.02,0.01,0.69,0.54,0.75,0.58,0.16,0.06,0.34,0.0,0.0,0.57,0.18,0.02,0.0,0.0
2015-09-30,0.07,0.0,0.0,0.03,0.03,0.03,0.01,0.35,0.27,0.0,0.84,0.24,0.12,0.66,0.0,0.0,0.99,0.31,0.01,0.0,0.0
2015-10-31,0.15,0.13,0.19,0.02,0.22,0.06,0.03,0.74,0.58,1.46,1.01,0.28,0.07,1.19,0.0,0.0,0.91,0.29,0.02,0.0,0.0
2015-11-30,0.37,0.54,0.81,0.04,0.92,0.15,0.08,1.3,1.02,1.42,1.04,0.29,0.18,1.31,0.91,0.05,0.73,0.23,0.02,0.0,0.1
2015-12-31,1.39,0.71,1.07,0.24,1.66,0.58,0.28,0.96,0.76,3.58,7.05,1.99,1.04,2.39,5.89,0.33,0.0,0.0,2.29,0.48,16.04
2016-01-31,2.45,1.15,1.72,0.4,2.99,1.02,0.5,1.23,0.97,4.08,9.88,2.79,1.79,4.23,11.1,0.63,1.05,0.33,5.47,1.16,32.65
2016-02-29,4.21,2.08,3.12,0.19,6.07,1.75,0.86,2.11,1.66,3.35,8.54,2.41,0.86,7.18,18.25,1.03,11.61,3.67,1.49,0.31,12.33
2016-03-31,11.2,4.43,6.65,0.67,13.09,4.66,2.29,4.23,3.32,12.46,37.42,10.55,2.98,15.95,45.77,2.58,6.35,2.0,8.67,1.83,58.69
2016-04-30,7.1,7.84,11.75,0.16,21.28,2.96,1.45,9.14,7.18,19.85,42.11,11.88,0.71,21.57,41.28,2.32,2.81,0.89,1.03,0.22,17.01
2016-05-31,3.05,11.31,16.97,0.61,17.29,1.27,0.62,15.55,12.22,26.4,36.83,10.39,2.67,22.67,21.92,1.23,4.58,1.45,0.36,0.08,0.0
2016-06-30,0.81,6.49,9.73,0.36,4.03,0.34,0.17,15.63,12.28,21.46,17.19,4.85,1.58,11.51,2.78,0.16,9.76,3.08,0.25,0.05,0.0
2016-07-31,0.33,0.24,0.36,0.06,0.18,0.14,0.07,4.23,3.33,5.38,3.31,0.93,0.28,2.03,0.12,0.01,0.84,0.27,0.28,0.06,3.3
2016-08-31,0.19,0.02,0.03,0.04,0.03,0.08,0.04,1.01,0.79,2.16,1.91,0.54,0.17,0.1,0.0,0.0,0.0,0.0,0.34,0.07,2.02
2016-09-30,0.19,0.0,0.0,0.03,0.0,0.08,0.04,0.52,0.41,1.74,1.07,0.3,0.12,0.99,0.0,0.0,0.0,0.0,0.16,0.03,0.22
2016-10-31,0.96,2.81,4.22,0.07,3.49,0.4,0.2,6.81,5.35,6.68,3.81,1.07,0.3,7.45,5.16,0.29,0.79,0.25,0.3,0.06,9.53
2016-11-30,0.7,1.01,1.51,0.01,1.29,0.29,0.14,2.59,2.04,2.28,4.63,1.3,0.05,3.2,3.27,0.18,0.94,0.3,0.4,0.09,1.46
2016-12-31,5.23,3.1,4.65,0.24,8.73,2.18,1.07,2.79,2.19,7.87,18.25,5.15,1.08,10.69,29.19,1.64,3.03,0.96,3.16,0.67,21.53
2017-01-31,16.41,6.28,9.42,3.08,14.81,6.83,3.36,5.36,4.21,16.59,54.43,15.35,13.57,22.84,70.88,3.99,10.03,3.17,28.15,5.96,134.82
2017-02-28,18.43,7.11,10.66,5.04,15.19,7.67,3.77,5.02,3.95,25.42,76.73,21.64,22.25,22.85,106.08,5.97,8.86,2.8,34.22,7.24,214.51
2017-03-31,1.5,5.17,7.75,1.53,12.26,0.62,0.31,4.66,3.66,15.48,47.53,13.41,6.74,16.21,47.22,2.66,13.54,4.28,6.61,1.4,58.72
2017-04-30,12.7,8.36,12.54,1.58,19.79,5.29,2.6,8.04,6.32,33.64,62.03,17.5,6.98,26.63,63.79,3.59,17.49,5.52,5.76,1.22,86.7
2017-05-31,9.65,20.0,29.99,1.89,43.62,4.02,1.98,27.3,21.45,52.95,116.56,32.88,8.32,56.51,67.1,3.78,3.22,1.02,1.7,0.36,25.79
2017-06-30,3.49,19.64,29.47,1.63,25.8,1.45,0.71,34.45,27.07,55.59,81.91,23.1,7.19,50.14,16.0,0.9,2.71,0.86,0.87,0.18,3.05
2017-07-31,1.14,5.47,8.21,0.08,3.12,0.47,0.23,19.84,15.59,26.29,20.59,5.81,0.36,11.15,3.52,0.2,6.27,1.98,0.57,0.12,11.34
2017-08-31,0.69,0.42,0.62,0.04,0.45,0.29,0.14,6.26,4.92,9.14,2.87,0.81,0.19,2.37,1.99,0.11,1.77,0.56,0.33,0.07,8.88
2017-09-30,0.54,0.21,0.31,0.06,0.36,0.22,0.11,3.01,2.36,6.19,0.9,0.25,0.28,1.65,1.84,0.1,0.0,0.0,0.19,0.04,6.99
2017-10-31,0.54,0.13,0.19,0.03,0.04,0.22,0.11,1.35,1.06,2.78,1.0,0.28,0.15,1.03,0.99,0.06,0.65,0.2,0.09,0.02,8.59
2017-11-30,1.24,1.86,2.78,0.12,4.58,0.52,0.25,2.8,2.2,3.62,7.06,1.99,0.51,6.3,6.14,0.35,1.52,0.48,1.63,0.34,7.43
2017-12-31,0.76,0.46,0.7,0.1,0.89,0.32,0.16,1.46,1.14,1.5,3.97,1.12,0.42,2.56,3.37,0.19,2.0,0.63,0.28,0.06,0.0
2018-01-31,1.94,1.56,2.34,0.14,4.18,0.81,0.4,1.69,1.33,2.22,7.92,2.24,0.63,5.16,10.15,0.57,1.9,0.6,1.17,0.25,9.53
2018-02-28,0.98,0.7,1.04,0.08,1.73,0.41,0.2,1.24,0.98,1.11,5.29,1.49,0.35,2.68,3.64,0.2,1.14,0.36,0.36,0.08,3.03
2018-03-31,7.84,3.27,4.91,1.17,9.0,3.26,1.61,2.7,2.12,8.25,25.44,7.18,5.18,11.93,35.22,1.98,4.87,1.54,8.02,1.7,54.71
2018-04-30,11.89,9.41,14.12,1.08,23.47,4.95,2.43,12.01,9.44,27.4,59.94,16.91,4.77,29.48,51.45,2.9,8.61,2.72,2.8,0.59,26.83
2018-05-31,2.71,8.18,12.27,0.84,8.2,1.13,0.55,14.91,11.72,24.52,30.62,8.64,3.7,18.07,11.19,0.63,7.3,2.3,0.78,0.16,6.97
2018-06-30,1.01,2.36,3.53,0.09,0.91,0.42,0.21,9.33,7.33,14.28,11.78,3.32,0.4,4.44,2.82,0.16,3.31,1.05,0.45,0.1,12.01
2018-07-31,0.5,0.12,0.18,0.03,0.14,0.21,0.1,2.87,2.26,5.1,2.17,0.61,0.11,1.65,2.47,0.14,1.01,0.32,0.29,0.06,5.26
2018-08-31,0.39,0.16,0.24,0.02,0.03,0.16,0.08,0.88,0.69,2.97,0.54,0.15,0.09,0.8,2.38,0.13,0.88,0.28,0.1,0.02,1.76
2018-09-30,0.26,0.01,0.01,0.0,0.0,0.11,0.05,0.55,0.44,2.13,0.16,0.05,0.03,0.22,0.94,0.05,0.48,0.15,0.13,0.03,0.0
2018-10-31,0.37,0.01,0.01,0.03,0.05,0.15,0.08,0.6,0.47,1.82,0.22,0.06,0.11,0.91,1.22,0.07,0.45,0.14,0.12,0.03,0.0
2018-11-30,0.65,0.22,0.34,0.05,0.41,0.27,0.13,0.55,0.44,2.47,0.69,0.19,0.25,1.63,1.15,0.06,0.8,0.25,0.47,0.1,9.41
2018-12-31,0.91,0.37,0.56,0.1,0.7,0.38,0.19,0.74,0.58,1.69,2.8,0.79,0.43,1.17,2.32,0.13,0.74,0.23,0.57,0.12,4.23
2019-01-31,3.5,0.92,1.38,0.47,1.83,1.46,0.72,0.97,0.76,5.46,5.25,1.48,2.06,3.52,12.53,0.71,2.52,0.8,5.12,1.08,36.41
2019-02-28,7.9,2.14,3.22,0.94,5.36,3.29,1.62,1.82,1.43,8.47,16.63,4.69,4.13,9.05,27.84,1.57,5.09,1.61,18.75,3.97,92.94
2019-03-31,13.12,2.14,3.21,1.69,3.75,5.46,2.69,1.39,1.09,10.1,26.35,7.43,7.47,7.19,39.29,2.21,6.45,2.04,12.93,2.73,122.53
2019-04-30,19.26,8.31,12.46,0.54,24.59,8.02,3.94,8.23,6.47,19.43,75.02,21.16,2.37,27.32,65.67,3.7,8.73,2.76,3.51,0.74,48.8
2019-05-31,14.63,11.31,16.96,0.97,31.38,6.09,3.0,15.02,11.8,35.36,74.87,21.12,4.3,36.14,63.9,3.6,10.55,3.33,2.66,0.56,17.23
2019-06-30,8.56,21.07,31.61,0.48,29.22,3.56,1.75,25.84,20.3,52.9,79.88,22.53,2.11,41.95,42.24,2.38,3.36,1.06,1.3,0.27,3.76
2019-07-31,1.77,5.58,8.37,0.0,3.54,0.74,0.36,15.15,11.9,20.66,17.64,4.98,0.0,8.75,5.72,0.32,2.55,0.8,1.1,0.23,3.08
2019-08-31,0.88,0.39,0.59,0.06,0.11,0.37,0.18,3.84,3.01,6.55,2.98,0.84,0.26,1.01,3.15,0.18,0.0,0.0,0.42,0.09,4.08
2019-09-30,0.64,0.0,0.0,0.03,0.13,0.27,0.13,1.09,0.86,3.74,0.0,0.0,0.15,0.04,2.76,0.16,0.0,0.0,0.11,0.02,2.65
2019-10-31,0.55,0.0,0.0,0.06,0.0,0.23,0.11,0.61,0.48,1.79,1.95,0.55,0.24,0.48,2.22,0.12,0.18,0.06,0.13,0.03,0.0
2019-11-30,0.52,0.0,0.0,0.03,0.2,0.22,0.11,0.52,0.41,1.1,1.96,0.55,0.12,1.03,1.57,0.09,0.12,0.04,0.25,0.05,0.0
2019-12-31,2.45,0.55,0.83,0.33,1.0,1.02,0.5,0.84,0.66,3.73,3.74,1.06,1.44,2.93,6.54,0.37,1.93,0.61,1.94,0.41,25.37
2020-01-31,1.5,0.34,0.51,0.14,1.03,0.62,0.31,0.6,0.47,1.3,4.73,1.33,0.6,2.29,5.44,0.31,1.32,0.42,0.8,0.17,4.91
