,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep
1938,1.7411631,3.628769503,63.22622641,10.80208124,22.70115802,52.9790536,85.92027449,211.3871526,184.7467265,35.67698085,4.799094707,2.115977035
1939,5.018925835,8.214686934,7.398821315,6.572938594,7.759000714,34.12467315,110.0211027,71.51509354,15.8943503,1.720588593,0.513720774,1.73280912
1940,5.631847481,2.28797053,5.655298016,35.66347153,34.47406612,72.07215722,102.1714147,182.7303461,68.48561419,5.852260536,1.729766437,1.05565808
1941,1.232031778,3.410160864,15.63734701,15.87626618,24.69169793,37.19332342,50.47979932,203.1551535,125.4704759,25.99539887,2.855260803,1.72355411
1942,2.177453841,7.074480644,34.0982466,36.70398631,26.39794255,26.92507748,80.58973272,143.2914558,174.3062333,37.57620981,4.804043046,1.866430782
1943,1.493076581,18.48552385,24.70023518,39.73689429,29.68195233,86.78846902,118.1602601,151.2047445,81.99641106,18.37114253,4.208280699,1.538237235
1944,2.437954183,2.213695225,4.7651049,6.212459968,10.53295643,21.60792496,38.2544624,155.4593422,68.29836101,10.34556139,2.037824936,0.010087735
1945,0.86281671,18.93283212,16.96091353,12.14567571,44.71661621,24.56396412,73.28131421,155.2347073,113.6808759,17.88699611,3.821305995,1.220234705
1946,5.662705135,20.1191458,32.77467951,24.75746177,15.11638175,37.50301825,100.9495085,158.8180045,61.74694481,7.136923833,0.951052098,0.592951413
1947,2.301969319,10.62012594,10.11632385,6.00199611,15.57157105,32.84541526,71.67786417,119.927744,26.53755747,1.656486022,-0.195813099,0.378365901
1948,9.607107103,7.074657971,4.630212565,14.83619386,6.818130733,12.66972528,51.0998175,143.5359508,145.0253629,19.63824021,3.078062478,1.661317051
1949,1.144708011,3.03182946,4.375922934,3.287427633,3.369103141,18.85667684,88.45101339,163.2448663,64.72185603,3.367642449,2.474608346,0.903630994
1950,0.743401852,2.346655704,2.784224799,18.09638201,23.9115638,29.3315215,94.31931623,167.7638154,115.0453051,15.90603617,2.09061739,2.302425263
1951,5.386749297,127.78963,136.9060885,48.04729142,47.91468063,50.04531431,81.49659848,105.2984031,41.50958063,6.307501733,1.281328924,1.462920901
1952,0.884077334,6.47817409,22.56578128,28.01381229,30.30843706,32.62081714,104.5746544,228.4042258,184.6356871,64.37531492,9.752263593,5.279129719
1953,3.290358684,4.04511194,8.236615481,28.22348435,13.52287345,22.32128413,77.11788765,98.43301823,141.0828918,33.38663328,5.128280374,3.090225625
1954,2.051374268,4.864711632,5.486374182,9.271196104,14.22082182,39.68118955,105.3379649,137.4167604,33.72072814,-0.354242968,4.197736652,2.529493792
1955,-0.08543913,3.072491551,10.09388462,9.404186561,10.50496404,17.43243785,37.92681891,136.8047547,80.47090085,7.122818239,1.497976784,0.370435592
1956,0.639207412,2.387382934,98.38988568,70.2049625,33.08683792,45.69087056,72.98093639,187.6053412,146.3775275,30.26801815,3.481882058,1.848945888
1957,4.267675031,4.924944313,5.78914428,5.963152624,23.78162298,37.50936881,56.69030106,135.6498435,108.4605149,10.72646465,0.951627349,1.178169706
1958,2.331221144,4.973516437,8.9675292,10.75991147,30.24918577,31.04116978,68.94108408,228.8953328,159.4042448,40.54427558,8.707431792,2.346677317
1959,3.569335742,4.019370405,2.877986072,16.47170219,17.53605337,32.34496044,82.83715845,85.91567257,33.03458848,4.867584149,2.262825835,3.820515711
1960,2.16107309,1.078184951,1.625203264,3.87472728,21.5075042,40.72183262,80.35475251,109.141799,38.90592148,3.817554395,0.205012625,1.703581833
1961,-0.749046745,2.320618482,5.276403635,4.445267813,11.8864331,17.40516875,59.09358364,104.9225893,34.83656873,3.123085183,-0.334521341,1.660505269
1962,0.979693389,1.76652226,6.244874773,4.656588593,25.03166842,18.69049288,102.4883992,126.4152611,112.1714529,14.85641887,2.568078081,0.827755719
1963,11.87287338,4.13702041,9.404396935,19.09967132,80.07289196,21.18866157,62.61625513,184.4306676,106.494003,19.50973524,0.977840531,2.075387627
1964,3.58126905,23.83235633,9.523378905,7.255767572,8.199253093,14.69709494,56.18697225,121.628136,57.41055823,5.187786822,0.710206484,0.952318075
1965,2.171697654,7.002085028,129.7501899,60.10085654,32.78224069,28.43754453,90.82694976,142.2839103,118.6459015,33.49274857,14.8277479,5.985588601
1966,4.814310803,15.56305744,9.109431967,9.828589337,9.105095076,40.48151211,109.5719377,111.2904164,12.82518287,2.482240791,0.703387427,1.823717362
1967,0.814579582,10.49121225,32.78271314,18.18206256,20.97238147,47.72002737,40.29290694,171.1055465,205.8606001,89.35834294,6.595800879,0.109234353
1968,1.573158583,1.988176704,4.945253313,7.884589087,36.15384425,34.99037243,69.07250662,103.5375095,31.82169545,3.106815165,2.730086649,1.449436867
1969,3.107782881,20.27649863,9.64943616,61.68406854,27.50650046,33.08275566,96.10833397,254.1115178,167.3813793,45.15708457,4.820851218,1.367968349
1970,6.494746697,6.087865411,31.97134751,102.1000167,43.31012497,43.41363546,51.53439853,144.1363166,93.58109848,14.28759686,0.344860977,1.016698635
1971,1.975562357,17.87466667,22.04091887,25.92612816,23.43074551,31.64400081,64.86076589,124.6051543,141.6159323,24.79219047,4.027902777,1.500208756
1972,3.85022209,7.553678693,12.93621585,9.8733917,13.28994486,59.16422582,56.75784937,133.2083174,58.41944427,7.982409268,1.56228418,2.00692128
1973,4.50178549,7.874429403,21.63011107,29.35597484,22.6936758,25.64871536,72.21098525,209.0504379,79.81306209,7.839804399,-1.583958385,2.636837354
1974,3.490011126,45.34701087,26.96263782,44.41648118,17.56163624,52.44893133,73.13528715,179.4734434,106.4671494,27.38738151,1.549052925,5.810551769
1975,1.978288348,3.047997622,5.383314902,9.720239108,15.17438757,28.79369065,28.30056676,161.1160784,180.2727656,33.46863482,5.188879299,2.400811562
1976,17.64183849,16.30202525,8.988275128,7.186587895,9.45139609,24.49404163,44.22450334,77.86677382,8.18645335,1.534097063,4.597833204,2.393217214
1977,2.234544388,2.236866645,1.811172486,3.671518878,5.545025523,7.660150943,40.82740457,61.29572794,36.65857225,0.438963542,0.933641902,0.640720587
1978,0.584007282,2.173274973,16.16647107,28.83297515,19.79146979,48.22714568,69.53187702,161.690062,158.9834346,38.81147741,3.447510305,9.652913296
1979,1.71912276,3.223187048,5.477285185,21.71829509,15.09350293,36.6285238,66.91208053,191.7103658,74.04025785,9.550514363,2.461331387,0.421037382
1980,6.363924734,9.928700183,8.38073936,99.32460185,59.79098541,44.78704829,80.57969165,143.0358999,127.3114605,51.92678838,4.868774294,1.228547757
1981,0.548586494,2.167343278,3.7746819,7.809245218,14.37237099,21.43124911,83.8702488,117.0163229,31.99508336,-2.477964868,2.162910268,0.545771564
1982,3.646239493,41.66229738,54.05372087,30.34816531,83.84860621,66.75084049,146.4460856,202.1378864,130.6110205,45.62007509,11.99932504,13.73488081
1983,37.07167935,26.21542978,34.81726817,28.55146396,40.19775323,83.86771807,57.77025361,176.1988155,271.1478068,151.4272147,27.58498415,15.17850688
1984,9.435644394,73.468767,79.47515488,46.2936611,32.98091901,49.59553237,62.96196856,166.622501,79.38554308,16.28213187,2.741746422,1.148433104
1985,5.577415908,18.62781987,9.67844405,9.111485343,13.15785963,24.11550467,100.5937074,121.0896244,29.00075123,3.170074643,1.398570182,3.703041704
1986,2.922418123,7.752612931,14.6134918,31.28216492,128.5477679,124.9162751,93.52119341,147.4578275,105.9859199,17.12243204,4.058246565,2.833887773
1987,5.777565278,2.119646512,2.781125125,4.696330464,10.76518138,23.20353038,79.75286128,84.27859828,11.34133098,2.906741963,1.283980038,1.233551882
1988,1.528559822,4.642731495,7.462816464,10.70279571,12.83174501,32.1524078,66.07754386,71.1862982,16.55061394,2.88629589,1.2749485,1.224875057
1989,-0.184364994,5.813664862,5.847043332,5.779834616,13.11628204,73.10984123,116.6406494,108.4336835,56.07482169,4.537980528,1.12207871,4.227626441
1990,8.906645135,10.33144376,7.171706926,9.774567006,8.285084901,37.01121307,85.97544575,68.55437662,31.19526661,-0.772386894,0.768198055,2.894319607
1991,-0.518215779,0.087015083,2.022989967,2.224932182,1.763395903,24.67152255,40.44338352,117.4849306,75.79266842,4.127911885,0.773004953,2.912430429
1992,3.209763806,5.821422748,5.389444745,5.247950688,20.46050605,34.17486454,101.3901501,53.55471254,8.141900021,4.016265105,0.696040356,2.622452943
1993,1.333121681,2.358997674,8.809019596,36.09703391,21.50819484,64.01195399,82.5493629,195.8787908,138.7677492,34.83246824,4.444808867,1.4412086
1994,3.458243312,2.748158116,3.804358478,5.238581561,7.673839048,28.02569875,66.57079657,93.95808557,10.01258866,13.99393529,1.785700836,0.57900519
1995,0.373235304,8.343476307,9.739556251,49.22751293,28.83105915,88.90106478,94.50277288,190.2453407,216.2520535,135.7397281,20.19987407,1.947396945
1996,1.370132456,1.334259305,16.30040589,22.0516167,67.41256909,61.34410302,94.99542952,200.0978279,89.46176415,16.2269312,3.066490706,0.402668928
1997,1.33676806,22.88140523,63.97063856,206.5236379,48.21285109,54.80767023,89.50226548,126.3198304,53.13982745,7.935606019,1.943182326,1.16416654
1998,2.22474588,5.046036087,6.106657906,31.16796211,40.44226802,62.67037215,69.0618386,122.1130756,242.7187226,99.23304907,10.12887635,5.520857862
1999,3.723357071,10.75162513,15.00205592,24.27466428,41.04882097,37.19550123,63.73782645,180.1522948,128.8489169,20.24601796,4.173956727,1.687188369
2000,2.19824591,6.201010774,4.716249856,25.31764195,37.20488597,44.79690371,90.82815842,163.1918225,55.12854494,11.69691631,5.212735839,4.321577688
2001,5.167253224,5.46296387,4.388275947,6.520030841,8.398101115,35.68539587,66.90906664,130.0085977,11.39468272,3.502144337,1.955095519,3.723471944
2002,-0.432531013,9.85477236,15.66434334,20.79298192,17.20770063,32.77562806,95.60966319,133.3188865,52.55018334,8.379740733,3.367567386,0.980866022
2003,0.917901173,12.86501056,9.594852635,20.68668352,16.56063077,30.56847819,52.48902395,160.3929058,113.8312828,14.67953476,1.330031878,1.528584165
2004,1.815529899,3.753797297,16.62931571,10.06911877,19.72975078,64.11750514,96.51401264,99.84570912,28.7141415,5.364805815,1.933396022,1.227979758
2005,6.594092634,6.999400803,13.37367988,25.31859655,23.82427792,44.4968494,61.4003785,218.9075071,148.1590238,38.86621652,5.011048095,2.069822537
2006,4.33611104,6.057244357,63.89888403,55.52339203,41.53597083,55.19214981,144.3103641,236.6139413,140.2195502,23.47606037,4.693205387,3.372489082
2007,3.950671321,9.077795709,10.77794077,9.448520291,26.66527363,48.38257348,83.3783627,84.89661811,15.37665072,6.132086198,1.127271574,3.100554552
2008,0.653393265,3.615284532,5.723926697,9.964070544,12.25331131,28.37733244,59.37451516,128.0985072,47.22574483,4.217995181,1.675002805,3.36479786
2009,0.383423865,9.681827241,4.632496341,17.19199792,18.82306426,44.44117229,74.28599458,191.5676318,43.09809728,7.774333343,3.018675406,1.381599202
2010,6.903179877,2.905988313,6.523889308,11.94857662,12.73185221,25.3064033,50.88830799,114.8889638,182.6706032,26.15107874,3.866585486,2.915009175
2011,20.84149434,13.10110821,48.93835544,26.89136127,14.32183375,68.69616964,98.74309978,132.7108998,219.7042373,103.9806628,11.03575958,3.932534515
2012,8.249111114,4.147869783,3.341190461,12.70791721,8.454879103,32.96395708,111.3311307,94.32219124,18.9055211,5.145706698,1.416322917,0.977779756
2013,2.178061716,13.60338508,44.4889717,19.17292048,16.98036384,42.10139133,87.66275977,68.26621424,19.023739,3.061966843,0.904066925,1.411934501
2014,0.788345681,2.16605928,1.066593584,3.840019045,21.35312396,31.99895755,74.76330625,80.09240463,14.15220015,2.870481996,2.017149879,0.415949604
2015,1.078431504,3.706186652,20.2405751,8.944340931,56.4841371,33.30465787,35.08466649,39.54873771,11.23307386,1.871185122,1.839016572,0.3686607
2016,1.166407054,5.851294119,16.59624909,25.65419441,30.50214698,84.83383106,105.4357374,119.6820226,55.54655655,5.58159719,1.208759139,0.471572607
2017,24.31125177,11.47967108,44.55254292,97.31797177,174.1220712,86.4662699,125.0993365,211.3580533,176.0538047,42.4324098,5.291974907,2.735494603
2018,2.404928235,26.72501085,6.979105312,20.83203556,9.907380738,71.27178457,147.094814,86.84382229,21.88688567,-1.508494793,2.09100084,1.080867089
2019,0.833450251,3.102726736,7.025355704,18.89459316,44.02673703,57.59134454,125.6107453,164.9634359,205.1442791,45.44585981,7.938018114,4.585467605
2020,3.518048338,4.248290822,14.52465705,10.0737922,9.812912679,20.4645325,84.7968794,128.3802156,28.89181839,4.899568174,1.432581382,0.943922084
2021,1.687426987,3.784733349,4.284391567,5.592109782,12.1370108,18.67958579,71.79668799,81.4242888,5.829465506,3.299742478,1.532318211,0.068200274
